team_id,area,name,game_count,win_count,win_pct,started_count,minutes_played,field_goals,field_goal_attempts,field_goal_pct,three_point_field_goals,three_point_field_goal_attempts,three_point_field_goal_pct,free_throws,free_throw_attempts,free_throw_pct,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,game_score,plus_minus,daily_fantasy_sports_points,uri,is_pow
CHA,E,DeSagana Diop,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,/players/d/diopde01.html,0
CLE,E,Alonzo Gee,3,1,0.3333333333333333,3,32.53333333333333,4.333333333333333,11.0,0.3939393939393939,1.6666666666666667,4.0,0.4166666666666667,4.0,4.666666666666667,0.8571428571428571,0.3333333333333333,3.0,3.3333333333333335,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.6666666666666667,2.6666666666666665,14.333333333333334,9.233333333333333,-1.3333333333333333,,/players/g/geeal01.html,0
PHI,E,Jeremy Pargo,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,/players/p/pargoje01.html,0
ORL,E,Glen Davis,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,/players/d/davisgl01.html,0
MIN,W,Kevin Love,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,/players/l/loveke01.html,0
WAS,E,Martell Webster,4,3,0.75,4,36.6,7.25,15.0,0.48333333333333334,5.0,9.75,0.5128205128205128,2.75,2.75,1.0,0.5,3.0,3.5,2.0,0.25,0.0,1.75,1.25,22.25,15.3,5.0,,/players/w/webstma02.html,0
HOU,W,Francisco Garcia,3,2,0.6666666666666666,0,9.15,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,-1.1666666666666665,-4.0,,/players/g/garcifr01.html,0
HOU,W,James Harden,3,2,0.6666666666666666,3,38.63333333333333,6.0,13.0,0.46153846153846156,3.6666666666666665,7.333333333333333,0.5,9.666666666666666,10.666666666666666,0.90625,0.3333333333333333,6.0,6.333333333333333,6.666666666666667,1.0,0.0,4.0,3.3333333333333335,25.333333333333332,20.599999999999998,7.333333333333333,,/players/h/hardeja01.html,0
CHI,E,Nazr Mohammed,2,1,0.5,0,16.775,1.0,3.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,1.0,1.5,3.0,4.5,1.5,0.5,0.5,0.0,3.0,3.0,3.95,-20.5,,/players/m/mohamna01.html,0
TOR,E,John Lucas III,2,0,0.0,0,10.675,0.0,3.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.5,1.5,0.5,0.0,1.5,0.0,0.5,-0.5,,/players/l/lucasjo02.html,0
CLE,E,C.J. Miles,3,1,0.3333333333333333,0,19.316666666666666,2.6666666666666665,7.666666666666667,0.34782608695652173,1.6666666666666667,4.666666666666667,0.35714285714285715,1.6666666666666667,2.3333333333333335,0.7142857142857143,0.3333333333333333,3.0,3.3333333333333335,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,8.666666666666666,5.733333333333334,-5.666666666666667,,/players/m/milescj01.html,0
DEN,W,Corey Brewer,3,3,1.0,0,23.383333333333336,4.333333333333333,11.0,0.3939393939393939,1.0,2.3333333333333335,0.42857142857142855,4.0,4.666666666666667,0.8571428571428571,1.3333333333333333,1.0,2.3333333333333335,1.0,1.6666666666666667,0.3333333333333333,2.0,1.0,13.666666666666666,8.866666666666665,6.333333333333333,,/players/b/breweco01.html,0
WAS,E,John Wall,4,3,0.75,4,36.34583333333333,9.25,15.0,0.6166666666666667,1.0,1.25,0.8,4.5,5.25,0.8571428571428571,1.0,4.5,5.5,11.0,2.5,0.5,3.0,2.5,24.0,25.5,15.5,,/players/w/walljo01.html,1
PHO,W,Markieff Morris,4,0,0.0,4,27.958333333333332,3.5,8.75,0.4,0.25,1.75,0.14285714285714285,1.75,2.5,0.7,1.75,5.0,6.75,1.0,1.25,0.5,2.0,1.5,9.0,6.4,-11.0,,/players/m/morrima02.html,0
ATL,E,Dahntay Jones,4,3,0.75,1,16.775,2.0,4.0,0.5,0.0,0.0,0.0,0.5,0.75,0.6666666666666666,0.75,0.25,1.0,0.5,1.0,0.0,1.0,2.5,4.5,2.3499999999999996,1.0,,/players/j/jonesda02.html,0
PHI,E,Spencer Hawes,3,2,0.6666666666666666,3,30.5,6.333333333333333,11.333333333333334,0.5588235294117646,0.3333333333333333,0.3333333333333333,1.0,3.0,4.0,0.75,2.3333333333333335,8.0,10.333333333333334,5.666666666666667,0.0,3.0,2.0,4.0,16.0,16.7,5.333333333333333,,/players/h/hawessp01.html,0
BOS,E,Jason Terry,3,2,0.6666666666666666,0,23.383333333333336,3.6666666666666665,5.666666666666667,0.6470588235294117,2.0,3.3333333333333335,0.6,1.3333333333333333,2.3333333333333335,0.5714285714285714,0.0,2.0,2.0,4.333333333333333,0.6666666666666666,1.0,1.6666666666666667,1.0,10.666666666666666,10.700000000000001,3.6666666666666665,,/players/t/terryja01.html,0
DEN,W,Danilo Gallinari,3,3,1.0,3,30.161111111111115,3.3333333333333335,10.666666666666666,0.31250000000000006,0.6666666666666666,4.333333333333333,0.15384615384615385,4.666666666666667,4.666666666666667,1.0,0.0,4.0,4.0,1.6666666666666667,2.0,0.0,0.6666666666666666,0.0,12.0,9.566666666666668,10.333333333333334,,/players/g/gallida01.html,0
OKC,W,DeAndre Liggins,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,/players/l/liggide01.html,0
MIN,W,Chase Budinger,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,/players/b/budinch01.html,0
IND,E,Paul George,3,1,0.3333333333333333,3,34.90555555555556,6.0,16.0,0.375,3.0,7.666666666666667,0.3913043478260869,3.3333333333333335,4.333333333333333,0.7692307692307693,1.3333333333333333,8.0,9.333333333333334,5.0,1.3333333333333333,0.3333333333333333,2.3333333333333335,4.333333333333333,18.333333333333332,13.466666666666667,3.6666666666666665,,/players/g/georgpa01.html,0
SAC,W,John Salmons,2,1,0.5,2,30.5,1.5,8.5,0.17647058823529413,1.0,4.0,0.25,0.0,0.0,0.0,0.0,1.0,1.0,3.5,0.0,0.0,0.0,2.0,4.0,0.6000000000000001,7.0,,/players/s/salmojo01.html,0
OKC,W,Kevin Martin,4,3,0.75,0,22.112500000000004,4.25,9.0,0.4722222222222222,1.25,3.5,0.35714285714285715,2.25,2.75,0.8181818181818182,0.0,2.25,2.25,1.5,1.0,0.0,0.75,1.5,12.0,8.575000000000001,1.0,,/players/m/martike02.html,0
