team_id,area,name,game_count,win_count,win_pct,his_win_pct,opp_win_pct,started_count,minutes_played,field_goals,field_goal_attempts,field_goal_pct,three_point_field_goals,three_point_field_goal_attempts,three_point_field_goal_pct,free_throws,free_throw_attempts,free_throw_pct,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,game_score,plus_minus,daily_fantasy_sports_points,var_minutes_played,var_field_goals,var_field_goal_attempts,var_field_goal_pct,var_three_point_field_goals,var_three_point_field_goal_attempts,var_three_point_field_goal_pct,var_free_throws,var_free_throw_attempts,var_free_throw_pct,var_offensive_rebounds,var_defensive_rebounds,var_total_rebounds,var_assists,var_steals,var_blocks,var_turnovers,var_personal_fouls,var_points,var_game_score,var_plus_minus,var_daily_fantasy_sports_points,var_opp_win_pct,uri,is_pow
OKC,W,Andre Roberson,1,1,1.0,0.78,0.489361702128,0,1.01666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.4,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/players/r/roberan03.html,0
ORL,E,Andrew Nicholson,2,2,1.0,0.26,0.783617021277,0,7.11666666667,2.5,4.0,0.625,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.5,0.5,5.0,3.65,-5.5,0.0,1.03361111111,0.25,0.0,0.015625,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.25,1.0,5.5225,20.25,0.0,1.30828429153e-05,/players/n/nichoan01.html,0
UTA,W,Jeremy Evans,2,1,0.5,0.3333333333333333,0.647416413374,0,19.825,2.5,3.5,0.7085,0.0,0.5,0.0,0.5,0.5,0.5,1.0,4.5,5.5,0.5,1.0,0.0,0.5,2.0,5.5,6.15,-8.5,0.0,0.258402777778,0.25,0.25,0.00172225,0.0,0.25,0.0,0.25,0.25,0.25,0.0,2.25,2.25,0.25,0.0,0.0,0.25,0.0,0.25,0.4225,72.25,0.0,0.0057741521235,/players/e/evansje01.html,0
SAC,W,DeMarcus Cousins,3,1,0.3333333333333333,0.3333333333333333,0.459611858928,3,38.9722222222,7.33333333333,18.0,0.396,0.0,0.333333333333,0.0,8.66666666667,11.3333333333,0.783333333333,4.66666666667,8.0,12.6666666667,3.0,1.0,1.66666666667,3.33333333333,3.33333333333,23.3333333333,17.8666666667,3.0,0.0,0.229691358025,10.8888888889,2.0,0.0257926666667,0.0,0.222222222222,0.0,0.222222222222,4.22222222222,0.0106868888889,1.55555555556,12.6666666667,6.22222222222,0.666666666667,0.666666666667,0.222222222222,0.888888888889,0.222222222222,49.5555555556,42.4155555556,40.6666666667,0.0,0.00901576905437,/players/c/couside01.html,0
UTA,W,Derrick Favors,2,1,0.5,0.3333333333333333,0.647416413374,2,26.4333333333,2.0,6.0,0.333,0.0,0.0,0.0,3.0,4.0,0.8335,2.5,4.0,6.5,1.0,0.5,1.5,2.5,2.0,7.0,5.1,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.02772225,2.25,1.0,0.25,0.0,0.25,2.25,2.25,1.0,1.0,7.29,30.25,0.0,0.0057741521235,/players/f/favorde01.html,0
LAL,W,Manny Harris,1,0,0.0,0.3404255319148936,0.489361702128,0,20.3333333333,8.0,11.0,0.727,2.0,3.0,0.667,1.0,2.0,0.5,2.0,6.0,8.0,1.0,1.0,0.0,1.0,1.0,19.0,17.6,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/players/h/harrima01.html,0
CHI,E,Nazr Mohammed,3,2,0.6666666666666666,0.48936170212765956,0.520537825059,0,5.42222222222,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,1.66666666667,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.666666666667,0.0,0.918765432099,0.0,0.222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222222222222,0.888888888889,0.666666666667,0.0,0.0,0.0,0.0,0.666666666667,0.0,0.0266666666667,6.22222222222,0.0,0.0162477592369,/players/m/mohamna01.html,0
LAL,W,Nick Young,2,1,0.5,0.3404255319148936,0.41134751773,0,23.3833333333,2.5,8.5,0.2665,1.5,4.5,0.2145,8.5,9.0,0.9645,0.0,3.0,3.0,2.0,0.0,0.0,2.0,2.0,15.0,9.35,6.5,0.0,37.21,2.25,12.25,0.00442225,2.25,6.25,0.04601025,20.25,25.0,0.00126025,0.0,1.0,1.0,4.0,0.0,0.0,4.0,4.0,81.0,6.0025,42.25,0.0,0.00608621296715,/players/y/youngni01.html,0
UTA,W,Marvin Williams,2,1,0.5,0.3333333333333333,0.647416413374,2,27.9583333333,8.5,15.0,0.5665,5.0,8.0,0.625,0.0,1.0,0.0,1.0,3.0,4.0,1.5,0.0,0.5,0.5,3.5,22.0,15.6,0.0,0.0,0.258402777778,0.25,0.0,0.00112225,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.25,0.0,0.25,0.25,0.25,1.0,0.04,25.0,0.0,0.0057741521235,/players/w/willima02.html,0
DAL,W,Jose Calderon,3,3,1.0,0.5714285714285714,0.404351811647,3,31.8555555556,4.33333333333,11.0,0.374666666667,2.66666666667,5.66666666667,0.440333333333,0.333333333333,0.666666666667,0.166666666667,1.33333333333,2.0,3.33333333333,5.33333333333,0.666666666667,0.0,1.33333333333,0.333333333333,11.6666666667,10.0333333333,5.66666666667,0.0,0.229691358025,4.22222222222,2.66666666667,0.0166995555556,1.55555555556,1.55555555556,0.0189535555556,0.222222222222,0.888888888889,0.0555555555556,0.888888888889,0.666666666667,2.88888888889,1.55555555556,0.888888888889,0.0,0.222222222222,0.222222222222,28.2222222222,49.2288888889,46.2222222222,0.0,0.0110843376669,/players/c/caldejo01.html,0
BOS,E,Kelly Olynyk,4,3,0.75,0.32653061224489793,0.349596088435,0,20.3333333333,2.75,6.25,0.35775,0.5,1.5,0.375,2.0,2.25,0.875,2.75,4.25,7.0,2.25,0.25,0.0,2.0,3.5,8.0,6.25,4.25,0.0,31.5251388889,4.6875,10.6875,0.0567201875,0.25,0.25,0.171875,1.5,1.1875,0.046875,1.6875,4.6875,11.5,3.6875,0.1875,0.0,0.5,1.25,24.5,46.5275,96.6875,0.0,0.019409806732,/players/o/olynyke01.html,0
CLE,E,Tyler Zeller,3,2,0.6666666666666666,0.3333333333333333,0.468085106383,0,15.25,1.0,2.66666666667,0.277666666667,0.0,0.0,0.0,2.33333333333,2.66666666667,0.5,2.0,2.33333333333,4.33333333333,0.0,0.333333333333,0.333333333333,0.0,2.66666666667,4.33333333333,4.33333333333,1.66666666667,0.0,62.7057407407,0.666666666667,6.22222222222,0.0431975555556,0.0,0.0,0.0,6.88888888889,6.22222222222,0.166666666667,2.0,4.22222222222,10.8888888889,0.0,0.222222222222,0.222222222222,0.0,2.88888888889,10.8888888889,21.3422222222,160.222222222,0.0,0.00845027916101,/players/z/zellety01.html,0
BOS,E,Joel Anthony,1,1,1.0,0.32653061224489793,0.333333333333,0,7.11666666667,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,3.8,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/players/a/anthojo01.html,0
DEN,W,Timofey Mozgov,4,1,0.25,0.5,0.443705673759,0,18.3,1.5,3.5,0.29175,0.0,0.0,0.0,1.0,1.5,0.3125,0.75,1.75,2.5,1.0,0.25,0.75,1.25,3.5,4.0,1.825,-7.75,0.0,25.3234722222,2.75,8.25,0.0886041875,0.0,0.0,0.0,1.5,2.75,0.10546875,0.6875,0.1875,1.25,1.5,0.1875,0.6875,1.1875,0.25,10.5,10.726875,131.1875,0.0,0.0468752947223,/players/m/mozgoti01.html,0
POR,W,Nicolas Batum,3,2,0.6666666666666666,0.7083333333333334,0.557476359338,3,38.6333333333,5.33333333333,11.3333333333,0.422666666667,0.666666666667,4.0,0.133333333333,1.66666666667,2.0,0.583333333333,1.66666666667,5.33333333333,7.0,3.66666666667,1.33333333333,0.666666666667,4.0,2.66666666667,13.0,9.13333333333,-2.33333333333,0.0,21.3612962963,10.8888888889,6.22222222222,0.0477108888889,0.888888888889,0.666666666667,0.0355555555556,1.55555555556,2.66666666667,0.180555555556,1.55555555556,1.55555555556,4.66666666667,0.222222222222,0.222222222222,0.888888888889,0.0,0.222222222222,44.6666666667,28.6955555556,30.8888888889,0.0,0.0278522224597,/players/b/batumni01.html,0
DET,E,Greg Monroe,4,3,0.75,0.40425531914893614,0.486422101449,4,32.025,6.0,9.75,0.617,0.0,0.0,0.0,1.25,1.5,0.625,1.5,5.25,6.75,2.25,1.5,0.0,2.25,3.0,13.25,10.975,0.25,0.0,6.976875,0.5,0.6875,0.0045735,0.0,0.0,0.0,0.6875,0.75,0.171875,2.75,0.6875,4.6875,1.6875,0.25,0.0,0.6875,3.5,1.6875,15.226875,165.6875,0.0,0.0278175707408,/players/m/monrogr01.html,0
CHA,E,Gerald Henderson,2,1,0.5,0.42857142857142855,0.666666666667,2,36.6,8.0,18.0,0.446,1.0,3.0,0.2,3.0,5.0,0.5625,0.5,6.0,6.5,5.0,1.0,0.0,3.5,3.0,20.0,11.75,4.5,0.0,1.03361111111,0.0,1.0,0.000625,1.0,4.0,0.04,4.0,9.0,0.00390625,0.25,4.0,2.25,1.0,0.0,0.0,0.25,1.0,9.0,0.7225,6.25,0.0,0.00390625,/players/h/hendege02.html,0
BRK,E,Jason Terry,2,1,0.5,0.45652173913043476,0.414893617021,0,22.875,3.0,8.0,0.2725,3.0,7.0,0.3335,0.5,1.0,0.25,0.0,1.0,1.0,3.5,2.0,0.0,0.5,1.0,9.5,8.75,5.5,0.0,2.325625,9.0,9.0,0.07425625,9.0,4.0,0.11122225,0.25,1.0,0.0625,0.0,0.0,0.0,2.25,0.0,0.0,0.25,1.0,72.25,46.9225,30.25,0.0,0.000113173381621,/players/t/terryja01.html,0
