team_id,area,name,game_count,win_count,win_pct,his_win_pct,opp_win_pct,started_count,minutes_played,field_goals,field_goal_attempts,field_goal_pct,three_point_field_goals,three_point_field_goal_attempts,three_point_field_goal_pct,free_throws,free_throw_attempts,free_throw_pct,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,game_score,plus_minus,daily_fantasy_sports_points,uri,is_pow
MEM,W,Isaac Austin,2,0,0.0,0.1111111111111111,0.602272727273,0,9.15,1.0,2.0,0.6665,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.5,0.0,1.0,2.5,2.0,0.5,5.5,0.0,/players/a/austiis01.html,0
MIN,W,Chauncey Billups,3,2,0.6666666666666666,0.8888888888888888,0.484848484848,0,13.8944444444,1.33333333333,5.0,0.261,1.0,2.33333333333,0.444333333333,0.0,0.0,0.0,0.0,1.66666666667,1.66666666667,1.33333333333,0.333333333333,0.333333333333,0.333333333333,1.66666666667,3.66666666667,1.7,-5.66666666667,0.0,/players/b/billuch01.html,0
SAS,W,Bruce Bowen,3,2,0.6666666666666666,0.7777777777777778,0.584175084175,3,23.0444444444,3.0,8.66666666667,0.343333333333,0.666666666667,3.33333333333,0.166666666667,0.666666666667,0.666666666667,0.333333333333,1.0,2.0,3.0,0.666666666667,0.666666666667,0.666666666667,1.33333333333,1.66666666667,7.33333333333,3.36666666667,0.0,0.0,/players/b/bowenbr01.html,0
PHI,E,Speedy Claxton,3,2,0.6666666666666666,0.5,0.522727272727,0,25.7555555556,1.66666666667,3.0,0.555666666667,0.0,0.333333333333,0.0,1.33333333333,1.33333333333,0.666666666667,0.0,1.33333333333,1.33333333333,2.33333333333,1.0,0.333333333333,1.66666666667,2.0,4.66666666667,4.03333333333,1.66666666667,0.0,/players/c/claxtsp01.html,0
GSW,W,Adonal Foyle,3,1,0.3333333333333333,0.5454545454545454,0.676767676768,0,17.6222222222,2.33333333333,5.66666666667,0.433333333333,0.0,0.0,0.0,0.0,0.666666666667,0.0,1.33333333333,1.0,2.33333333333,0.666666666667,0.666666666667,0.333333333333,1.33333333333,2.0,4.66666666667,1.83333333333,-8.66666666667,0.0,/players/f/foylead01.html,0
MIN,W,Gary Trent,3,2,0.6666666666666666,0.8888888888888888,0.484848484848,0,11.5222222222,0.333333333333,3.0,0.333333333333,0.0,0.0,0.0,0.666666666667,2.0,0.25,1.33333333333,2.0,3.33333333333,0.666666666667,0.0,0.0,0.666666666667,2.66666666667,1.33333333333,-0.9,-0.666666666667,0.0,/players/t/trentga01.html,0
MIN,W,Felipe Lopez,2,1,0.5,0.8888888888888888,0.616161616162,0,3.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.15,-2.5,0.0,/players/l/lopezfe01.html,0
TOR,E,Dell Curry,4,2,0.5,0.6363636363636364,0.683035714286,0,10.9291666667,2.25,4.75,0.27875,0.5,2.0,0.08325,0.0,0.0,0.0,0.25,0.0,0.25,1.25,1.0,0.0,0.75,0.25,5.0,3.775,0.25,0.0,/players/c/curryde01.html,0
PHI,E,Dikembe Mutombo,3,2,0.6666666666666666,0.5,0.522727272727,3,40.6666666667,3.33333333333,8.0,0.416666666667,0.0,0.0,0.0,4.33333333333,5.33333333333,0.863,3.33333333333,11.3333333333,14.6666666667,1.0,0.0,3.33333333333,1.66666666667,3.33333333333,11.0,12.1,1.0,0.0,/players/m/mutomdi01.html,0
SAC,W,Mateen Cleaves,1,1,1.0,0.7,0.6,0,6.1,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,7.0,0.0,/players/c/cleavma01.html,0
