team_id,area,name,game_count,win_count,win_pct,his_win_pct,opp_win_pct,started_count,minutes_played,field_goals,field_goal_attempts,field_goal_pct,three_point_field_goals,three_point_field_goal_attempts,three_point_field_goal_pct,free_throws,free_throw_attempts,free_throw_pct,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,game_score,plus_minus,daily_fantasy_sports_points,uri,is_pow
LAL,W,Stanislav Medvedenko,3,0,0.0,0.4520547945205479,0.653905960755,0,13.2166666667,3.33333333333,6.0,0.557,0.0,0.0,0.0,1.66666666667,2.0,0.277666666667,1.66666666667,1.33333333333,3.0,0.666666666667,0.333333333333,0.0,0.0,1.66666666667,8.33333333333,7.03333333333,3.0,0.0,/players/m/medvest01.html,0
CHA,E,Jason Kapono,4,0,0.0,0.20833333333333334,0.473025679789,0,10.4208333333,1.0,3.75,0.33325,0.75,1.75,0.41675,0.5,0.5,0.25,0.5,0.5,1.0,0.5,0.25,0.0,0.5,1.25,3.25,1.125,0.25,0.0,/players/k/kaponja01.html,0
GSW,W,Adonal Foyle,4,3,0.75,0.3835616438356164,0.608694310749,4,34.3125,4.5,8.25,0.55225,0.0,0.0,0.0,0.75,1.25,0.5,6.0,5.25,11.25,3.25,0.75,2.75,0.5,3.75,9.75,14.3,2.0,0.0,/players/f/foylead01.html,0
MEM,W,Mike Miller,4,3,0.75,0.5694444444444444,0.482994981283,4,33.2958333333,7.0,14.0,0.48225,3.0,7.25,0.3645,1.75,2.5,0.33325,0.0,4.0,4.0,1.0,1.25,0.25,1.75,2.75,18.75,11.925,10.75,0.0,/players/m/millemi01.html,0
UTA,W,Jarron Collins,4,2,0.5,0.3055555555555556,0.441926087046,2,24.9083333333,1.25,4.25,0.30825,0.0,0.0,0.0,1.5,1.5,0.5,1.75,2.25,4.0,2.0,0.0,0.0,1.25,2.75,4.0,2.475,-3.5,0.0,/players/c/collija03.html,0
CLE,E,Eric Snow,4,1,0.25,0.5277777777777778,0.469365769879,1,23.8916666667,1.25,5.0,0.25825,0.0,0.0,0.0,0.5,0.75,0.375,0.75,1.25,2.0,3.25,0.75,0.25,0.75,2.25,3.0,2.35,4.5,0.0,/players/s/snower01.html,0
MIL,E,Desmond Mason,3,1,0.3333333333333333,0.3835616438356164,0.423452562151,3,33.55,6.0,16.0,0.411666666667,0.0,0.0,0.0,6.66666666667,8.0,0.582,0.333333333333,1.0,1.33333333333,2.0,0.666666666667,0.0,2.33333333333,2.33333333333,18.6666666667,8.66666666667,-3.66666666667,0.0,/players/m/masonde01.html,0
LAC,W,Rick Brunson,3,1,0.3333333333333333,0.44594594594594594,0.562595129376,0,22.0277777778,1.66666666667,5.33333333333,0.288,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,2.33333333333,2.66666666667,2.33333333333,0.666666666667,0.0,1.66666666667,0.666666666667,4.0,2.23333333333,0.333333333333,0.0,/players/b/brunsri01.html,0
ORL,E,Tony Battie,3,0,0.0,0.4794520547945205,0.623604769153,2,27.7888888889,4.0,6.66666666667,0.534666666667,0.0,0.666666666667,0.0,0.0,0.666666666667,0.0,1.33333333333,4.66666666667,6.0,1.0,0.333333333333,2.0,0.333333333333,2.0,8.0,8.3,-3.66666666667,0.0,/players/b/battito01.html,0
DET,E,Antonio McDyess,3,3,1.0,0.6301369863013698,0.597379914161,0,24.7388888889,5.33333333333,9.33333333333,0.566666666667,0.0,0.0,0.0,1.66666666667,2.0,0.277666666667,1.66666666667,4.66666666667,6.33333333333,1.33333333333,0.333333333333,0.0,2.0,2.33333333333,12.3333333333,8.7,-4.0,0.0,/players/m/mcdyean01.html,0
