name,ranker,game_season,date_game,age,team_id,game_location,opp_id,game_result,college_name,games_started,minutes_played,field_goals,field_goal_attempts,field_goal_pct,three_point_field_goals,three_point_field_goal_attempts,three_point_field_goal_pct,free_throws,free_throw_attempts,free_throw_pct,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,game_score,plus_minus,daily_fantasy_sports_points,uri
Marcus Thornton,17,17,2012-02-06,24-246,SAC,@,NOH,W (+8),,1,39:17,3,12,.250,2,8,.250,4,5,.800,0,3,3,3,1,0,1,2,12,6.6,+10,,/players/t/thornma01.html
Marcus Thornton,18,18,2012-02-07,24-247,SAC,@,MIN,L (-2),,1,31:01,7,16,.438,3,7,.429,5,7,.714,1,3,4,1,0,0,1,2,22,13.3,-13,,/players/t/thornma01.html
Marcus Thornton,19,19,2012-02-09,24-249,SAC,,OKC,W (+5),,1,32:44,6,16,.375,3,5,.600,0,0,,2,3,5,3,2,1,4,6,15,6.9,0,,/players/t/thornma01.html
Marcus Thornton,20,20,2012-02-11,24-251,SAC,,PHO,L (-14),,1,39:15,8,13,.615,4,6,.667,1,1,1.000,0,2,2,2,2,0,3,5,21,14.1,-13,,/players/t/thornma01.html
Marcus Thornton,21,21,2012-02-14,24-254,SAC,@,CHI,L (-6),,1,38:40,9,19,.474,3,6,.500,2,2,1.000,2,0,2,2,1,0,1,3,23,14.9,+6,,/players/t/thornma01.html
Marcus Thornton,22,22,2012-02-15,24-255,SAC,@,NYK,L (-15),,1,23:22,5,14,.357,1,4,.250,2,2,1.000,3,0,3,2,0,0,1,1,13,7.3,-19,,/players/t/thornma01.html
Marcus Thornton,23,23,2012-02-17,24-257,SAC,@,DET,L (-6),,1,38:42,8,17,.471,2,6,.333,6,6,1.000,1,3,4,1,3,0,2,3,24,17.4,-2,,/players/t/thornma01.html
Marcus Thornton,24,24,2012-02-19,24-259,SAC,@,CLE,L (-1),,1,45:25,8,20,.400,1,6,.167,4,5,.800,1,9,10,2,1,2,3,2,21,13.2,+7,,/players/t/thornma01.html
Marcus Thornton,25,25,2012-02-21,24-261,SAC,@,MIA,L (-12),,1,42:19,9,16,.563,4,10,.400,1,2,.500,2,1,3,3,3,1,2,0,23,20.5,-11,,/players/t/thornma01.html
Marcus Thornton,26,26,2012-02-22,24-262,SAC,@,WAS,W (+8),,1,36:00,8,18,.444,2,6,.333,4,4,1.000,4,0,4,3,3,0,0,1,22,20.1,+11,,/players/t/thornma01.html
Marcus Thornton,27,27,2012-02-28,24-268,SAC,,UTA,W (+7),,1,28:43,7,14,.500,0,4,.000,7,8,.875,0,3,3,1,0,0,0,1,21,14.8,+4,,/players/t/thornma01.html
Marcus Thornton,28,28,2012-03-01,24-270,SAC,,LAC,L (-8),,1,33:11,8,15,.533,1,4,.250,1,1,1.000,1,2,3,0,0,0,1,2,18,10.2,-14,,/players/t/thornma01.html
Marcus Thornton,29,29,2012-03-02,24-271,SAC,@,LAL,L (-8),,1,25:08,5,11,.455,2,4,.500,3,3,1.000,1,2,3,2,1,0,0,3,15,11.8,-16,,/players/t/thornma01.html
Marcus Thornton,30,30,2012-03-04,24-273,SAC,@,PHO,L (-8),,1,34:52,9,22,.409,1,4,.250,2,3,.667,3,2,5,1,0,1,1,3,21,10.7,-11,,/players/t/thornma01.html
Marcus Thornton,31,31,2012-03-05,24-274,SAC,@,DEN,L (-3),,1,35:50,10,18,.556,6,9,.667,1,2,.500,2,2,4,1,1,0,0,6,27,19.3,-5,,/players/t/thornma01.html
Marcus Thornton,32,32,2012-03-07,24-276,SAC,,NOH,W (+1),,1,35:30,9,21,.429,2,8,.250,5,7,.714,2,2,4,1,4,1,0,2,25,19.7,+3,,/players/t/thornma01.html
Marcus Thornton,33,33,2012-03-09,24-278,SAC,,DAL,W (+13),,1,29:28,6,9,.667,1,3,.333,4,4,1.000,2,0,2,2,0,0,0,0,17,15.9,+19,,/players/t/thornma01.html
Marcus Thornton,34,34,2012-03-11,24-280,SAC,,ATL,L (-7),,1,29:38,4,11,.364,2,7,.286,2,2,1.000,3,1,4,0,1,0,3,0,12,6.3,-8,,/players/t/thornma01.html
Marcus Thornton,35,35,2012-03-13,24-282,SAC,,GSW,L (-26),,1,32:33,4,13,.308,1,5,.200,0,0,,1,1,2,3,0,0,1,2,9,2.8,-22,,/players/t/thornma01.html
Marcus Thornton,36,36,2012-03-14,24-283,SAC,,DET,L (-12),,1,33:46,3,9,.333,2,4,.500,1,1,1.000,1,4,5,6,1,0,0,2,9,10.2,-6,,/players/t/thornma01.html
Marcus Thornton,37,37,2012-03-16,24-285,SAC,,BOS,W (+25),,1,44:56,13,24,.542,5,10,.500,5,6,.833,1,3,4,4,5,0,1,3,36,31.2,+29,,/players/t/thornma01.html
Marcus Thornton,38,38,2012-03-18,24-287,SAC,,MIN,W (+16),,1,39:22,8,20,.400,2,8,.250,6,6,1.000,0,5,5,4,4,0,1,2,24,19.7,+13,,/players/t/thornma01.html
Marcus Thornton,39,39,2012-03-20,24-289,SAC,,MEM,W (+9),,1,42:22,12,22,.545,3,8,.375,4,6,.667,3,4,7,6,3,0,1,1,31,28.7,+5,,/players/t/thornma01.html
Marcus Thornton,40,40,2012-03-22,24-291,SAC,,UTA,L (-1),,1,32:15,7,18,.389,1,5,.200,1,2,.500,2,0,2,2,0,0,2,2,16,5.8,-11,,/players/t/thornma01.html
Marcus Thornton,41,41,2012-03-24,24-293,SAC,@,GSW,L (-3),,1,32:30,6,15,.400,1,5,.200,3,4,.750,5,0,5,2,0,0,2,3,16,9.2,-6,,/players/t/thornma01.html
Marcus Thornton,42,42,2012-03-26,24-295,SAC,@,HOU,L (-7),,1,46:56,9,22,.409,3,7,.429,6,6,1.000,3,0,3,2,2,0,2,4,27,17.1,-2,,/players/t/thornma01.html
Marcus Thornton,43,43,2012-03-28,24-297,SAC,,SAS,L (-5),,1,35:42,8,16,.500,2,5,.400,0,0,,1,1,2,0,1,1,2,1,18,10.3,-3,,/players/t/thornma01.html
Marcus Thornton,44,44,2012-03-30,24-299,SAC,@,UTA,W (+1),,1,37:21,10,20,.500,3,7,.429,3,3,1.000,3,3,6,1,1,0,1,4,26,18.1,+1,,/players/t/thornma01.html
Marcus Thornton,45,45,2012-03-31,24-300,SAC,,NJN,L (-12),,1,32:19,5,11,.455,1,4,.250,2,2,1.000,4,4,8,1,0,0,2,2,13,9.2,-2,,/players/t/thornma01.html
Marcus Thornton,46,46,2012-04-02,24-302,SAC,,MIN,W (+8),,1,8:15,2,4,.500,0,2,.000,0,0,,0,2,2,1,1,0,0,1,4,3.9,-5,,/players/t/thornma01.html
Marcus Thornton,47,47,2012-04-10,24-310,SAC,@,DAL,L (-10),,1,37:59,7,16,.438,2,6,.333,0,0,,1,0,1,0,1,0,4,1,16,4.9,-8,,/players/t/thornma01.html
Marcus Thornton,48,48,2012-04-11,24-311,SAC,@,NOH,L (-9),,1,39:14,9,19,.474,3,9,.333,4,4,1.000,2,2,4,2,3,0,2,2,25,18.9,-16,,/players/t/thornma01.html
Marcus Thornton,49,49,2012-04-13,24-313,SAC,@,OKC,L (-26),,1,28:04,5,14,.357,2,6,.333,0,0,,2,1,3,2,2,1,2,1,12,7.6,-13,,/players/t/thornma01.html
Marcus Thornton,50,50,2012-04-15,24-315,SAC,,POR,W (+1),,1,37:47,9,18,.500,2,7,.286,0,0,,1,4,5,1,0,1,1,0,20,13.3,+7,,/players/t/thornma01.html
Marcus Thornton,51,51,2012-04-18,24-318,SAC,,SAS,L (-25),,1,28:40,9,16,.563,2,7,.286,0,0,,3,0,3,0,0,0,1,1,20,13.1,-14,,/players/t/thornma01.html
Baron Davis,1,1,2012-02-20,32-313,NYK,,NJN,L (-8),,0,9:40,1,2,.500,1,1,1.000,0,0,,0,0,0,1,0,0,1,2,3,0.9,-12,,/players/d/davisba01.html
Baron Davis,2,2,2012-02-22,32-315,NYK,,ATL,W (+17),,0,13:56,0,3,.000,0,2,.000,1,2,.500,0,1,1,6,2,0,5,2,1,-0.8,+6,,/players/d/davisba01.html
Baron Davis,3,3,2012-02-23,32-316,NYK,@,MIA,L (-14),,0,13:41,0,7,.000,0,4,.000,0,0,,0,0,0,3,0,1,1,0,0,-3.1,+5,,/players/d/davisba01.html
Baron Davis,4,4,2012-02-29,32-322,NYK,,CLE,W (+17),,0,14:38,2,4,.500,0,1,.000,0,0,,0,2,2,8,1,0,0,0,4,9.2,+4,,/players/d/davisba01.html
Baron Davis,5,5,2012-03-04,32-326,NYK,@,BOS,L (-4),,0,20:35,3,5,.600,2,3,.667,0,0,,0,2,2,7,1,0,6,2,8,5.4,+10,,/players/d/davisba01.html
Baron Davis,6,6,2012-03-06,32-328,NYK,@,DAL,L (-10),,0,14:57,3,10,.300,0,5,.000,0,0,,0,2,2,3,0,0,1,3,6,0.7,+1,,/players/d/davisba01.html
Baron Davis,7,7,2012-03-07,32-329,NYK,@,SAS,L (-13),,0,22:03,0,7,.000,0,4,.000,0,0,,1,0,1,8,3,0,2,3,0,1.2,+3,,/players/d/davisba01.html
Baron Davis,8,8,2012-03-09,32-331,NYK,@,MIL,L (-5),,0,30:51,4,10,.400,1,3,.333,0,0,,0,5,5,9,2,0,1,3,9,11.2,-2,,/players/d/davisba01.html
Baron Davis,9,9,2012-03-11,32-333,NYK,,PHI,L (-12),,0,13:27,3,5,.600,2,2,1.000,0,0,,2,1,3,3,0,0,3,4,8,4.9,-16,,/players/d/davisba01.html
Baron Davis,10,10,2012-03-12,32-334,NYK,@,CHI,L (-5),,0,18:25,3,6,.500,0,2,.000,1,2,.500,0,3,3,4,1,1,2,2,7,6.2,-1,,/players/d/davisba01.html
Baron Davis,11,11,2012-03-14,32-336,NYK,,POR,W (+42),,0,17:59,1,4,.250,0,2,.000,2,2,1.000,2,0,2,10,1,0,1,2,4,9.2,+13,,/players/d/davisba01.html
Baron Davis,12,12,2012-03-16,32-338,NYK,,IND,W (+15),,0,6:56,3,3,1.000,1,1,1.000,0,0,,0,1,1,1,1,0,0,0,7,8.1,+6,,/players/d/davisba01.html
Baron Davis,13,13,2012-03-21,32-343,NYK,@,PHI,W (+3),,0,12:07,2,7,.286,1,3,.333,0,0,,1,0,1,1,2,0,3,3,5,0.1,-5,,/players/d/davisba01.html
Baron Davis,14,14,2012-03-23,32-345,NYK,@,TOR,L (-17),,0,21:56,2,5,.400,0,1,.000,1,1,1.000,0,1,1,8,2,0,4,5,5,4.2,-1,,/players/d/davisba01.html
Baron Davis,15,15,2012-03-24,32-346,NYK,,DET,W (+22),,0,18:38,2,5,.400,1,3,.333,0,0,,0,1,1,2,2,1,4,3,5,1.5,+7,,/players/d/davisba01.html
Baron Davis,16,16,2012-03-26,32-348,NYK,,MIL,W (+9),,1,33:58,3,12,.250,1,5,.200,6,6,1.000,2,3,5,7,1,0,9,1,13,4.6,+16,,/players/d/davisba01.html
Baron Davis,17,17,2012-03-28,32-350,NYK,,ORL,W (+22),,1,25:01,4,7,.571,1,3,.333,2,2,1.000,3,4,7,6,1,0,2,3,11,13.0,+32,,/players/d/davisba01.html
Baron Davis,18,18,2012-03-30,32-352,NYK,@,ATL,L (-10),,1,23:59,2,8,.250,0,2,.000,0,0,,1,1,2,4,1,0,4,2,4,-0.8,-11,,/players/d/davisba01.html
Baron Davis,19,19,2012-03-31,32-353,NYK,,CLE,W (+16),,1,29:15,2,6,.333,2,4,.500,0,0,,1,3,4,5,0,0,1,1,6,6.3,+6,,/players/d/davisba01.html
Baron Davis,20,20,2012-04-03,32-356,NYK,@,IND,L (-8),,1,29:12,2,8,.250,1,3,.333,1,1,1.000,0,3,3,3,0,0,0,4,6,2.6,-8,,/players/d/davisba01.html
Baron Davis,21,21,2012-04-05,32-358,NYK,@,ORL,W (+16),,1,19:20,2,6,.333,1,3,.333,0,0,,0,3,3,5,2,0,1,0,5,7.0,-5,,/players/d/davisba01.html
Baron Davis,22,22,2012-04-08,32-361,NYK,,CHI,W (+1),,1,21:08,1,7,.143,0,4,.000,0,2,.000,0,0,0,4,2,0,1,3,2,-0.7,-6,,/players/d/davisba01.html
Baron Davis,23,23,2012-04-10,32-363,NYK,@,CHI,L (-12),,1,26:05,3,6,.500,2,4,.500,0,0,,0,1,1,6,1,0,4,2,8,5.7,-1,,/players/d/davisba01.html
Baron Davis,24,24,2012-04-11,32-364,NYK,@,MIL,W (+4),,1,19:17,2,4,.500,0,1,.000,1,2,.500,0,1,1,3,2,0,5,2,5,1.2,+15,,/players/d/davisba01.html
Baron Davis,25,25,2012-04-13,33-000,NYK,,WAS,W (+38),,1,22:50,7,9,.778,4,5,.800,0,0,,0,1,1,2,2,0,3,0,18,15.2,+16,,/players/d/davisba01.html
Baron Davis,26,26,2012-04-15,33-002,NYK,,MIA,L (-8),,1,26:29,1,6,.167,0,3,.000,1,4,.250,0,1,1,4,1,0,5,3,3,-4.1,-13,,/players/d/davisba01.html
Baron Davis,27,27,2012-04-17,33-004,NYK,,BOS,W (+8),,1,18:24,0,3,.000,0,2,.000,0,0,,0,2,2,1,0,0,2,1,0,-3.2,-9,,/players/d/davisba01.html
Baron Davis,28,28,2012-04-22,33-009,NYK,@,ATL,W (+1),,1,31:21,5,9,.556,3,4,.750,0,0,,0,1,1,10,2,0,4,5,13,12.0,-1,,/players/d/davisba01.html
Baron Davis,29,29,2012-04-25,33-012,NYK,,LAC,W (+6),,1,18:42,5,10,.500,2,5,.400,0,0,,0,0,0,1,1,0,1,0,12,7.7,-9,,/players/d/davisba01.html
Jeff Foster,1,1,2012-01-06,34-355,IND,@,BOS,W (+13),,0,14:51,2,2,1.000,0,0,,0,0,,3,1,4,2,0,0,0,4,4,5.6,+13,,/players/f/fosteje01.html
Jeff Foster,2,2,2012-01-07,34-356,IND,,CHA,W (+22),,0,12:36,1,1,1.000,0,0,,0,0,,3,4,7,1,0,0,2,1,2,3.3,+11,,/players/f/fosteje01.html
Jeff Foster,3,3,2012-01-09,34-358,IND,@,PHI,L (-10),,0,13:58,1,1,1.000,0,0,,1,2,.500,1,3,4,0,2,0,0,2,3,5.1,-2,,/players/f/fosteje01.html
Jeff Foster,4,4,2012-01-11,34-360,IND,,ATL,W (+12),,0,14:28,1,1,1.000,1,1,1.000,0,0,,2,2,4,1,1,1,1,5,3,4.1,+13,,/players/f/fosteje01.html
Jeff Foster,5,5,2012-01-14,34-363,IND,,BOS,W (+14),,0,16:46,1,6,.167,0,0,,1,1,1.000,2,2,4,0,3,0,1,1,3,2.8,+8,,/players/f/fosteje01.html
Jeff Foster,6,6,2012-02-10,35-025,IND,@,MEM,L (-6),,0,12:42,2,3,.667,0,0,,2,2,1.000,2,5,7,0,0,0,0,4,6,6.0,-2,,/players/f/fosteje01.html
Jeff Foster,7,7,2012-02-14,35-029,IND,,MIA,L (-15),,0,8:00,0,1,.000,0,0,,0,0,,1,1,2,0,0,0,2,2,0,-2.5,-16,,/players/f/fosteje01.html
Jeff Foster,8,8,2012-02-16,35-031,IND,,NJN,W (+5),,0,17:50,1,1,1.000,0,0,,2,2,1.000,2,2,4,0,0,0,0,2,4,4.9,+9,,/players/f/fosteje01.html
Jeff Foster,9,9,2012-02-19,35-034,IND,,CHA,W (+35),,0,5:40,0,1,.000,0,0,,0,0,,2,0,2,0,0,0,0,1,0,0.3,-10,,/players/f/fosteje01.html
Jeff Foster,10,10,2012-02-21,35-036,IND,,NOH,W (+9),,0,12:25,0,0,,0,0,,0,2,.000,0,3,3,0,1,0,0,3,0,-0.1,-6,,/players/f/fosteje01.html
Jeff Foster,11,11,2012-02-28,35-043,IND,,GSW,W (+24),,0,11:44,0,1,.000,0,0,,0,0,,0,1,1,0,1,0,1,1,0,-0.8,+1,,/players/f/fosteje01.html
Thabo Sefolosha,1,1,2011-12-25,27-237,OKC,,ORL,W (+8),,1,20:54,3,5,.600,2,2,1.000,0,0,,0,3,3,0,0,0,0,1,8,6.2,-3,,/players/s/sefolth01.html
Thabo Sefolosha,2,2,2011-12-26,27-238,OKC,@,MIN,W (+4),,1,24:51,0,2,.000,0,1,.000,4,4,1.000,0,5,5,0,0,1,0,4,4,3.2,+12,,/players/s/sefolth01.html
Thabo Sefolosha,3,3,2011-12-28,27-240,OKC,@,MEM,W (+3),,1,23:35,2,3,.667,1,2,.500,3,3,1.000,1,1,2,0,1,0,0,1,8,8.3,+1,,/players/s/sefolth01.html
Thabo Sefolosha,4,4,2011-12-29,27-241,OKC,,DAL,W (+2),,1,13:20,0,0,,0,0,,0,0,,0,0,0,2,1,1,1,2,0,1.3,-19,,/players/s/sefolth01.html
Thabo Sefolosha,5,5,2011-12-31,27-243,OKC,,PHO,W (+10),,1,21:45,4,7,.571,2,3,.667,2,2,1.000,0,1,1,1,1,1,1,2,12,9.6,+9,,/players/s/sefolth01.html
Thabo Sefolosha,6,6,2012-01-02,27-245,OKC,@,DAL,L (-13),,1,8:17,0,1,.000,0,1,.000,0,0,,0,1,1,1,0,0,0,0,0,0.3,+2,,/players/s/sefolth01.html
Thabo Sefolosha,7,7,2012-01-06,27-249,OKC,,HOU,W (+15),,1,20:14,0,3,.000,0,1,.000,0,0,,0,3,3,1,0,0,0,1,0,-0.9,+13,,/players/s/sefolth01.html
Thabo Sefolosha,8,8,2012-01-07,27-250,OKC,@,HOU,W (+3),,1,16:58,1,3,.333,0,1,.000,0,1,.000,0,2,2,1,0,0,1,3,2,-1.0,-7,,/players/s/sefolth01.html
Thabo Sefolosha,9,9,2012-01-08,27-251,OKC,,SAS,W (+12),,1,23:20,3,5,.600,2,2,1.000,1,1,1.000,1,1,2,1,3,1,1,2,9,10.3,+13,,/players/s/sefolth01.html
Thabo Sefolosha,10,10,2012-01-10,27-253,OKC,@,MEM,W (+5),,1,22:24,4,4,1.000,3,3,1.000,1,2,.500,1,1,2,0,1,0,1,2,12,10.6,-1,,/players/s/sefolth01.html
Thabo Sefolosha,11,11,2012-01-11,27-254,OKC,@,NOH,W (+10),,1,20:35,1,2,.500,0,1,.000,1,2,.500,0,2,2,1,0,0,0,1,3,2.5,+3,,/players/s/sefolth01.html
Thabo Sefolosha,12,12,2012-01-14,27-257,OKC,,NYK,W (+12),,1,19:21,0,2,.000,0,1,.000,2,2,1.000,0,2,2,0,2,1,2,2,2,1.1,+4,,/players/s/sefolth01.html
Thabo Sefolosha,13,13,2012-01-16,27-259,OKC,@,BOS,W (+9),,1,34:25,7,9,.778,2,2,1.000,3,3,1.000,1,4,5,1,4,0,1,2,19,20.3,+9,,/players/s/sefolth01.html
Thabo Sefolosha,14,14,2012-01-18,27-261,OKC,@,WAS,L (-3),,1,20:12,1,3,.333,0,1,.000,0,0,,1,3,4,1,1,1,1,3,2,2.1,+13,,/players/s/sefolth01.html
Thabo Sefolosha,15,15,2012-01-21,27-264,OKC,@,NJN,W (+10),,1,32:58,0,2,.000,0,0,,2,2,1.000,2,6,8,2,1,0,2,2,2,3.4,+7,,/players/s/sefolth01.html
Thabo Sefolosha,16,16,2012-01-23,27-266,OKC,,DET,W (+20),,1,18:46,1,4,.250,0,1,.000,0,0,,0,3,3,3,0,2,0,2,2,3.2,-1,,/players/s/sefolth01.html
Thabo Sefolosha,17,17,2012-01-25,27-268,OKC,,NOH,W (+10),,1,23:03,1,6,.167,1,4,.250,2,2,1.000,0,2,2,0,1,0,2,0,5,0.8,+4,,/players/s/sefolth01.html
Thabo Sefolosha,18,18,2012-01-27,27-270,OKC,@,GSW,W (+11),,1,11:23,1,3,.333,0,1,.000,2,2,1.000,0,1,1,1,0,0,0,1,4,2.9,+10,,/players/s/sefolth01.html
Thabo Sefolosha,19,19,2012-03-15,27-318,OKC,@,DEN,W (+13),,1,12:27,1,4,.250,1,3,.333,0,0,,0,0,0,1,0,0,0,0,3,1.3,+15,,/players/s/sefolth01.html
Thabo Sefolosha,20,20,2012-03-16,27-319,OKC,,SAS,L (-9),,1,14:32,2,4,.500,1,1,1.000,0,0,,1,0,1,2,0,0,1,0,5,4.1,-4,,/players/s/sefolth01.html
Thabo Sefolosha,21,21,2012-03-18,27-321,OKC,,POR,W (+16),,1,15:02,4,5,.800,3,3,1.000,0,0,,1,4,5,2,0,0,2,0,11,10.4,+4,,/players/s/sefolth01.html
Thabo Sefolosha,22,22,2012-03-20,27-323,OKC,@,UTA,L (-7),,1,14:59,0,1,.000,0,0,,1,2,.500,0,1,1,1,1,0,1,1,1,0.5,+4,,/players/s/sefolth01.html
Thabo Sefolosha,23,23,2012-03-21,27-324,OKC,,LAC,W (+23),,1,15:13,1,2,.500,1,2,.500,2,2,1.000,1,2,3,1,1,2,0,1,5,8.0,+5,,/players/s/sefolth01.html
Thabo Sefolosha,24,24,2012-03-23,27-326,OKC,,MIN,W (+9),,1,19:24,0,3,.000,0,1,.000,0,0,,0,3,3,0,0,1,0,2,0,-1.3,+12,,/players/s/sefolth01.html
Thabo Sefolosha,25,25,2012-03-25,27-328,OKC,,MIA,W (+16),,1,20:18,0,3,.000,0,0,,4,4,1.000,0,2,2,1,3,0,0,3,4,5.0,+11,,/players/s/sefolth01.html
Thabo Sefolosha,26,26,2012-03-27,27-330,OKC,@,POR,W (+14),,1,22:12,3,5,.600,0,1,.000,1,1,1.000,1,2,3,0,0,0,0,2,7,5.2,+2,,/players/s/sefolth01.html
Thabo Sefolosha,27,27,2012-03-29,27-332,OKC,@,LAL,W (+9),,1,26:07,2,3,.667,1,2,.500,0,0,,0,5,5,1,0,1,1,1,5,5.2,+12,,/players/s/sefolth01.html
Thabo Sefolosha,28,28,2012-04-01,27-335,OKC,,CHI,W (+14),,1,27:52,1,4,.250,0,1,.000,0,0,,0,6,6,2,1,1,0,0,2,4.5,+23,,/players/s/sefolth01.html
Thabo Sefolosha,29,29,2012-04-02,27-336,OKC,,MEM,L (-6),,1,24:28,2,6,.333,2,4,.500,0,0,,1,3,4,0,0,0,2,4,6,0.6,-5,,/players/s/sefolth01.html
Thabo Sefolosha,30,30,2012-04-04,27-338,OKC,@,MIA,L (-5),,1,20:36,2,4,.500,0,2,.000,0,0,,0,4,4,1,0,0,2,4,4,0.3,-10,,/players/s/sefolth01.html
Thabo Sefolosha,31,31,2012-04-06,27-340,OKC,@,IND,L (-5),,1,13:18,1,1,1.000,0,0,,1,1,1.000,0,2,2,1,0,0,2,4,3,0.4,-21,,/players/s/sefolth01.html
Thabo Sefolosha,32,32,2012-04-08,27-342,OKC,,TOR,W (+16),,1,29:18,0,1,.000,0,0,,0,0,,1,3,4,0,0,1,2,1,0,-0.8,-2,,/players/s/sefolth01.html
Thabo Sefolosha,33,33,2012-04-09,27-343,OKC,@,MIL,W (+20),,1,30:36,5,8,.625,2,4,.500,2,2,1.000,1,4,5,3,7,0,0,4,14,19.8,+27,,/players/s/sefolth01.html
Thabo Sefolosha,34,34,2012-04-11,27-345,OKC,,LAC,L (-2),,1,16:37,2,4,.500,2,2,1.000,0,0,,0,0,0,2,1,0,2,2,6,3.6,-3,,/players/s/sefolth01.html
Thabo Sefolosha,35,35,2012-04-13,27-347,OKC,,SAC,W (+26),,1,22:54,1,4,.250,1,2,.500,0,0,,2,2,4,1,1,0,1,2,3,2.5,+11,,/players/s/sefolth01.html
Thabo Sefolosha,36,36,2012-04-14,27-348,OKC,@,MIN,W (+5),,1,27:58,4,9,.444,1,4,.250,0,0,,3,2,5,2,0,0,0,2,9,7.6,+17,,/players/s/sefolth01.html
Thabo Sefolosha,37,37,2012-04-16,27-350,OKC,@,LAC,L (-15),,1,25:49,1,3,.333,0,2,.000,0,0,,0,3,3,1,1,0,1,3,2,0.7,-12,,/players/s/sefolth01.html
Thabo Sefolosha,38,38,2012-04-18,27-352,OKC,@,PHO,W (+12),,1,30:57,0,2,.000,0,2,.000,0,0,,0,1,1,1,0,2,1,2,0,-0.8,-5,,/players/s/sefolth01.html
Thabo Sefolosha,39,39,2012-04-20,27-354,OKC,@,SAC,W (+11),,1,17:42,1,3,.333,0,1,.000,0,0,,0,4,4,3,0,0,2,1,2,1.2,+4,,/players/s/sefolth01.html
