name,ranker,game_season,date_game,age,team_id,game_location,opp_id,game_result,college_name,games_started,minutes_played,field_goals,field_goal_attempts,field_goal_pct,three_point_field_goals,three_point_field_goal_attempts,three_point_field_goal_pct,free_throws,free_throw_attempts,free_throw_pct,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,game_score,plus_minus,daily_fantasy_sports_points,uri
Wally Szczerbiak,14,14,2001-11-28,24-268,MIN,@,LAC,L (-19),,1,35:00,9,16,.563,2,4,.500,0,0,,3,2,5,1,2,1,2,1,20,16.1,-20,,/players/s/szczewa02.html
Wally Szczerbiak,15,15,2001-12-01,24-271,MIN,@,LAL,L (-26),,1,36:00,8,17,.471,1,2,.500,2,3,.667,5,3,8,1,0,0,3,6,19,9.6,-21,,/players/s/szczewa02.html
Wally Szczerbiak,16,16,2001-12-04,24-274,MIN,,SEA,W (+25),,1,37:00,9,18,.500,2,3,.667,0,0,,0,5,5,3,1,0,0,0,20,15.6,+12,,/players/s/szczewa02.html
Wally Szczerbiak,17,17,2001-12-06,24-276,MIN,@,MEM,W (+25),,1,33:00,6,13,.462,0,0,,2,4,.500,2,2,4,5,2,0,3,3,14,9.8,+18,,/players/s/szczewa02.html
Wally Szczerbiak,18,18,2001-12-08,24-278,MIN,,HOU,W (+10),,1,40:00,8,15,.533,1,2,.500,1,2,.500,1,1,2,5,1,0,3,4,18,11.2,+5,,/players/s/szczewa02.html
Wally Szczerbiak,19,19,2001-12-11,24-281,MIN,,GSW,W (+21),,1,38:00,10,23,.435,2,3,.667,0,0,,2,4,6,3,0,1,1,1,22,13.9,+28,,/players/s/szczewa02.html
Wally Szczerbiak,20,20,2001-12-12,24-282,MIN,@,UTA,W (+11),,1,38:00,5,11,.455,1,1,1.000,1,2,.500,2,8,10,2,0,1,2,3,12,8.6,+4,,/players/s/szczewa02.html
Wally Szczerbiak,21,21,2001-12-14,24-284,MIN,,SAC,W (+20),,1,32:00,13,16,.813,1,3,.333,1,4,.250,2,4,6,1,0,0,4,4,28,18.5,+14,,/players/s/szczewa02.html
Wally Szczerbiak,22,22,2001-12-15,24-285,MIN,@,DAL,L (-8),,1,45:00,10,15,.667,2,4,.500,5,7,.714,2,3,5,5,1,0,1,5,27,23.5,-9,,/players/s/szczewa02.html
Wally Szczerbiak,23,23,2001-12-18,24-288,MIN,,DAL,L (-4),,1,41:00,6,14,.429,1,4,.250,0,0,,1,1,2,3,1,0,0,0,13,9.7,-10,,/players/s/szczewa02.html
Wally Szczerbiak,24,24,2001-12-19,24-289,MIN,@,NJN,L (-5),,1,42:00,6,16,.375,0,4,.000,1,1,1.000,1,9,10,2,2,0,2,3,13,7.8,+6,,/players/s/szczewa02.html
Wally Szczerbiak,25,25,2001-12-21,24-291,MIN,,CHH,W (+5),,1,37:00,6,17,.353,1,1,1.000,1,2,.500,0,2,2,0,1,1,2,2,14,3.6,+12,,/players/s/szczewa02.html
Wally Szczerbiak,26,26,2001-12-22,24-292,MIN,@,CHI,W (+21),,1,37:00,9,16,.563,1,4,.250,0,0,,1,1,2,4,0,0,3,0,19,12.2,+22,,/players/s/szczewa02.html
Wally Szczerbiak,27,27,2001-12-26,24-296,MIN,@,DEN,W (+3),,1,40:00,7,16,.438,1,1,1.000,1,2,.500,2,0,2,0,3,0,1,2,16,9.8,+8,,/players/s/szczewa02.html
Wally Szczerbiak,28,28,2001-12-28,24-298,MIN,@,SAC,L (-14),,1,44:00,13,18,.722,0,0,,5,5,1.000,1,2,3,3,2,0,0,1,31,28.6,-17,,/players/s/szczewa02.html
Wally Szczerbiak,29,29,2001-12-30,24-300,MIN,@,POR,W (+2),,1,39:00,11,17,.647,3,3,1.000,2,2,1.000,3,7,10,6,1,1,4,3,27,24.4,+3,,/players/s/szczewa02.html
Wally Szczerbiak,30,30,2002-01-02,24-303,MIN,,MIL,W (+18),,1,36:00,7,13,.538,0,3,.000,1,2,.500,0,2,2,2,0,1,1,3,15,8.8,+17,,/players/s/szczewa02.html
Wally Szczerbiak,31,31,2002-01-04,24-305,MIN,,UTA,W (+7),,1,41:00,14,24,.583,2,5,.400,7,7,1.000,1,5,6,1,3,0,6,2,37,24.9,+10,,/players/s/szczewa02.html
Wally Szczerbiak,32,32,2002-01-05,24-306,MIN,@,ATL,W (+16),,1,40:00,7,15,.467,1,1,1.000,8,10,.800,2,7,9,4,3,0,0,0,23,23.8,+13,,/players/s/szczewa02.html
Wally Szczerbiak,33,33,2002-01-07,24-308,MIN,,DET,W (+16),,1,38:00,6,14,.429,0,0,,2,2,1.000,1,4,5,5,0,0,2,4,14,8.4,+23,,/players/s/szczewa02.html
Wally Szczerbiak,34,34,2002-01-09,24-310,MIN,,SEA,W (+5),,1,39:00,7,17,.412,0,1,.000,2,2,1.000,5,0,5,6,3,1,2,3,16,15.1,-3,,/players/s/szczewa02.html
Wally Szczerbiak,35,35,2002-01-11,24-312,MIN,,LAL,W (+18),,1,42:00,10,17,.588,1,2,.500,13,13,1.000,0,9,9,5,0,0,2,1,34,29.9,+16,,/players/s/szczewa02.html
Wally Szczerbiak,36,36,2002-01-12,24-313,MIN,@,WAS,W (+8),,1,43:00,7,16,.438,2,3,.667,0,0,,2,3,5,3,0,0,1,3,16,9.8,+6,,/players/s/szczewa02.html
Wally Szczerbiak,37,37,2002-01-15,24-316,MIN,,LAC,W (+14),,1,40:00,9,21,.429,1,2,.500,2,3,.667,2,5,7,2,1,0,2,3,21,11.6,+8,,/players/s/szczewa02.html
Wally Szczerbiak,38,38,2002-01-18,24-319,MIN,@,PHO,L (-3),,1,49:00,6,15,.400,0,2,.000,10,11,.909,4,2,6,3,1,0,5,2,22,14.2,-1,,/players/s/szczewa02.html
Wally Szczerbiak,39,39,2002-01-19,24-320,MIN,@,GSW,W (+3),,1,40:00,7,18,.389,0,1,.000,6,8,.750,2,5,7,3,1,0,3,3,20,11.2,+10,,/players/s/szczewa02.html
Wally Szczerbiak,40,40,2002-01-21,24-322,MIN,,WAS,W (+4),,1,38:00,8,10,.800,0,2,.000,3,3,1.000,3,3,6,2,0,0,1,2,19,17.8,+6,,/players/s/szczewa02.html
Wally Szczerbiak,41,41,2002-01-23,24-324,MIN,@,DET,L (-21),,1,40:00,6,15,.400,0,3,.000,2,3,.667,1,6,7,0,1,0,6,3,14,1.8,-10,,/players/s/szczewa02.html
Wally Szczerbiak,42,42,2002-01-25,24-326,MIN,@,TOR,L (-7),,1,33:00,6,13,.462,1,1,1.000,3,4,.750,1,1,2,2,1,0,1,0,16,11.3,-22,,/players/s/szczewa02.html
Wally Szczerbiak,43,43,2002-01-26,24-327,MIN,,ATL,W (+23),,1,25:00,7,9,.778,1,1,1.000,1,1,1.000,0,1,1,1,0,0,4,3,16,8.3,+6,,/players/s/szczewa02.html
Wally Szczerbiak,44,44,2002-01-29,24-330,MIN,@,CLE,L (-33),,1,31:00,1,6,.167,1,1,1.000,0,0,,2,2,4,0,1,1,2,2,3,0.1,-35,,/players/s/szczewa02.html
Wally Szczerbiak,45,45,2002-01-30,24-331,MIN,@,PHI,L (-5),,1,41:00,14,22,.636,1,3,.333,2,2,1.000,0,5,5,2,1,0,1,4,31,22.5,-1,,/players/s/szczewa02.html
Wally Szczerbiak,46,46,2002-02-01,24-333,MIN,@,BOS,W (+3),,1,45:00,7,14,.500,3,4,.750,2,2,1.000,1,4,5,2,0,0,2,3,19,12.1,+10,,/players/s/szczewa02.html
Wally Szczerbiak,47,47,2002-02-03,24-335,MIN,,SAC,L (-5),,1,45:00,5,13,.385,0,2,.000,0,0,,2,3,5,6,2,1,0,4,10,10.5,+1,,/players/s/szczewa02.html
Wally Szczerbiak,48,48,2002-02-04,24-336,MIN,@,SAS,L (-30),,1,36:00,4,16,.250,0,0,,2,3,.667,4,1,5,3,1,1,2,3,10,3.7,-18,,/players/s/szczewa02.html
Wally Szczerbiak,49,49,2002-02-06,24-338,MIN,,POR,W (+10),,1,37:00,11,16,.688,3,3,1.000,5,5,1.000,1,5,6,5,0,0,2,4,30,25.3,+12,,/players/s/szczewa02.html
Wally Szczerbiak,50,50,2002-02-13,24-345,MIN,,PHO,W (+15),,1,44:00,6,13,.462,0,1,.000,2,2,1.000,0,5,5,7,0,0,2,1,14,11.3,+18,,/players/s/szczewa02.html
Wally Szczerbiak,51,51,2002-02-15,24-347,MIN,,DEN,L (-1),,1,38:00,7,14,.500,1,2,.500,3,6,.500,0,4,4,6,0,0,1,3,18,13.0,-7,,/players/s/szczewa02.html
Wally Szczerbiak,52,52,2002-02-17,24-349,MIN,,MIA,W (+13),,1,35:00,8,14,.571,0,1,.000,6,6,1.000,1,1,2,6,3,0,5,2,22,17.8,+15,,/players/s/szczewa02.html
Wally Szczerbiak,53,53,2002-02-19,24-351,MIN,@,DAL,W (+17),,1,45:00,12,19,.632,3,5,.600,4,4,1.000,0,4,4,5,2,0,4,3,31,24.0,+19,,/players/s/szczewa02.html
Wally Szczerbiak,54,54,2002-02-21,24-353,MIN,@,HOU,L (-6),,1,41:00,6,15,.400,0,0,,1,2,.500,2,5,7,5,0,0,3,0,13,7.9,-4,,/players/s/szczewa02.html
Wally Szczerbiak,55,55,2002-02-23,24-355,MIN,@,SAS,W (+24),,1,32:00,3,9,.333,2,3,.667,6,6,1.000,0,2,2,4,1,0,2,2,14,10.5,+8,,/players/s/szczewa02.html
Wally Szczerbiak,56,56,2002-02-25,24-357,MIN,@,CHH,W (+5),,1,46:00,8,17,.471,3,5,.600,5,5,1.000,1,1,2,2,0,0,2,0,24,15.7,+8,,/players/s/szczewa02.html
Wally Szczerbiak,57,57,2002-02-27,24-359,MIN,,LAL,W (+11),,1,36:00,4,10,.400,1,2,.500,5,5,1.000,1,1,2,3,1,0,1,4,14,10.1,+2,,/players/s/szczewa02.html
Wally Szczerbiak,58,58,2002-03-01,24-361,MIN,,SAS,L (-8),,1,45:00,9,20,.450,3,6,.500,0,0,,1,2,3,3,0,0,3,2,21,10.2,-7,,/players/s/szczewa02.html
Wally Szczerbiak,59,59,2002-03-02,24-362,MIN,@,UTA,W (+11),,1,29:00,6,11,.545,1,2,.500,4,5,.800,1,3,4,3,2,0,3,3,17,12.8,+4,,/players/s/szczewa02.html
Wally Szczerbiak,60,60,2002-03-05,25-000,MIN,@,SEA,L (-14),,1,37:00,3,13,.231,1,4,.250,3,3,1.000,2,2,4,4,0,0,3,3,10,2.7,-3,,/players/s/szczewa02.html
Wally Szczerbiak,61,61,2002-03-06,25-001,MIN,@,POR,L (-7),,1,39:00,4,10,.400,1,4,.250,0,0,,1,3,4,5,1,0,4,2,9,4.9,-1,,/players/s/szczewa02.html
Wally Szczerbiak,62,62,2002-03-08,25-003,MIN,@,PHO,L (-5),,1,40:00,10,19,.526,3,4,.750,4,4,1.000,3,3,6,3,0,0,4,3,27,17.6,+6,,/players/s/szczewa02.html
Wally Szczerbiak,63,63,2002-03-11,25-006,MIN,,LAC,L (-9),,1,36:00,2,6,.333,1,1,1.000,2,2,1.000,1,2,3,6,1,0,2,2,7,7.3,+1,,/players/s/szczewa02.html
Wally Szczerbiak,64,64,2002-03-13,25-008,MIN,,HOU,L (-1),,1,42:00,6,15,.400,2,5,.400,4,4,1.000,0,3,3,4,0,0,1,0,18,12.6,-11,,/players/s/szczewa02.html
Wally Szczerbiak,65,65,2002-03-15,25-010,MIN,,IND,L (-13),,1,40:00,9,19,.474,1,5,.200,2,2,1.000,1,4,5,0,1,2,4,0,21,11.6,-6,,/players/s/szczewa02.html
Wally Szczerbiak,66,66,2002-03-17,25-012,MIN,,UTA,L (-7),,1,45:00,13,17,.765,0,2,.000,7,8,.875,0,1,1,2,1,0,2,4,33,25.0,-11,,/players/s/szczewa02.html
Wally Szczerbiak,67,67,2002-03-19,25-014,MIN,,TOR,W (+32),,1,29:00,5,9,.556,1,2,.500,0,0,,0,2,2,3,0,0,3,0,11,6.4,+19,,/players/s/szczewa02.html
Wally Szczerbiak,68,68,2002-03-21,25-016,MIN,@,MEM,W (+2),,1,28:00,2,11,.182,0,2,.000,0,0,,2,4,6,3,0,0,2,2,4,-1.0,-9,,/players/s/szczewa02.html
Wally Szczerbiak,69,69,2002-03-23,25-018,MIN,,POR,L (-9),,1,44:00,9,13,.692,0,0,,2,2,1.000,0,7,7,4,1,0,2,5,20,16.4,-3,,/players/s/szczewa02.html
Wally Szczerbiak,70,70,2002-03-26,25-021,MIN,,GSW,L (-9),,1,40:00,9,18,.500,0,1,.000,10,10,1.000,3,2,5,0,2,0,1,3,28,21.5,-4,,/players/s/szczewa02.html
Wally Szczerbiak,71,71,2002-03-28,25-023,MIN,,DAL,W (+2),,1,44:00,12,16,.750,2,3,.667,0,0,,0,4,4,4,1,0,2,3,26,21.4,+8,,/players/s/szczewa02.html
Wally Szczerbiak,72,72,2002-03-29,25-024,MIN,@,NYK,W (+21),,1,31:00,9,11,.818,2,2,1.000,5,6,.833,3,1,4,0,3,1,5,2,25,20.8,+32,,/players/s/szczewa02.html
Wally Szczerbiak,73,73,2002-03-31,25-026,MIN,,NJN,W (+1),,1,38:00,4,12,.333,1,3,.333,0,0,,1,2,3,4,0,1,2,1,9,4.6,-4,,/players/s/szczewa02.html
Wally Szczerbiak,74,74,2002-04-03,25-029,MIN,,MEM,W (+11),,1,32:00,5,13,.385,1,2,.500,3,4,.750,2,0,2,2,0,1,1,3,14,7.8,+6,,/players/s/szczewa02.html
Wally Szczerbiak,75,75,2002-04-04,25-030,MIN,@,DEN,L (-1),,1,44:00,7,13,.538,2,3,.667,0,0,,0,5,5,5,0,1,0,1,16,15.0,0,,/players/s/szczewa02.html
Wally Szczerbiak,76,76,2002-04-06,25-032,MIN,,PHO,W (+4),,1,34:00,7,12,.583,0,1,.000,5,5,1.000,0,5,5,2,0,0,2,0,19,14.3,+10,,/players/s/szczewa02.html
Wally Szczerbiak,77,77,2002-04-08,25-034,MIN,@,GSW,W (+7),,1,39:00,9,19,.474,1,3,.333,2,3,.667,3,3,6,5,0,0,1,0,21,16.4,+13,,/players/s/szczewa02.html
Wally Szczerbiak,78,78,2002-04-09,25-035,MIN,@,SAC,L (-19),,1,32:00,8,13,.615,0,2,.000,0,0,,1,4,5,1,0,0,3,2,16,8.9,-27,,/players/s/szczewa02.html
Wally Szczerbiak,79,79,2002-04-11,25-037,MIN,@,LAL,L (-13),,1,30:00,5,11,.455,1,2,.500,5,9,.556,1,0,1,2,1,0,4,4,16,6.2,-6,,/players/s/szczewa02.html
Wally Szczerbiak,80,80,2002-04-13,25-039,MIN,@,LAC,W (+3),,1,37:00,7,15,.467,1,1,1.000,2,3,.667,1,3,4,2,1,0,0,2,17,12.1,+6,,/players/s/szczewa02.html
Wally Szczerbiak,81,81,2002-04-15,25-041,MIN,,BOS,L (-3),,1,36:00,6,16,.375,2,5,.400,5,7,.714,2,3,5,6,0,1,0,4,19,15.0,-1,,/players/s/szczewa02.html
Wally Szczerbiak,82,82,2002-04-17,25-043,MIN,,DEN,W (+14),,1,23:00,8,14,.571,1,2,.500,3,3,1.000,2,2,4,0,0,0,2,2,20,12.6,+8,,/players/s/szczewa02.html
Speedy Claxton,1,1,2001-10-30,23-175,PHI,@,MIN,L (-9),,1,40:00,7,15,.467,1,1,1.000,5,5,1.000,1,0,1,4,1,0,2,3,20,13.6,-9,,/players/c/claxtsp01.html
Speedy Claxton,2,2,2001-11-01,23-177,PHI,,DAL,L (-7),,1,43:00,4,10,.400,0,1,.000,1,3,.333,1,0,1,8,1,0,3,3,9,5.9,-8,,/players/c/claxtsp01.html
Speedy Claxton,3,3,2001-11-03,23-179,PHI,@,WAS,L (-14),,1,40:00,9,17,.529,0,0,,4,5,.800,1,4,5,2,0,0,2,4,22,13.0,-18,,/players/c/claxtsp01.html
Speedy Claxton,4,4,2001-11-06,23-182,PHI,,IND,L (-10),,1,38:00,11,15,.733,1,2,.500,0,0,,1,2,3,3,1,0,4,5,23,15.3,-10,,/players/c/claxtsp01.html
Speedy Claxton,5,5,2001-11-08,23-184,PHI,@,HOU,L (-5),,1,43:00,5,11,.455,0,1,.000,2,2,1.000,0,0,0,6,2,0,4,3,12,7.3,-1,,/players/c/claxtsp01.html
Speedy Claxton,6,6,2001-11-13,23-189,PHI,@,MIA,W (+6),,0,21:00,1,4,.250,0,1,.000,2,2,1.000,1,1,2,3,2,0,2,4,4,3.1,-5,,/players/c/claxtsp01.html
Speedy Claxton,7,7,2001-11-14,23-190,PHI,,CHH,W (+14),,1,38:00,2,7,.286,0,0,,6,6,1.000,1,4,5,3,3,0,2,5,10,8.9,+9,,/players/c/claxtsp01.html
Speedy Claxton,8,8,2001-11-16,23-192,PHI,,ATL,W (+20),,0,19:00,2,5,.400,0,0,,0,1,.000,1,3,4,4,0,1,0,1,4,5.6,+6,,/players/c/claxtsp01.html
Speedy Claxton,9,9,2001-11-17,23-193,PHI,@,NJN,W (+12),,0,17:00,1,5,.200,0,0,,3,6,.500,1,2,3,2,2,0,0,3,5,4.2,-6,,/players/c/claxtsp01.html
Speedy Claxton,10,10,2001-11-21,23-197,PHI,,DET,W (+5),,0,16:00,2,3,.667,0,0,,0,0,,0,0,0,2,1,1,2,0,4,3.8,0,,/players/c/claxtsp01.html
Speedy Claxton,11,11,2001-11-23,23-199,PHI,,CLE,W (+11),,0,32:00,2,3,.667,0,1,.000,2,2,1.000,0,2,2,4,2,0,2,4,6,6.5,+14,,/players/c/claxtsp01.html
Speedy Claxton,12,12,2001-11-25,23-201,PHI,@,TOR,L (-19),,0,28:00,1,3,.333,0,0,,2,2,1.000,0,2,2,1,0,0,1,2,4,1.8,-9,,/players/c/claxtsp01.html
Speedy Claxton,13,13,2001-11-28,23-204,PHI,,WAS,L (-7),,0,16:00,2,9,.222,0,0,,0,0,,0,2,2,2,1,0,0,4,4,-0.1,+1,,/players/c/claxtsp01.html
Speedy Claxton,14,14,2001-12-01,23-207,PHI,@,CHI,W (+17),,0,32:00,0,6,.000,0,0,,0,0,,0,6,6,7,1,0,1,4,0,0.9,+10,,/players/c/claxtsp01.html
Speedy Claxton,15,15,2001-12-02,23-208,PHI,,MEM,L (-6),,1,43:00,3,5,.600,0,0,,2,2,1.000,2,4,6,8,4,0,3,2,8,14.1,+1,,/players/c/claxtsp01.html
Speedy Claxton,16,16,2001-12-04,23-210,PHI,@,SAC,L (-10),,1,10:00,0,1,.000,0,0,,2,2,1.000,1,0,1,0,1,0,1,1,2,1.6,-5,,/players/c/claxtsp01.html
Speedy Claxton,17,17,2001-12-05,23-211,PHI,@,GSW,L (-6),,0,17:00,2,4,.500,0,1,.000,0,0,,0,0,0,1,0,0,2,3,4,-0.5,-13,,/players/c/claxtsp01.html
Speedy Claxton,18,18,2001-12-07,23-213,PHI,@,SAS,L (-10),,1,37:00,8,15,.533,0,1,.000,3,4,.750,0,1,1,3,2,0,4,2,19,10.9,-5,,/players/c/claxtsp01.html
Speedy Claxton,19,19,2001-12-08,23-214,PHI,@,MEM,L (-9),,1,11:00,3,7,.429,0,0,,0,0,,0,3,3,2,0,0,1,0,6,3.6,-7,,/players/c/claxtsp01.html
Speedy Claxton,20,20,2001-12-28,23-234,PHI,@,DEN,L (-3),,0,10:00,1,1,1.000,0,0,,0,0,,0,0,0,3,0,0,2,0,2,1.8,0,,/players/c/claxtsp01.html
Speedy Claxton,21,21,2001-12-29,23-235,PHI,@,UTA,L (-8),,0,17:00,0,3,.000,0,0,,1,4,.250,0,2,2,2,1,0,1,3,1,-1.5,+3,,/players/c/claxtsp01.html
Speedy Claxton,22,22,2002-01-02,23-239,PHI,@,PHO,W (+21),,0,18:00,2,5,.400,0,0,,3,4,.750,1,3,4,2,3,0,2,3,7,6.7,+16,,/players/c/claxtsp01.html
Speedy Claxton,23,23,2002-01-04,23-241,PHI,@,SEA,W (+10),,0,21:00,2,3,.667,0,0,,2,2,1.000,1,2,3,5,3,0,2,2,6,9.7,-7,,/players/c/claxtsp01.html
Speedy Claxton,24,24,2002-01-05,23-242,PHI,@,POR,L (-8),,0,20:00,2,10,.200,0,0,,0,0,,0,2,2,1,2,0,2,2,4,-1.7,-6,,/players/c/claxtsp01.html
Speedy Claxton,25,25,2002-01-07,23-244,PHI,,LAC,W (+24),,0,26:00,3,9,.333,0,1,.000,0,0,,3,1,4,4,0,0,1,2,6,4.3,0,,/players/c/claxtsp01.html
Speedy Claxton,26,26,2002-01-09,23-246,PHI,,ORL,L (-11),,0,11:00,0,1,.000,0,0,,4,4,1.000,0,0,0,1,0,0,1,1,4,2.6,-11,,/players/c/claxtsp01.html
Speedy Claxton,27,27,2002-01-11,23-248,PHI,,SAS,W (+17),,0,22:00,4,8,.500,0,1,.000,3,3,1.000,1,1,2,1,2,1,1,1,11,10.0,+11,,/players/c/claxtsp01.html
Speedy Claxton,28,28,2002-01-15,23-252,PHI,,HOU,W (+6),,0,29:00,7,9,.778,0,1,.000,2,2,1.000,2,4,6,0,1,0,0,1,16,15.7,+2,,/players/c/claxtsp01.html
Speedy Claxton,29,29,2002-01-17,23-254,PHI,@,CHH,W (+5),,0,19:00,2,7,.286,0,0,,2,2,1.000,0,3,3,5,2,0,1,1,6,6.9,+6,,/players/c/claxtsp01.html
Speedy Claxton,30,30,2002-01-19,23-256,PHI,,NYK,W (+8),,0,14:00,1,7,.143,0,0,,0,0,,0,2,2,2,0,0,0,1,2,-0.9,-6,,/players/c/claxtsp01.html
Speedy Claxton,31,31,2002-01-21,23-258,PHI,,SEA,L (-11),,0,24:00,2,4,.500,0,0,,1,2,.500,1,1,2,5,2,0,2,1,5,6.7,+2,,/players/c/claxtsp01.html
Speedy Claxton,32,32,2002-01-22,23-259,PHI,@,WAS,W (+7),,0,20:00,2,6,.333,0,0,,0,0,,1,1,2,2,1,0,2,0,4,2.0,-3,,/players/c/claxtsp01.html
Speedy Claxton,33,33,2002-01-25,23-262,PHI,@,BOS,W (+16),,0,20:00,3,7,.429,1,1,1.000,3,3,1.000,0,2,2,3,0,0,0,4,10,7.4,+8,,/players/c/claxtsp01.html
Speedy Claxton,34,34,2002-01-27,23-264,PHI,,LAL,W (+6),,0,23:00,2,6,.333,0,0,,0,0,,1,3,4,2,0,0,1,1,4,2.2,-1,,/players/c/claxtsp01.html
Speedy Claxton,35,35,2002-01-29,23-266,PHI,@,NYK,L (-7),,0,17:00,4,10,.400,0,0,,0,0,,0,2,2,0,1,0,2,2,8,1.4,-7,,/players/c/claxtsp01.html
Speedy Claxton,36,36,2002-01-30,23-267,PHI,,MIN,W (+5),,0,12:00,1,1,1.000,0,0,,0,0,,1,2,3,2,1,0,2,1,2,3.0,-1,,/players/c/claxtsp01.html
Speedy Claxton,37,37,2002-02-02,23-270,PHI,@,MIL,W (+5),,0,13:00,0,5,.000,0,0,,2,2,1.000,1,0,1,2,0,0,1,3,2,-1.6,+5,,/players/c/claxtsp01.html
Speedy Claxton,38,38,2002-02-04,23-272,PHI,,TOR,L (-7),,0,26:00,3,9,.333,0,1,.000,1,2,.500,0,2,2,1,1,0,2,1,7,1.4,+4,,/players/c/claxtsp01.html
Speedy Claxton,39,39,2002-02-05,23-273,PHI,@,DET,L (-4),,0,17:00,1,5,.200,0,0,,0,0,,2,1,3,1,1,0,2,1,2,-0.1,-10,,/players/c/claxtsp01.html
Speedy Claxton,40,40,2002-02-07,23-275,PHI,@,CHH,W (+7),,0,15:00,1,7,.143,0,0,,4,4,1.000,0,2,2,1,1,0,2,5,6,-0.2,-1,,/players/c/claxtsp01.html
Speedy Claxton,41,41,2002-02-14,23-282,PHI,,UTA,L (-7),,0,18:00,1,6,.167,0,1,.000,4,4,1.000,1,1,2,4,2,0,3,4,6,3.4,+1,,/players/c/claxtsp01.html
Speedy Claxton,42,42,2002-02-17,23-285,PHI,@,IND,L (-10),,0,31:00,3,17,.176,0,3,.000,5,6,.833,1,1,2,3,5,0,0,0,11,8.0,-1,,/players/c/claxtsp01.html
Speedy Claxton,43,43,2002-02-18,23-286,PHI,,DEN,W (+27),,0,24:00,4,6,.667,0,1,.000,3,4,.750,2,5,7,5,3,0,2,0,11,15.4,0,,/players/c/claxtsp01.html
Speedy Claxton,44,44,2002-02-20,23-288,PHI,,GSW,W (+7),,0,22:00,2,7,.286,0,1,.000,0,0,,1,0,1,0,3,0,1,6,4,0.2,+4,,/players/c/claxtsp01.html
Speedy Claxton,45,45,2002-02-23,23-291,PHI,@,ORL,L (-18),,0,18:00,2,5,.400,0,1,.000,0,0,,0,1,1,1,1,0,3,3,4,-0.9,-3,,/players/c/claxtsp01.html
Speedy Claxton,46,46,2002-02-27,23-295,PHI,,MIA,W (+10),,0,9:00,0,4,.000,0,1,.000,1,2,.500,1,0,1,1,1,0,0,2,1,-0.6,+6,,/players/c/claxtsp01.html
Speedy Claxton,47,47,2002-03-01,23-297,PHI,,NJN,W (+8),,0,16:00,2,2,1.000,0,0,,1,2,.500,0,2,2,4,0,0,2,2,5,4.6,-2,,/players/c/claxtsp01.html
Speedy Claxton,48,48,2002-03-03,23-299,PHI,@,TOR,W (+12),,0,17:00,3,5,.600,0,0,,2,3,.667,1,0,1,2,2,0,2,2,8,6.6,-3,,/players/c/claxtsp01.html
Speedy Claxton,49,49,2002-03-04,23-300,PHI,,BOS,L (-6),,0,14:00,2,3,.667,0,0,,0,0,,1,1,2,1,0,0,1,2,4,2.6,-6,,/players/c/claxtsp01.html
Speedy Claxton,50,50,2002-03-06,23-302,PHI,,CLE,W (+9),,0,20:00,1,2,.500,0,1,.000,1,2,.500,0,3,3,3,3,0,1,2,3,5.8,+4,,/players/c/claxtsp01.html
Speedy Claxton,51,51,2002-03-08,23-304,PHI,,IND,W (+9),,0,17:00,1,3,.333,0,0,,0,0,,0,0,0,3,0,0,1,3,2,0.2,-7,,/players/c/claxtsp01.html
Speedy Claxton,52,52,2002-03-09,23-305,PHI,@,ATL,W (+21),,0,21:00,7,10,.700,1,2,.500,3,3,1.000,0,3,3,1,3,1,2,1,18,16.7,+8,,/players/c/claxtsp01.html
Speedy Claxton,53,53,2002-03-12,23-308,PHI,@,NYK,W (+8),,0,12:00,2,3,.667,0,0,,0,0,,0,0,0,1,1,0,0,0,4,4.4,-9,,/players/c/claxtsp01.html
Speedy Claxton,54,54,2002-03-13,23-309,PHI,,SAC,L (-4),,0,14:00,0,3,.000,0,0,,0,0,,0,2,2,4,1,0,0,3,0,1.1,-3,,/players/c/claxtsp01.html
Speedy Claxton,55,55,2002-03-17,23-313,PHI,,ORL,L (-2),,0,12:00,0,3,.000,0,1,.000,2,2,1.000,1,1,2,3,0,0,0,1,2,2.6,-3,,/players/c/claxtsp01.html
Speedy Claxton,56,56,2002-03-19,23-315,PHI,@,MIA,W (+12),,0,6:00,0,0,,0,0,,0,0,,0,0,0,1,0,0,1,1,0,-0.7,-4,,/players/c/claxtsp01.html
Speedy Claxton,57,57,2002-03-20,23-316,PHI,,MIA,L (-5),,0,19:00,2,4,.500,0,0,,2,2,1.000,1,1,2,3,1,0,0,0,6,8.1,-10,,/players/c/claxtsp01.html
Speedy Claxton,58,58,2002-03-22,23-318,PHI,@,BOS,W (+5),,0,27:00,5,7,.714,0,1,.000,1,1,1.000,2,3,5,5,2,0,2,3,11,12.7,+12,,/players/c/claxtsp01.html
Speedy Claxton,59,59,2002-03-24,23-320,PHI,,NYK,W (+8),,1,38:00,7,11,.636,0,0,,3,3,1.000,1,4,5,4,1,1,2,4,17,14.9,+12,,/players/c/claxtsp01.html
Speedy Claxton,60,60,2002-03-27,23-323,PHI,,NJN,L (-8),,1,31:00,1,10,.100,0,3,.000,2,2,1.000,0,1,1,2,2,0,2,4,4,-2.5,-6,,/players/c/claxtsp01.html
