team,date,count,win,loss,cur_count,cur_win,cur_loss
SAC,2009-11-01,3,0,3,3,0,3
SAC,2009-11-08,7,3,4,4,3,1
SAC,2009-11-15,9,5,4,2,2,0
SAC,2009-11-22,12,5,7,3,0,3
SAC,2009-11-29,16,8,8,4,3,1
SAC,2009-12-06,19,9,10,3,1,2
SAC,2009-12-13,22,10,12,3,1,2
SAC,2009-12-20,26,12,14,4,2,2
SAC,2009-12-27,29,13,16,3,1,2
SAC,2010-01-03,33,14,19,4,1,3
SAC,2010-01-10,36,15,21,3,1,2
SAC,2010-01-17,39,15,24,3,0,3
SAC,2010-01-24,43,15,28,4,0,4
SAC,2010-01-31,46,16,30,3,1,2
SAC,2010-02-07,50,16,34,4,0,4
SAC,2010-02-21,56,18,38,6,2,4
SAC,2010-02-28,59,20,39,3,2,1
SAC,2010-03-07,63,21,42,4,1,3
SAC,2010-03-14,67,23,44,4,2,2
SAC,2010-03-21,70,24,46,3,1,2
SAC,2010-03-28,74,24,50,4,0,4
SAC,2010-04-04,77,24,53,3,0,3
SAC,2010-04-11,82,25,57,5,1,4
CHI,2009-11-01,3,1,2,3,1,2
CHI,2009-11-08,6,4,2,3,3,0
CHI,2009-11-15,9,5,4,3,1,2
CHI,2009-11-22,12,6,6,3,1,2
CHI,2009-11-29,14,6,8,2,0,2
CHI,2009-12-06,18,7,11,4,1,3
CHI,2009-12-13,22,8,14,4,1,3
CHI,2009-12-20,25,10,15,3,2,1
CHI,2009-12-27,28,11,17,3,1,2
CHI,2010-01-03,31,14,17,3,3,0
CHI,2010-01-10,35,15,20,4,1,3
CHI,2010-01-17,38,18,20,3,3,0
CHI,2010-01-24,42,20,22,4,2,2
CHI,2010-01-31,45,23,22,3,3,0
CHI,2010-02-07,49,24,25,4,1,3
CHI,2010-02-21,55,29,26,6,5,1
CHI,2010-02-28,59,31,28,4,2,2
CHI,2010-03-07,62,31,31,3,0,3
CHI,2010-03-14,65,31,34,3,0,3
CHI,2010-03-21,69,32,37,4,1,3
CHI,2010-03-28,73,35,38,4,3,1
CHI,2010-04-04,76,37,39,3,2,1
CHI,2010-04-11,82,41,41,6,4,2
LAC,2009-11-01,4,0,4,4,0,4
LAC,2009-11-08,7,3,4,3,3,0
LAC,2009-11-15,11,4,7,4,1,3
LAC,2009-11-22,14,5,9,3,1,2
LAC,2009-11-29,18,8,10,4,3,1
LAC,2009-12-06,20,9,11,2,1,1
LAC,2009-12-13,22,9,13,2,0,2
LAC,2009-12-20,26,12,14,4,3,1
LAC,2009-12-27,30,13,17,4,1,3
LAC,2010-01-03,32,14,18,2,1,1
LAC,2010-01-10,35,17,18,3,3,0
LAC,2010-01-17,39,17,22,4,0,4
LAC,2010-01-24,43,20,23,4,3,1
LAC,2010-01-31,47,20,27,4,0,4
LAC,2010-02-07,50,21,29,3,1,2
LAC,2010-02-21,55,22,33,5,1,4
LAC,2010-02-28,59,24,35,4,2,2
LAC,2010-03-07,63,25,38,4,1,3
LAC,2010-03-14,67,25,42,4,0,4
LAC,2010-03-21,70,26,44,3,1,2
LAC,2010-03-28,73,27,46,3,1,2
LAC,2010-04-04,77,27,50,4,0,4
LAC,2010-04-11,82,29,53,5,2,3
MIL,2009-11-01,2,1,1,2,1,1
MIL,2009-11-08,5,3,2,3,2,1
MIL,2009-11-15,7,5,2,2,2,0
MIL,2009-11-22,11,8,3,4,3,1
MIL,2009-11-29,15,8,7,4,0,4
MIL,2009-12-06,19,9,10,4,1,3
MIL,2009-12-13,22,11,11,3,2,1
MIL,2009-12-20,25,11,14,3,0,3
MIL,2009-12-27,28,12,16,3,1,2
MIL,2010-01-03,31,13,18,3,1,2
MIL,2010-01-10,34,15,19,3,2,1
MIL,2010-01-17,38,16,22,4,1,3
MIL,2010-01-24,42,18,24,4,2,2
MIL,2010-01-31,45,20,25,3,2,1
MIL,2010-02-07,49,23,26,4,3,1
MIL,2010-02-21,54,26,28,5,3,2
MIL,2010-02-28,59,30,29,5,4,1
MIL,2010-03-07,62,33,29,3,3,0
MIL,2010-03-14,65,36,29,3,3,0
MIL,2010-03-21,68,38,30,3,2,1
MIL,2010-03-28,72,40,32,4,2,2
MIL,2010-04-04,76,42,34,4,2,2
MIL,2010-04-11,82,46,36,6,4,2
HOU,2009-11-01,3,2,1,3,2,1
HOU,2009-11-08,6,4,2,3,2,1
HOU,2009-11-15,10,6,4,4,2,2
HOU,2009-11-22,14,8,6,4,2,2
HOU,2009-11-29,17,9,8,3,1,2
HOU,2009-12-06,20,11,9,3,2,1
HOU,2009-12-13,23,13,10,3,2,1
HOU,2009-12-20,27,16,11,4,3,1
HOU,2009-12-27,31,18,13,4,2,2
HOU,2010-01-03,34,20,14,3,2,1
HOU,2010-01-10,37,21,16,3,1,2
HOU,2010-01-17,40,22,18,3,1,2
HOU,2010-01-24,43,24,19,3,2,1
HOU,2010-01-31,47,25,22,4,1,3
HOU,2010-02-07,50,27,23,3,2,1
