team,date,count,win,loss,cur_count,cur_win,cur_loss
BRK,2012-11-04,1,1,0,1,1,0
BRK,2012-11-11,5,3,2,4,2,2
BRK,2012-11-18,8,6,2,3,3,0
BRK,2012-11-25,12,8,4,4,2,2
BRK,2012-12-02,16,11,5,4,3,1
BRK,2012-12-09,19,11,8,3,0,3
BRK,2012-12-16,23,13,10,4,2,2
BRK,2012-12-23,26,14,12,3,1,2
BRK,2012-12-30,30,16,14,4,2,2
BRK,2013-01-06,34,19,15,4,3,1
BRK,2013-01-13,37,22,15,3,3,0
BRK,2013-01-20,40,24,16,3,2,1
BRK,2013-01-27,44,26,18,4,2,2
BRK,2013-02-03,47,28,19,3,2,1
BRK,2013-02-10,51,29,22,4,1,3
BRK,2013-02-24,57,33,24,6,4,2
BRK,2013-03-03,60,34,26,3,1,2
BRK,2013-03-10,63,37,26,3,3,0
BRK,2013-03-17,66,38,28,3,1,2
BRK,2013-03-24,70,41,29,4,3,1
BRK,2013-03-31,73,42,31,3,1,2
BRK,2013-04-07,76,44,32,3,2,1
BRK,2013-04-14,82,49,33,6,5,1
NYK,2012-11-04,2,2,0,2,2,0
NYK,2012-11-11,4,4,0,2,2,0
NYK,2012-11-18,8,7,1,4,3,1
NYK,2012-11-25,12,9,3,4,2,2
NYK,2012-12-02,16,12,4,4,3,1
NYK,2012-12-09,20,15,5,4,3,1
NYK,2012-12-16,23,18,5,3,3,0
NYK,2012-12-23,27,20,7,4,2,2
NYK,2012-12-30,30,21,9,3,1,2
NYK,2013-01-06,33,23,10,3,2,1
NYK,2013-01-13,37,24,13,4,1,3
NYK,2013-01-20,38,25,13,1,1,0
NYK,2013-01-27,42,27,15,4,2,2
NYK,2013-02-03,45,30,15,3,3,0
NYK,2013-02-10,49,32,17,4,2,2
NYK,2013-02-24,53,33,20,4,1,3
NYK,2013-03-03,56,35,21,3,2,1
NYK,2013-03-10,60,38,22,4,3,1
NYK,2013-03-17,64,38,26,4,0,4
NYK,2013-03-24,68,42,26,4,4,0
NYK,2013-03-31,72,46,26,4,4,0
NYK,2013-04-07,76,50,26,4,4,0
NYK,2013-04-14,82,54,28,6,4,2
GSW,2012-11-04,3,2,1,3,2,1
GSW,2012-11-11,7,3,4,4,1,3
GSW,2012-11-18,10,5,5,3,2,1
GSW,2012-11-25,14,8,6,4,3,1
GSW,2012-12-02,16,10,6,2,2,0
GSW,2012-12-09,20,13,7,4,3,1
GSW,2012-12-16,24,16,8,4,3,1
GSW,2012-12-23,28,18,10,4,2,2
GSW,2012-12-30,31,21,10,3,3,0
GSW,2013-01-06,33,22,11,2,1,1
GSW,2013-01-13,36,23,13,3,1,2
GSW,2013-01-20,39,24,15,3,1,2
GSW,2013-01-27,43,26,17,4,2,2
GSW,2013-02-03,47,30,17,4,4,0
GSW,2013-02-10,51,30,21,4,0,4
GSW,2013-02-24,56,33,23,5,3,2
GSW,2013-03-03,60,33,27,4,0,4
GSW,2013-03-10,64,35,29,4,2,2
GSW,2013-03-17,68,38,30,4,3,1
GSW,2013-03-24,71,40,31,3,2,1
GSW,2013-03-31,74,42,32,3,2,1
GSW,2013-04-07,77,44,33,3,2,1
GSW,2013-04-14,82,47,35,5,3,2
OKC,2012-11-04,3,1,2,3,1,2
OKC,2012-11-11,7,5,2,4,4,0
OKC,2012-11-18,11,8,3,4,3,1
OKC,2012-11-25,14,10,4,3,2,1
OKC,2012-12-02,18,14,4,4,4,0
OKC,2012-12-09,21,17,4,3,3,0
OKC,2012-12-16,23,19,4,2,2,0
OKC,2012-12-23,26,21,5,3,2,1
OKC,2012-12-30,29,23,6,3,2,1
OKC,2013-01-06,33,26,7,4,3,1
OKC,2013-01-13,37,29,8,4,3,1
OKC,2013-01-20,41,32,9,4,3,1
OKC,2013-01-27,45,34,11,4,2,2
OKC,2013-02-03,47,35,12,2,1,1
OKC,2013-02-10,51,39,12,4,4,0
OKC,2013-02-24,56,41,15,5,2,3
OKC,2013-03-03,59,43,16,3,2,1
OKC,2013-03-10,63,47,16,4,4,0
OKC,2013-03-17,67,50,17,4,3,1
OKC,2013-03-24,71,52,19,4,2,2
OKC,2013-03-31,74,54,20,3,2,1
OKC,2013-04-07,77,56,21,3,2,1
OKC,2013-04-14,82,60,22,5,4,1
DET,2012-11-04,3,0,3,3,0,3
DET,2012-11-11,7,0,7,4,0,4
DET,2012-11-18,11,2,9,4,2,2
DET,2012-11-25,14,3,11,3,1,2
DET,2012-12-02,18,5,13,4,2,2
DET,2012-12-09,22,7,15,4,2,2
DET,2012-12-16,26,7,19,4,0,4
DET,2012-12-23,30,9,21,4,2,2
