team,date,count,win,loss,cur_count,cur_win,cur_loss
ATL,2015-11-02,4,3,1,4,3,1
ATL,2015-11-09,9,7,2,5,4,1
ATL,2015-11-16,12,8,4,3,1,2
ATL,2015-11-23,15,9,6,3,1,2
ATL,2015-11-30,20,12,8,5,3,2
ATL,2015-12-07,22,13,9,2,1,1
ATL,2015-12-14,26,14,12,4,1,3
ATL,2015-12-21,30,18,12,4,4,0
ATL,2015-12-28,33,20,13,3,2,1
ATL,2016-01-04,35,21,14,2,1,1
ATL,2016-01-11,38,23,15,3,2,1
ATL,2016-01-18,42,25,17,4,2,2
ATL,2016-01-25,46,27,19,4,2,2
ATL,2016-02-01,50,28,22,4,1,3
ATL,2016-02-08,54,30,24,4,2,2
ATL,2016-02-29,60,33,27,6,3,3
ATL,2016-03-07,63,35,28,3,2,1
ATL,2016-03-14,67,38,29,4,3,1
ATL,2016-03-21,71,41,30,4,3,1
ATL,2016-03-28,75,45,30,4,4,0
ATL,2016-04-04,77,45,32,2,0,2
ATL,2016-04-11,82,48,34,5,3,2
MIL,2015-11-02,4,1,3,4,1,3
MIL,2015-11-09,7,4,3,3,3,0
MIL,2015-11-16,10,5,5,3,1,2
MIL,2015-11-23,14,6,8,4,1,3
MIL,2015-11-30,18,7,11,4,1,3
MIL,2015-12-07,22,9,13,4,2,2
MIL,2015-12-14,25,10,15,3,1,2
MIL,2015-12-21,29,11,18,4,1,3
MIL,2015-12-28,32,12,20,3,1,2
MIL,2016-01-04,36,14,22,4,2,2
MIL,2016-01-11,39,15,24,3,1,2
MIL,2016-01-18,43,18,25,4,3,1
MIL,2016-01-25,46,19,27,3,1,2
MIL,2016-02-01,50,20,30,4,1,3
MIL,2016-02-08,52,20,32,2,0,2
MIL,2016-02-29,60,25,35,8,5,3
MIL,2016-03-07,64,26,38,4,1,3
MIL,2016-03-14,67,29,38,3,3,0
MIL,2016-03-21,71,30,41,4,1,3
MIL,2016-03-28,74,30,44,3,0,3
MIL,2016-04-04,77,32,45,3,2,1
MIL,2016-04-11,82,33,49,5,1,4
POR,2015-11-02,4,2,2,4,2,2
POR,2015-11-09,8,4,4,4,2,2
POR,2015-11-16,12,4,8,4,0,4
POR,2015-11-23,15,6,9,3,2,1
POR,2015-11-30,18,7,11,3,1,2
POR,2015-12-07,22,9,13,4,2,2
POR,2015-12-14,26,11,15,4,2,2
POR,2015-12-21,30,11,19,4,0,4
POR,2015-12-28,33,13,20,3,2,1
POR,2016-01-04,37,15,22,4,2,2
POR,2016-01-11,40,16,24,3,1,2
POR,2016-01-18,44,19,25,4,3,1
POR,2016-01-25,46,20,26,2,1,1
POR,2016-02-01,49,23,26,3,3,0
POR,2016-02-08,53,26,27,4,3,1
POR,2016-02-29,60,32,28,7,6,1
POR,2016-03-07,64,33,31,4,1,3
POR,2016-03-14,68,35,33,4,2,2
POR,2016-03-21,71,36,35,3,1,2
POR,2016-03-28,75,39,36,4,3,1
POR,2016-04-04,78,41,37,3,2,1
POR,2016-04-11,82,44,38,4,3,1
MIA,2015-11-02,3,2,1,3,2,1
MIA,2015-11-09,7,4,3,4,2,2
MIA,2015-11-16,9,6,3,2,2,0
MIA,2015-11-23,13,9,4,4,3,1
MIA,2015-11-30,16,10,6,3,1,2
MIA,2015-12-07,19,12,7,3,2,1
MIA,2015-12-14,23,14,9,4,2,2
MIA,2015-12-21,26,16,10,3,2,1
MIA,2015-12-28,30,18,12,4,2,2
MIA,2016-01-04,34,21,13,4,3,1
MIA,2016-01-11,38,22,16,4,1,3
MIA,2016-01-18,41,23,18,3,1,2
MIA,2016-01-25,45,24,21,4,1,3
MIA,2016-02-01,48,27,21,3,3,0
MIA,2016-02-08,52,29,23,4,2,2
MIA,2016-02-29,59,33,26,7,4,3
MIA,2016-03-07,63,37,26,4,4,0
MIA,2016-03-14,67,39,28,4,2,2
MIA,2016-03-21,69,40,29,2,1,1
MIA,2016-03-28,73,43,30,4,3,1
MIA,2016-04-04,76,44,32,3,1,2
MIA,2016-04-11,82,48,34,6,4,2
CHI,2015-11-02,4,3,1,4,3,1
CHI,2015-11-09,8,5,3,4,2,2
CHI,2015-11-16,10,7,3,2,2,0
CHI,2015-11-23,12,8,4,2,1,1
CHI,2015-11-30,15,10,5,3,2,1
CHI,2015-12-07,18,11,7,3,1,2
CHI,2015-12-14,22,14,8,4,3,1
CHI,2015-12-21,26,15,11,4,1,3
CHI,2015-12-28,29,17,12,3,2,1
CHI,2016-01-04,32,20,12,3,3,0
CHI,2016-01-11,36,22,14,4,2,2
CHI,2016-01-18,40,24,16,4,2,2
CHI,2016-01-25,44,25,19,4,1,3
CHI,2016-02-01,47,26,21,3,1,2
CHI,2016-02-08,51,27,24,4,1,3
CHI,2016-02-29,58,30,28,7,3,4
CHI,2016-03-07,62,32,30,4,2,2
CHI,2016-03-14,65,33,32,3,1,2
CHI,2016-03-21,69,36,33,4,3,1
CHI,2016-03-28,73,36,37,4,0,4
CHI,2016-04-04,77,39,38,4,3,1
CHI,2016-04-11,82,42,40,5,3,2
PHO,2015-11-02,4,2,2,4,2,2
PHO,2015-11-09,7,3,4,3,1,2
PHO,2015-11-16,10,6,4,3,3,0
PHO,2015-11-23,14,7,7,4,1,3
PHO,2015-11-30,17,8,9,3,1,2
PHO,2015-12-07,22,9,13,5,1,4
PHO,2015-12-14,26,11,15,4,2,2
PHO,2015-12-21,30,12,18,4,1,3
PHO,2015-12-28,33,12,21,3,0,3
PHO,2016-01-04,37,12,25,4,0,4
PHO,2016-01-11,39,13,26,2,1,1
PHO,2016-01-18,42,13,29,3,0,3
PHO,2016-01-25,45,14,31,3,1,2
PHO,2016-02-01,49,14,35,4,0,4
PHO,2016-02-08,53,14,39,4,0,4
PHO,2016-02-29,59,15,44,6,1,5
PHO,2016-03-07,63,17,46,4,2,2
PHO,2016-03-14,67,18,49,4,1,3
PHO,2016-03-21,70,19,51,3,1,2
PHO,2016-03-28,74,20,54,4,1,3
PHO,2016-04-04,77,20,57,3,0,3
PHO,2016-04-11,82,23,59,5,3,2
LAL,2015-11-02,3,0,3,3,0,3
LAL,2015-11-09,6,1,5,3,1,2
LAL,2015-11-16,11,2,9,5,1,4
LAL,2015-11-23,13,2,11,2,0,2
LAL,2015-11-30,16,2,14,3,0,3
LAL,2015-12-07,21,3,18,5,1,4
LAL,2015-12-14,24,3,21,3,0,3
LAL,2015-12-21,27,4,23,3,1,2
LAL,2015-12-28,32,5,27,5,1,4
LAL,2016-01-04,35,8,27,3,3,0
LAL,2016-01-11,39,8,31,4,0,4
LAL,2016-01-18,43,9,34,4,1,3
LAL,2016-01-25,46,9,37,3,0,3
LAL,2016-02-01,50,9,41,4,0,4
LAL,2016-02-08,54,11,43,4,2,2
LAL,2016-02-29,60,11,49,6,0,6
LAL,2016-03-07,64,13,51,4,2,2
LAL,2016-03-14,67,14,53,3,1,2
LAL,2016-03-21,69,14,55,2,0,2
LAL,2016-03-28,74,15,59,5,1,4
LAL,2016-04-04,76,16,60,2,1,1
LAL,2016-04-11,82,17,65,6,1,5
BRK,2015-11-02,4,0,4,4,0,4
BRK,2015-11-09,7,0,7,3,0,3
BRK,2015-11-16,10,1,9,3,1,2
BRK,2015-11-23,14,3,11,4,2,2
BRK,2015-11-30,17,4,13,3,1,2
BRK,2015-12-07,20,5,15,3,1,2
BRK,2015-12-14,24,7,17,4,2,2
BRK,2015-12-21,28,8,20,4,1,3
BRK,2015-12-28,31,9,22,3,1,2
BRK,2016-01-04,34,10,24,3,1,2
BRK,2016-01-11,38,10,28,4,0,4
BRK,2016-01-18,42,11,31,4,1,3
BRK,2016-01-25,45,12,33,3,1,2
BRK,2016-02-01,49,12,37,4,0,4
BRK,2016-02-08,53,14,39,4,2,2
BRK,2016-02-29,60,17,43,7,3,4
BRK,2016-03-07,63,18,45,3,1,2
BRK,2016-03-14,66,18,48,3,0,3
BRK,2016-03-21,69,19,50,3,1,2
BRK,2016-03-28,73,21,52,4,2,2
BRK,2016-04-04,77,21,56,4,0,4
BRK,2016-04-11,82,21,61,5,0,5
WAS,2015-11-02,3,2,1,3,2,1
WAS,2015-11-09,6,3,3,3,1,2
WAS,2015-11-16,8,4,4,2,1,1
WAS,2015-11-23,10,6,4,2,2,0
WAS,2015-11-30,14,6,8,4,0,4
WAS,2015-12-07,19,9,10,5,3,2
WAS,2015-12-14,23,10,13,4,1,3
WAS,2015-12-21,26,12,14,3,2,1
WAS,2015-12-28,29,14,15,3,2,1
WAS,2016-01-04,32,15,17,3,1,2
WAS,2016-01-11,36,17,19,4,2,2
WAS,2016-01-18,40,19,21,4,2,2
WAS,2016-01-25,42,20,22,2,1,1
WAS,2016-02-01,46,21,25,4,1,3
WAS,2016-02-08,49,22,27,3,1,2
WAS,2016-02-29,59,29,30,10,7,3
WAS,2016-03-07,62,30,32,3,1,2
WAS,2016-03-14,66,31,35,4,1,3
WAS,2016-03-21,70,35,35,4,4,0
WAS,2016-03-28,73,36,37,3,1,2
WAS,2016-04-04,77,37,40,4,1,3
WAS,2016-04-11,82,41,41,5,4,1
DEN,2015-11-02,3,1,2,3,1,2
DEN,2015-11-09,7,3,4,4,2,2
DEN,2015-11-16,10,5,5,3,2,1
DEN,2015-11-23,14,6,8,4,1,3
DEN,2015-11-30,18,6,12,4,0,4
DEN,2015-12-07,21,8,13,3,2,1
DEN,2015-12-14,24,10,14,3,2,1
DEN,2015-12-21,27,11,16,3,1,2
DEN,2015-12-28,31,12,19,4,1,3
DEN,2016-01-04,35,12,23,4,0,4
DEN,2016-01-11,38,14,24,3,2,1
DEN,2016-01-18,41,16,25,3,2,1
DEN,2016-01-25,45,17,28,4,1,3
DEN,2016-02-01,49,19,30,4,2,2
DEN,2016-02-08,53,21,32,4,2,2
DEN,2016-02-29,60,23,37,7,2,5
DEN,2016-03-07,63,25,38,3,2,1
DEN,2016-03-14,67,28,39,4,3,1
DEN,2016-03-21,71,29,42,4,1,3
DEN,2016-03-28,75,31,44,4,2,2
DEN,2016-04-04,78,32,46,3,1,2
DEN,2016-04-11,82,33,49,4,1,3
BOS,2015-11-02,3,1,2,3,1,2
BOS,2015-11-09,5,2,3,2,1,1
BOS,2015-11-16,10,6,4,5,4,1
BOS,2015-11-23,13,7,6,3,1,2
BOS,2015-11-30,18,10,8,5,3,2
BOS,2015-12-07,21,12,9,3,2,1
BOS,2015-12-14,24,14,10,3,2,1
BOS,2015-12-21,28,15,13,4,1,3
BOS,2015-12-28,31,18,13,3,3,0
BOS,2016-01-04,34,19,15,3,1,2
BOS,2016-01-11,37,19,18,3,0,3
BOS,2016-01-18,42,22,20,5,3,2
BOS,2016-01-25,46,25,21,4,3,1
BOS,2016-02-01,49,27,22,3,2,1
BOS,2016-02-08,53,31,22,4,4,0
BOS,2016-02-29,61,36,25,8,5,3
BOS,2016-03-07,64,38,26,3,2,1
BOS,2016-03-14,66,39,27,2,1,1
BOS,2016-03-21,71,41,30,5,2,3
BOS,2016-03-28,74,43,31,3,2,1
BOS,2016-04-04,77,45,32,3,2,1
BOS,2016-04-11,82,48,34,5,3,2
DET,2015-11-02,3,3,0,3,3,0
DET,2015-11-09,7,5,2,4,2,2
DET,2015-11-16,10,5,5,3,0,3
DET,2015-11-23,14,7,7,4,2,2
DET,2015-11-30,18,9,9,4,2,2
DET,2015-12-07,22,12,10,4,3,1
DET,2015-12-14,26,14,12,4,2,2
DET,2015-12-21,28,16,12,2,2,0
DET,2015-12-28,31,17,14,3,1,2
DET,2016-01-04,35,19,16,4,2,2
DET,2016-01-11,37,21,16,2,2,0
DET,2016-01-18,41,22,19,4,1,3
DET,2016-01-25,45,24,21,4,2,2
DET,2016-02-01,49,26,23,4,2,2
DET,2016-02-08,53,27,26,4,1,3
DET,2016-02-29,60,31,29,7,4,3
DET,2016-03-07,63,32,31,3,1,2
DET,2016-03-14,67,34,33,4,2,2
DET,2016-03-21,71,37,34,4,3,1
DET,2016-03-28,74,39,35,3,2,1
DET,2016-04-04,77,41,36,3,2,1
DET,2016-04-11,82,44,38,5,3,2
TOR,2015-11-02,3,3,0,3,3,0
TOR,2015-11-09,7,5,2,4,2,2
TOR,2015-11-16,11,7,4,4,2,2
TOR,2015-11-23,15,9,6,4,2,2
TOR,2015-11-30,18,11,7,3,2,1
TOR,2015-12-07,22,13,9,4,2,2
TOR,2015-12-14,26,16,10,4,3,1
TOR,2015-12-21,29,17,12,3,1,2
TOR,2015-12-28,32,19,13,3,2,1
TOR,2016-01-04,36,21,15,4,2,2
TOR,2016-01-11,39,24,15,3,3,0
TOR,2016-01-18,41,26,15,2,2,0
TOR,2016-01-25,44,29,15,3,3,0
TOR,2016-02-01,48,32,16,4,3,1
TOR,2016-02-08,51,35,16,3,3,0
TOR,2016-02-29,58,39,19,7,4,3
TOR,2016-03-07,61,41,20,3,2,1
TOR,2016-03-14,65,44,21,4,3,1
TOR,2016-03-21,69,48,21,4,4,0
TOR,2016-03-28,73,49,24,4,1,3
TOR,2016-04-04,76,51,25,3,2,1
TOR,2016-04-11,82,56,26,6,5,1
SAC,2015-11-02,3,1,2,3,1,2
SAC,2015-11-09,8,1,7,5,0,5
SAC,2015-11-16,11,4,7,3,3,0
SAC,2015-11-23,15,5,10,4,1,3
SAC,2015-11-30,19,7,12,4,2,2
SAC,2015-12-07,22,7,15,3,0,3
SAC,2015-12-14,24,9,15,2,2,0
SAC,2015-12-21,28,11,17,4,2,2
SAC,2015-12-28,31,12,19,3,1,2
SAC,2016-01-04,34,14,20,3,2,1
SAC,2016-01-11,37,15,22,3,1,2
SAC,2016-01-18,40,17,23,3,2,1
SAC,2016-01-25,44,20,24,4,3,1
SAC,2016-02-01,48,21,27,4,1,3
SAC,2016-02-08,52,21,31,4,0,4
SAC,2016-02-29,58,24,34,6,3,3
SAC,2016-03-07,62,25,37,4,1,3
SAC,2016-03-14,65,25,40,3,0,3
SAC,2016-03-21,70,27,43,5,2,3
SAC,2016-03-28,74,29,45,4,2,2
SAC,2016-04-04,77,31,46,3,2,1
SAC,2016-04-11,82,33,49,5,2,3
UTA,2015-11-02,3,2,1,3,2,1
UTA,2015-11-09,6,4,2,3,2,1
UTA,2015-11-16,10,5,5,4,1,3
UTA,2015-11-23,13,6,7,3,1,2
UTA,2015-11-30,16,8,8,3,2,1
UTA,2015-12-07,18,9,9,2,1,1
UTA,2015-12-14,23,10,13,5,1,4
UTA,2015-12-21,26,12,14,3,2,1
UTA,2015-12-28,29,13,16,3,1,2
UTA,2016-01-04,33,15,18,4,2,2
UTA,2016-01-11,37,17,20,4,2,2
UTA,2016-01-18,41,18,23,4,1,3
UTA,2016-01-25,44,19,25,3,1,2
UTA,2016-02-01,47,22,25,3,3,0
UTA,2016-02-08,50,25,25,3,3,0
UTA,2016-02-29,59,28,31,9,3,6
UTA,2016-03-07,62,29,33,3,1,2
UTA,2016-03-14,67,32,35,5,3,2
UTA,2016-03-21,70,34,36,3,2,1
UTA,2016-03-28,74,37,37,4,3,1
UTA,2016-04-04,77,39,38,3,2,1
UTA,2016-04-11,82,40,42,5,1,4
CLE,2015-11-02,4,3,1,4,3,1
CLE,2015-11-09,7,6,1,3,3,0
CLE,2015-11-16,10,8,2,3,2,1
CLE,2015-11-23,14,11,3,4,3,1
CLE,2015-11-30,17,13,4,3,2,1
CLE,2015-12-07,20,13,7,3,0,3
CLE,2015-12-14,22,15,7,2,2,0
CLE,2015-12-21,25,18,7,3,3,0
CLE,2015-12-28,29,20,9,4,2,2
CLE,2016-01-04,32,23,9,3,3,0
CLE,2016-01-11,35,26,9,3,3,0
CLE,2016-01-18,39,28,11,4,2,2
CLE,2016-01-25,43,31,12,4,3,1
CLE,2016-02-01,47,35,12,4,4,0
CLE,2016-02-08,51,37,14,4,2,2
CLE,2016-02-29,59,42,17,8,5,3
CLE,2016-03-07,62,44,18,3,2,1
CLE,2016-03-14,66,47,19,4,3,1
CLE,2016-03-21,70,50,20,4,3,1
CLE,2016-03-28,73,52,21,3,2,1
CLE,2016-04-04,77,55,22,4,3,1
CLE,2016-04-11,82,57,25,5,2,3
GSW,2015-11-02,4,4,0,4,4,0
GSW,2015-11-09,8,8,0,4,4,0
GSW,2015-11-16,11,11,0,3,3,0
GSW,2015-11-23,15,15,0,4,4,0
GSW,2015-11-30,19,19,0,4,4,0
GSW,2015-12-07,22,22,0,3,3,0
GSW,2015-12-14,25,24,1,3,2,1
GSW,2015-12-21,27,26,1,2,2,0
GSW,2015-12-28,30,29,1,3,3,0
GSW,2016-01-04,34,32,2,4,3,1
GSW,2016-01-11,38,36,2,4,4,0
GSW,2016-01-18,42,38,4,4,2,2
GSW,2016-01-25,45,41,4,3,3,0
GSW,2016-02-01,48,44,4,3,3,0
GSW,2016-02-08,50,46,4,2,2,0
GSW,2016-02-29,58,53,5,8,7,1
GSW,2016-03-07,62,56,6,4,3,1
GSW,2016-03-14,66,60,6,4,4,0
GSW,2016-03-21,70,63,7,4,3,1
GSW,2016-03-28,73,66,7,3,3,0
GSW,2016-04-04,77,69,8,4,3,1
GSW,2016-04-11,82,73,9,5,4,1
MIN,2015-11-02,3,2,1,3,2,1
MIN,2015-11-09,6,4,2,3,2,1
MIN,2015-11-16,10,4,6,4,0,4
MIN,2015-11-23,14,6,8,4,2,2
MIN,2015-11-30,17,8,9,3,2,1
MIN,2015-12-07,20,8,12,3,0,3
MIN,2015-12-14,23,9,14,3,1,2
MIN,2015-12-21,28,11,17,5,2,3
MIN,2015-12-28,31,11,20,3,0,3
MIN,2016-01-04,35,12,23,4,1,3
MIN,2016-01-11,38,12,26,3,0,3
MIN,2016-01-18,42,13,29,4,1,3
MIN,2016-01-25,46,14,32,4,1,3
MIN,2016-02-01,49,14,35,3,0,3
MIN,2016-02-08,53,16,37,4,2,2
MIN,2016-02-29,60,19,41,7,3,4
MIN,2016-03-07,64,20,44,4,1,3
MIN,2016-03-14,67,21,46,3,1,2
MIN,2016-03-21,70,22,48,3,1,2
MIN,2016-03-28,74,25,49,4,3,1
MIN,2016-04-04,77,25,52,3,0,3
MIN,2016-04-11,82,29,53,5,4,1
SAS,2015-11-02,4,3,1,4,3,1
SAS,2015-11-09,7,5,2,3,2,1
SAS,2015-11-16,10,8,2,3,3,0
SAS,2015-11-23,14,11,3,4,3,1
SAS,2015-11-30,18,14,4,4,3,1
SAS,2015-12-07,22,18,4,4,4,0
SAS,2015-12-14,26,21,5,4,3,1
SAS,2015-12-21,29,24,5,3,3,0
SAS,2015-12-28,33,27,6,4,3,1
SAS,2016-01-04,36,30,6,3,3,0
SAS,2016-01-11,39,33,6,3,3,0
SAS,2016-01-18,42,36,6,3,3,0
SAS,2016-01-25,45,38,7,3,2,1
SAS,2016-02-01,48,40,8,3,2,1
SAS,2016-02-08,51,43,8,3,3,0
SAS,2016-02-29,59,50,9,8,7,1
SAS,2016-03-07,63,53,10,4,3,1
SAS,2016-03-14,66,56,10,3,3,0
SAS,2016-03-21,70,59,11,4,3,1
SAS,2016-03-28,74,62,12,4,3,1
SAS,2016-04-04,76,64,12,2,2,0
SAS,2016-04-11,82,67,15,6,3,3
NOP,2015-11-02,3,0,3,3,0,3
NOP,2015-11-09,6,0,6,3,0,3
NOP,2015-11-16,10,1,9,4,1,3
NOP,2015-11-23,14,3,11,4,2,2
NOP,2015-11-30,17,4,13,3,1,2
NOP,2015-12-07,21,5,16,4,1,3
NOP,2015-12-14,24,6,18,3,1,2
NOP,2015-12-21,27,8,19,3,2,1
NOP,2015-12-28,31,10,21,4,2,2
NOP,2016-01-04,33,11,22,2,1,1
NOP,2016-01-11,36,11,25,3,0,3
NOP,2016-01-18,40,13,27,4,2,2
NOP,2016-01-25,44,16,28,4,3,1
NOP,2016-02-01,47,18,29,3,2,1
NOP,2016-02-08,51,19,32,4,1,3
NOP,2016-02-29,58,23,35,7,4,3
NOP,2016-03-07,62,24,38,4,1,3
NOP,2016-03-14,66,24,42,4,0,4
NOP,2016-03-21,69,26,43,3,2,1
NOP,2016-03-28,73,27,46,4,1,3
NOP,2016-04-04,76,29,47,3,2,1
NOP,2016-04-11,82,30,52,6,1,5
NYK,2015-11-02,4,2,2,4,2,2
NYK,2015-11-09,7,3,4,3,1,2
NYK,2015-11-16,11,5,6,4,2,2
NYK,2015-11-23,15,8,7,4,3,1
NYK,2015-11-30,18,8,10,3,0,3
NYK,2015-12-07,22,10,12,4,2,2
NYK,2015-12-14,25,11,14,3,1,2
NYK,2015-12-21,29,14,15,4,3,1
NYK,2015-12-28,32,14,18,3,0,3
NYK,2016-01-04,35,16,19,3,2,1
NYK,2016-01-11,39,19,20,4,3,1
NYK,2016-01-18,43,21,22,4,2,2
NYK,2016-01-25,46,22,24,3,1,2
NYK,2016-02-01,50,23,27,4,1,3
NYK,2016-02-08,54,23,31,4,0,4
NYK,2016-02-29,61,25,36,7,2,5
NYK,2016-03-07,64,26,38,3,1,2
NYK,2016-03-14,68,28,40,4,2,2
NYK,2016-03-21,71,28,43,3,0,3
NYK,2016-03-28,75,30,45,4,2,2
NYK,2016-04-04,78,31,47,3,1,2
NYK,2016-04-11,82,32,50,4,1,3
ORL,2015-11-02,3,0,3,3,0,3
ORL,2015-11-09,8,3,5,5,3,2
ORL,2015-11-16,11,5,6,3,2,1
ORL,2015-11-23,14,6,8,3,1,2
ORL,2015-11-30,17,9,8,3,3,0
ORL,2015-12-07,20,11,9,3,2,1
ORL,2015-12-14,24,13,11,4,2,2
ORL,2015-12-21,28,16,12,4,3,1
ORL,2015-12-28,31,18,13,3,2,1
ORL,2016-01-04,35,19,16,4,1,3
ORL,2016-01-11,38,20,18,3,1,2
ORL,2016-01-18,40,20,20,2,0,2
ORL,2016-01-25,43,20,23,3,0,3
ORL,2016-02-01,47,21,26,4,1,3
ORL,2016-02-08,51,23,28,4,2,2
ORL,2016-02-29,58,26,32,7,3,4
ORL,2016-03-07,62,27,35,4,1,3
ORL,2016-03-14,65,28,37,3,1,2
ORL,2016-03-21,70,29,41,5,1,4
ORL,2016-03-28,73,30,43,3,1,2
ORL,2016-04-04,77,33,44,4,3,1
ORL,2016-04-11,82,35,47,5,2,3
CHO,2015-11-02,3,0,3,3,0,3
CHO,2015-11-09,6,2,4,3,2,1
CHO,2015-11-16,10,5,5,4,3,1
CHO,2015-11-23,14,8,6,4,3,1
CHO,2015-11-30,17,10,7,3,2,1
CHO,2015-12-07,20,12,8,3,2,1
CHO,2015-12-14,23,14,9,3,2,1
CHO,2015-12-21,27,15,12,4,1,3
CHO,2015-12-28,30,17,13,3,2,1
CHO,2016-01-04,34,17,17,4,0,4
CHO,2016-01-11,37,17,20,3,0,3
CHO,2016-01-18,41,19,22,4,2,2
CHO,2016-01-25,45,22,23,4,3,1
CHO,2016-02-01,48,23,25,3,1,2
CHO,2016-02-08,52,26,26,4,3,1
CHO,2016-02-29,58,30,28,6,4,2
CHO,2016-03-07,62,34,28,4,4,0
CHO,2016-03-14,66,37,29,4,3,1
CHO,2016-03-21,70,40,30,4,3,1
CHO,2016-03-28,73,42,31,3,2,1
CHO,2016-04-04,76,44,32,3,2,1
CHO,2016-04-11,82,48,34,6,4,2
HOU,2015-11-02,4,1,3,4,1,3
HOU,2015-11-09,7,4,3,3,3,0
HOU,2015-11-16,11,4,7,4,0,4
HOU,2015-11-23,14,5,9,3,1,2
HOU,2015-11-30,18,7,11,4,2,2
HOU,2015-12-07,21,10,11,3,3,0
HOU,2015-12-14,25,12,13,4,2,2
HOU,2015-12-21,29,15,14,4,3,1
HOU,2015-12-28,32,16,16,3,1,2
HOU,2016-01-04,36,17,19,4,1,3
HOU,2016-01-11,38,19,19,2,2,0
HOU,2016-01-18,43,22,21,5,3,2
HOU,2016-01-25,47,25,22,4,3,1
HOU,2016-02-01,50,25,25,3,0,3
HOU,2016-02-08,53,27,26,3,2,1
HOU,2016-02-29,60,29,31,7,2,5
HOU,2016-03-07,63,31,32,3,2,1
HOU,2016-03-14,67,34,33,4,3,1
HOU,2016-03-21,70,35,35,3,1,2
HOU,2016-03-28,74,36,38,4,1,3
HOU,2016-04-04,77,38,39,3,2,1
HOU,2016-04-11,82,41,41,5,3,2
IND,2015-11-02,3,0,3,3,0,3
IND,2015-11-09,8,4,4,5,4,1
IND,2015-11-16,11,6,5,3,2,1
IND,2015-11-23,13,8,5,2,2,0
IND,2015-11-30,16,11,5,3,3,0
IND,2015-12-07,19,12,7,3,1,2
IND,2015-12-14,23,14,9,4,2,2
IND,2015-12-21,27,16,11,4,2,2
IND,2015-12-28,30,18,12,3,2,1
IND,2016-01-04,34,19,15,4,1,3
IND,2016-01-11,37,21,16,3,2,1
IND,2016-01-18,41,22,19,4,1,3
IND,2016-01-25,44,23,21,3,1,2
IND,2016-02-01,48,25,23,4,2,2
