team,date,count,win,loss,cur_count,cur_win,cur_loss
IND,2010-10-31,3,2,1,3,2,1
IND,2010-11-07,5,2,3,2,0,2
IND,2010-11-14,8,4,4,3,2,1
IND,2010-11-21,11,5,6,3,1,2
IND,2010-11-28,15,8,7,4,3,1
IND,2010-12-05,18,9,9,3,1,2
IND,2010-12-12,22,11,11,4,2,2
IND,2010-12-19,26,12,14,4,1,3
IND,2010-12-26,28,13,15,2,1,1
IND,2011-01-02,32,14,18,4,1,3
IND,2011-01-09,34,14,20,2,0,2
IND,2011-01-16,37,16,21,3,2,1
IND,2011-01-23,41,16,25,4,0,4
IND,2011-01-30,44,17,27,3,1,2
IND,2011-02-06,48,21,27,4,4,0
IND,2011-02-13,52,24,28,4,3,1
IND,2011-02-27,58,26,32,6,2,4
IND,2011-03-06,62,27,35,4,1,3
IND,2011-03-13,66,28,38,4,1,3
IND,2011-03-20,70,30,40,4,2,2
IND,2011-03-27,74,32,42,4,2,2
IND,2011-04-03,78,35,43,4,3,1
IND,2011-04-10,82,37,45,4,2,2
MIA,2010-10-31,4,3,1,4,3,1
MIA,2010-11-07,7,5,2,3,2,1
MIA,2010-11-14,10,6,4,3,1,2
MIA,2010-11-21,13,8,5,3,2,1
MIA,2010-11-28,17,9,8,4,1,3
MIA,2010-12-05,21,13,8,4,4,0
MIA,2010-12-12,25,17,8,4,4,0
MIA,2010-12-19,29,21,8,4,4,0
MIA,2010-12-26,32,23,9,3,2,1
MIA,2011-01-02,35,26,9,3,3,0
MIA,2011-01-09,39,30,9,4,4,0
MIA,2011-01-16,42,30,12,3,0,3
MIA,2011-01-23,44,31,13,2,1,1
MIA,2011-01-30,47,33,14,3,2,1
MIA,2011-02-06,51,37,14,4,4,0
MIA,2011-02-13,54,39,15,3,2,1
MIA,2011-02-27,60,43,17,6,4,2
MIA,2011-03-06,63,43,20,3,0,3
MIA,2011-03-13,66,45,21,3,2,1
MIA,2011-03-20,70,48,22,4,3,1
MIA,2011-03-27,73,51,22,3,3,0
MIA,2011-04-03,77,54,23,4,3,1
MIA,2011-04-10,82,58,24,5,4,1
NOH,2010-10-31,3,3,0,3,3,0
NOH,2010-11-07,6,6,0,3,3,0
NOH,2010-11-14,8,8,0,2,2,0
NOH,2010-11-21,12,11,1,4,3,1
NOH,2010-11-28,16,12,4,4,1,3
NOH,2010-12-05,20,13,7,4,1,3
NOH,2010-12-12,23,14,9,3,1,2
NOH,2010-12-19,27,16,11,4,2,2
NOH,2010-12-26,30,18,12,3,2,1
NOH,2011-01-02,34,20,14,4,2,2
NOH,2011-01-09,38,22,16,4,2,2
NOH,2011-01-16,41,25,16,3,3,0
NOH,2011-01-23,45,29,16,4,4,0
NOH,2011-01-30,49,31,18,4,2,2
NOH,2011-02-06,52,32,20,3,1,2
NOH,2011-02-13,56,33,23,4,1,3
NOH,2011-02-27,61,35,26,5,2,3
NOH,2011-03-06,65,37,28,4,2,2
NOH,2011-03-13,68,39,29,3,2,1
NOH,2011-03-20,71,40,31,3,1,2
NOH,2011-03-27,74,42,32,3,2,1
NOH,2011-04-03,77,44,33,3,2,1
NOH,2011-04-10,82,46,36,5,2,3
LAC,2010-10-31,3,0,3,3,0,3
LAC,2010-11-07,7,1,6,4,1,3
LAC,2010-11-14,10,1,9,3,0,3
LAC,2010-11-21,14,1,13,4,0,4
LAC,2010-11-28,18,3,15,4,2,2
LAC,2010-12-05,21,4,17,3,1,2
LAC,2010-12-12,25,5,20,4,1,3
LAC,2010-12-19,28,7,21,3,2,1
LAC,2010-12-26,31,9,22,3,2,1
LAC,2011-01-02,34,10,24,3,1,2
LAC,2011-01-09,36,12,24,2,2,0
LAC,2011-01-16,39,14,25,3,2,1
LAC,2011-01-23,43,17,26,4,3,1
LAC,2011-01-30,46,18,28,3,1,2
LAC,2011-02-06,50,19,31,4,1,3
LAC,2011-02-13,54,20,34,4,1,3
LAC,2011-02-27,60,21,39,6,1,5
LAC,2011-03-06,63,23,40,3,2,1
LAC,2011-03-13,67,26,41,4,3,1
LAC,2011-03-20,71,27,44,4,1,3
LAC,2011-03-27,74,29,45,3,2,1
LAC,2011-04-03,77,30,47,3,1,2
LAC,2011-04-10,82,32,50,5,2,3
NJN,2010-10-31,3,2,1,3,2,1
NJN,2010-11-07,6,2,4,3,0,3
NJN,2010-11-14,9,3,6,3,1,2
NJN,2010-11-21,13,4,9,4,1,3
NJN,2010-11-28,17,6,11,4,2,2
NJN,2010-12-05,21,6,15,4,0,4
NJN,2010-12-12,24,6,18,3,0,3
NJN,2010-12-19,28,8,20,4,2,2
NJN,2010-12-26,30,9,21,2,1,1
NJN,2011-01-02,34,9,25,4,0,4
NJN,2011-01-09,37,10,27,3,1,2
NJN,2011-01-16,40,10,30,3,0,3
NJN,2011-01-23,44,12,32,4,2,2
NJN,2011-01-30,48,14,34,4,2,2
NJN,2011-02-06,52,15,37,4,1,3
NJN,2011-02-13,55,17,38,3,2,1
NJN,2011-02-27,59,17,42,4,0,4
NJN,2011-03-06,62,19,43,3,2,1
NJN,2011-03-13,64,21,43,2,2,0
NJN,2011-03-20,68,22,46,4,1,3
NJN,2011-03-27,72,23,49,4,1,3
NJN,2011-04-03,76,23,53,4,0,4
NJN,2011-04-10,82,24,58,6,1,5
MIN,2010-10-31,3,1,2,3,1,2
MIN,2010-11-07,7,1,6,4,0,4
MIN,2010-11-14,11,3,8,4,2,2
MIN,2010-11-21,14,4,10,3,1,2
MIN,2010-11-28,17,4,13,3,0,3
MIN,2010-12-05,20,5,15,3,1,2
MIN,2010-12-12,24,6,18,4,1,3
MIN,2010-12-19,28,6,22,4,0,4
MIN,2010-12-26,31,7,24,3,1,2
MIN,2011-01-02,34,9,25,3,2,1
MIN,2011-01-09,38,9,29,4,0,4
MIN,2011-01-16,41,10,31,3,1,2
MIN,2011-01-23,43,10,33,2,0,2
MIN,2011-01-30,47,11,36,4,1,3
MIN,2011-02-06,50,11,39,3,0,3
MIN,2011-02-13,54,13,41,4,2,2
MIN,2011-02-27,60,14,46,6,1,5
MIN,2011-03-06,64,15,49,4,1,3
MIN,2011-03-13,68,17,51,4,2,2
MIN,2011-03-20,71,17,54,3,0,3
MIN,2011-03-27,74,17,57,3,0,3
MIN,2011-04-03,77,17,60,3,0,3
MIN,2011-04-10,82,17,65,5,0,5
DET,2010-10-31,3,0,3,3,0,3
DET,2010-11-07,7,2,5,4,2,2
DET,2010-11-14,10,4,6,3,2,1
DET,2010-11-21,13,5,8,3,1,2
DET,2010-11-28,17,6,11,4,1,3
DET,2010-12-05,21,7,14,4,1,3
DET,2010-12-12,25,7,18,4,0,4
DET,2010-12-19,28,9,19,3,2,1
DET,2010-12-26,30,10,20,2,1,1
DET,2011-01-02,33,11,22,3,1,2
DET,2011-01-09,36,12,24,3,1,2
DET,2011-01-16,40,14,26,4,2,2
DET,2011-01-23,44,16,28,4,2,2
DET,2011-01-30,48,17,31,4,1,3
DET,2011-02-06,51,19,32,3,2,1
DET,2011-02-13,55,20,35,4,1,3
DET,2011-02-27,61,22,39,6,2,4
DET,2011-03-06,64,23,41,3,1,2
DET,2011-03-13,67,23,44,3,0,3
DET,2011-03-20,70,25,45,3,2,1
DET,2011-03-27,73,26,47,3,1,2
DET,2011-04-03,76,26,50,3,0,3
DET,2011-04-10,82,30,52,6,4,2
DEN,2010-10-31,3,2,1,3,2,1
DEN,2010-11-07,6,4,2,3,2,1
DEN,2010-11-14,9,5,4,3,1,2
DEN,2010-11-21,13,7,6,4,2,2
DEN,2010-11-28,16,10,6,3,3,0
DEN,2010-12-05,19,13,6,3,3,0
DEN,2010-12-12,23,14,9,4,1,3
DEN,2010-12-19,26,16,10,3,2,1
DEN,2010-12-26,29,16,13,3,0,3
DEN,2011-01-02,32,19,13,3,3,0
DEN,2011-01-09,36,20,16,4,1,3
DEN,2011-01-16,40,23,17,4,3,1
DEN,2011-01-23,43,25,18,3,2,1
DEN,2011-01-30,47,28,19,4,3,1
DEN,2011-02-06,51,30,21,4,2,2
DEN,2011-02-13,55,31,24,4,1,3
DEN,2011-02-27,60,34,26,5,3,2
DEN,2011-03-06,64,37,27,4,3,1
DEN,2011-03-13,66,39,27,2,2,0
DEN,2011-03-20,70,41,29,4,2,2
DEN,2011-03-27,73,44,29,3,3,0
DEN,2011-04-03,76,47,29,3,3,0
DEN,2011-04-10,82,50,32,6,3,3
GSW,2010-10-31,3,2,1,3,2,1
GSW,2010-11-07,6,4,2,3,2,1
GSW,2010-11-14,10,6,4,4,2,2
GSW,2010-11-21,13,7,6,3,1,2
GSW,2010-11-28,17,8,9,4,1,3
GSW,2010-12-05,20,8,12,3,0,3
GSW,2010-12-12,23,8,15,3,0,3
GSW,2010-12-19,26,9,17,3,1,2
GSW,2010-12-26,29,11,18,3,2,1
GSW,2011-01-02,33,13,20,4,2,2
GSW,2011-01-09,37,15,22,4,2,2
GSW,2011-01-16,39,16,23,2,1,1
GSW,2011-01-23,43,19,24,4,3,1
GSW,2011-01-30,47,20,27,4,1,3
GSW,2011-02-06,49,22,27,2,2,0
GSW,2011-02-13,53,24,29,4,2,2
GSW,2011-02-27,58,26,32,5,2,3
GSW,2011-03-06,62,27,35,4,1,3
GSW,2011-03-13,66,30,36,4,3,1
GSW,2011-03-20,70,30,40,4,0,4
GSW,2011-03-27,74,32,42,4,2,2
GSW,2011-04-03,77,33,44,3,1,2
GSW,2011-04-10,82,36,46,5,3,2
MIL,2010-10-31,3,1,2,3,1,2
MIL,2010-11-07,7,2,5,4,1,3
MIL,2010-11-14,10,5,5,3,3,0
MIL,2010-11-21,13,5,8,3,0,3
MIL,2010-11-28,16,6,10,3,1,2
MIL,2010-12-05,19,7,12,3,1,2
MIL,2010-12-12,22,9,13,3,2,1
MIL,2010-12-19,25,10,15,3,1,2
MIL,2010-12-26,28,12,16,3,2,1
MIL,2011-01-02,31,13,18,3,1,2
MIL,2011-01-09,35,14,21,4,1,3
MIL,2011-01-16,37,14,23,2,0,2
MIL,2011-01-23,41,16,25,4,2,2
MIL,2011-01-30,45,19,26,4,3,1
MIL,2011-02-06,49,19,30,4,0,4
MIL,2011-02-13,53,20,33,4,1,3
MIL,2011-02-27,58,22,36,5,2,3
MIL,2011-03-06,61,23,38,3,1,2
MIL,2011-03-13,65,26,39,4,3,1
MIL,2011-03-20,69,28,41,4,2,2
MIL,2011-03-27,72,29,43,3,1,2
MIL,2011-04-03,76,31,45,4,2,2
MIL,2011-04-10,82,35,47,6,4,2
SAC,2010-10-31,3,2,1,3,2,1
SAC,2010-11-07,6,3,3,3,1,2
SAC,2010-11-14,9,3,6,3,0,3
SAC,2010-11-21,12,4,8,3,1,2
SAC,2010-11-28,15,4,11,3,0,3
SAC,2010-12-05,18,4,14,3,0,3
SAC,2010-12-12,21,5,16,3,1,2
SAC,2010-12-19,25,5,20,4,0,4
SAC,2010-12-26,27,5,22,2,0,2
SAC,2011-01-02,31,7,24,4,2,2
SAC,2011-01-09,34,8,26,3,1,2
SAC,2011-01-16,38,9,29,4,1,3
SAC,2011-01-23,41,9,32,3,0,3
SAC,2011-01-30,45,12,33,4,3,1
SAC,2011-02-06,47,12,35,2,0,2
SAC,2011-02-13,51,13,38,4,1,3
SAC,2011-02-27,57,14,43,6,1,5
SAC,2011-03-06,60,15,45,3,1,2
SAC,2011-03-13,64,15,49,4,0,4
SAC,2011-03-20,68,17,51,4,2,2
SAC,2011-03-27,72,20,52,4,3,1
SAC,2011-04-03,76,22,54,4,2,2
SAC,2011-04-10,82,24,58,6,2,4
LAL,2010-10-31,3,3,0,3,3,0
LAL,2010-11-07,7,7,0,4,4,0
LAL,2010-11-14,10,8,2,3,1,2
LAL,2010-11-21,14,12,2,4,4,0
LAL,2010-11-28,17,13,4,3,1,2
LAL,2010-12-05,20,14,6,3,1,2
LAL,2010-12-12,24,17,7,4,3,1
LAL,2010-12-19,28,21,7,4,4,0
LAL,2010-12-26,30,21,9,2,0,2
LAL,2011-01-02,34,23,11,4,2,2
LAL,2011-01-09,38,27,11,4,4,0
LAL,2011-01-16,42,30,12,4,3,1
LAL,2011-01-23,45,32,13,3,2,1
LAL,2011-01-30,48,33,15,3,1,2
