team,date,count,win,loss,cur_count,cur_win,cur_loss
MIN,2014-11-03,3,1,2,3,1,2
MIN,2014-11-10,6,2,4,3,1,2
MIN,2014-11-17,9,2,7,3,0,3
MIN,2014-11-24,12,3,9,3,1,2
MIN,2014-12-01,16,4,12,4,1,3
MIN,2014-12-08,20,4,16,4,0,4
MIN,2014-12-15,23,5,18,3,1,2
MIN,2014-12-22,26,5,21,3,0,3
MIN,2014-12-29,29,5,24,3,0,3
MIN,2015-01-05,33,5,28,4,0,4
MIN,2015-01-12,36,5,31,3,0,3
MIN,2015-01-19,40,7,33,4,2,2
MIN,2015-01-26,44,7,37,4,0,4
MIN,2015-02-02,48,8,40,4,1,3
MIN,2015-02-09,52,11,41,4,3,1
MIN,2015-03-02,59,13,46,7,2,5
MIN,2015-03-09,62,14,48,3,1,2
MIN,2015-03-16,66,14,52,4,0,4
MIN,2015-03-23,70,16,54,4,2,2
MIN,2015-03-30,74,16,58,4,0,4
MIN,2015-04-06,76,16,60,2,0,2
MIN,2015-04-13,82,16,66,6,0,6
CHI,2014-11-03,3,2,1,3,2,1
CHI,2014-11-10,8,6,2,5,4,1
CHI,2014-11-17,11,8,3,3,2,1
CHI,2014-11-24,14,9,5,3,1,2
CHI,2014-12-01,17,11,6,3,2,1
CHI,2014-12-08,20,12,8,3,1,2
CHI,2014-12-15,24,15,9,4,3,1
CHI,2014-12-22,27,18,9,3,3,0
CHI,2014-12-29,31,22,9,4,4,0
CHI,2015-01-05,35,25,10,4,3,1
CHI,2015-01-12,39,26,13,4,1,3
CHI,2015-01-19,43,27,16,4,1,3
CHI,2015-01-26,46,29,17,3,2,1
CHI,2015-02-02,49,30,19,3,1,2
CHI,2015-02-09,52,32,20,3,2,1
CHI,2015-03-02,60,37,23,8,5,3
CHI,2015-03-09,65,39,26,5,2,3
CHI,2015-03-16,68,40,28,3,1,2
CHI,2015-03-23,72,43,29,4,3,1
CHI,2015-03-30,74,45,29,2,2,0
CHI,2015-04-06,77,46,31,3,1,2
CHI,2015-04-13,82,50,32,5,4,1
HOU,2014-11-03,4,4,0,4,4,0
HOU,2014-11-10,7,6,1,3,2,1
HOU,2014-11-17,11,9,2,4,3,1
HOU,2014-11-24,14,11,3,3,2,1
HOU,2014-12-01,17,13,4,3,2,1
HOU,2014-12-08,20,16,4,3,3,0
HOU,2014-12-15,23,18,5,3,2,1
HOU,2014-12-22,27,20,7,4,2,2
HOU,2014-12-29,30,21,9,3,1,2
HOU,2015-01-05,34,23,11,4,2,2
HOU,2015-01-12,38,27,11,4,4,0
HOU,2015-01-19,42,29,13,4,2,2
HOU,2015-01-26,45,31,14,3,2,1
HOU,2015-02-02,48,33,15,3,2,1
HOU,2015-02-09,51,35,16,3,2,1
HOU,2015-03-02,59,41,18,8,6,2
HOU,2015-03-09,63,43,20,4,2,2
HOU,2015-03-16,66,44,22,3,1,2
HOU,2015-03-23,70,47,23,4,3,1
HOU,2015-03-30,74,50,24,4,3,1
HOU,2015-04-06,77,53,24,3,3,0
HOU,2015-04-13,82,56,26,5,3,2
LAC,2014-11-03,4,3,1,4,3,1
LAC,2014-11-10,7,4,3,3,1,2
LAC,2014-11-17,9,5,4,2,1,1
LAC,2014-11-24,13,8,5,4,3,1
LAC,2014-12-01,17,12,5,4,4,0
LAC,2014-12-08,20,15,5,3,3,0
LAC,2014-12-15,24,17,7,4,2,2
LAC,2014-12-22,28,19,9,4,2,2
