team,date,count,win,loss,cur_count,cur_win,cur_loss
PHO,2005-11-06,4,2,2,4,2,2
PHO,2005-11-13,6,3,3,2,1,1
PHO,2005-11-20,9,4,5,3,1,2
PHO,2005-11-27,12,7,5,3,3,0
PHO,2005-12-04,15,10,5,3,3,0
PHO,2005-12-11,19,13,6,4,3,1
PHO,2005-12-18,23,14,9,4,1,3
PHO,2005-12-25,25,15,10,2,1,1
PHO,2006-01-01,29,19,10,4,4,0
PHO,2006-01-08,33,22,11,4,3,1
PHO,2006-01-15,36,24,12,3,2,1
PHO,2006-01-22,40,26,14,4,2,2
PHO,2006-01-29,44,28,16,4,2,2
PHO,2006-02-05,47,31,16,3,3,0
PHO,2006-02-12,50,33,17,3,2,1
PHO,2006-02-26,54,37,17,4,4,0
PHO,2006-03-05,58,41,17,4,4,0
PHO,2006-03-12,62,43,19,4,2,2
PHO,2006-03-19,65,45,20,3,2,1
PHO,2006-03-26,68,47,21,3,2,1
PHO,2006-04-02,73,49,24,5,2,3
PHO,2006-04-09,76,50,26,3,1,2
PHO,2006-04-16,82,54,28,6,4,2
SAS,2005-11-06,3,2,1,3,2,1
SAS,2005-11-13,7,5,2,4,3,1
SAS,2005-11-20,10,8,2,3,3,0
SAS,2005-11-27,13,10,3,3,2,1
SAS,2005-12-04,16,13,3,3,3,0
SAS,2005-12-11,20,16,4,4,3,1
SAS,2005-12-18,24,19,5,4,3,1
SAS,2005-12-25,28,21,7,4,2,2
SAS,2006-01-01,31,24,7,3,3,0
SAS,2006-01-08,34,26,8,3,2,1
SAS,2006-01-15,37,28,9,3,2,1
SAS,2006-01-22,41,31,10,4,3,1
SAS,2006-01-29,44,34,10,3,3,0
SAS,2006-02-05,47,37,10,3,3,0
SAS,2006-02-12,50,40,10,3,3,0
SAS,2006-02-26,55,43,12,5,3,2
SAS,2006-03-05,58,46,12,3,3,0
SAS,2006-03-12,63,49,14,5,3,2
SAS,2006-03-19,66,52,14,3,3,0
SAS,2006-03-26,70,54,16,4,2,2
SAS,2006-04-02,73,57,16,3,3,0
SAS,2006-04-09,77,59,18,4,2,2
SAS,2006-04-16,82,63,19,5,4,1
SAC,2005-11-06,3,1,2,3,1,2
SAC,2005-11-13,7,2,5,4,1,3
SAC,2005-11-20,10,4,6,3,2,1
SAC,2005-11-27,13,6,7,3,2,1
SAC,2005-12-04,17,7,10,4,1,3
SAC,2005-12-11,21,9,12,4,2,2
SAC,2005-12-18,24,10,14,3,1,2
SAC,2005-12-25,26,10,16,2,0,2
SAC,2006-01-01,29,12,17,3,2,1
SAC,2006-01-08,32,13,19,3,1,2
SAC,2006-01-15,36,15,21,4,2,2
