team,date,count,win,loss,cur_count,cur_win,cur_loss
NOK,2006-11-05,3,3,0,3,3,0
NOK,2006-11-12,7,4,3,4,1,3
NOK,2006-11-19,10,7,3,3,3,0
NOK,2006-11-26,14,8,6,4,1,3
NOK,2006-12-03,16,8,8,2,0,2
NOK,2006-12-10,19,9,10,3,1,2
NOK,2006-12-17,22,10,12,3,1,2
NOK,2006-12-24,26,11,15,4,1,3
NOK,2006-12-31,30,12,18,4,1,3
NOK,2007-01-07,33,12,21,3,0,3
NOK,2007-01-14,36,14,22,3,2,1
NOK,2007-01-21,39,16,23,3,2,1
NOK,2007-01-28,43,18,25,4,2,2
NOK,2007-02-04,47,21,26,4,3,1
NOK,2007-02-11,51,24,27,4,3,1
NOK,2007-02-25,56,27,29,5,3,2
NOK,2007-03-04,60,28,32,4,1,3
NOK,2007-03-11,63,28,35,3,0,3
NOK,2007-03-18,66,29,37,3,1,2
NOK,2007-03-25,70,32,38,4,3,1
NOK,2007-04-01,73,33,40,3,1,2
NOK,2007-04-08,77,36,41,4,3,1
NOK,2007-04-15,82,39,43,5,3,2
CHI,2006-11-05,3,1,2,3,1,2
CHI,2006-11-12,6,3,3,3,2,1
CHI,2006-11-19,10,3,7,4,0,4
CHI,2006-11-26,13,4,9,3,1,2
CHI,2006-12-03,16,7,9,3,3,0
CHI,2006-12-10,20,10,10,4,3,1
CHI,2006-12-17,24,14,10,4,4,0
CHI,2006-12-24,27,16,11,3,2,1
CHI,2006-12-31,31,19,12,4,3,1
CHI,2007-01-07,34,20,14,3,1,2
CHI,2007-01-14,38,21,17,4,1,3
CHI,2007-01-21,41,23,18,3,2,1
CHI,2007-01-28,45,26,19,4,3,1
CHI,2007-02-04,48,28,20,3,2,1
CHI,2007-02-11,52,29,23,4,1,3
CHI,2007-02-25,58,32,26,6,3,3
CHI,2007-03-04,62,35,27,4,3,1
CHI,2007-03-11,65,37,28,3,2,1
CHI,2007-03-18,68,39,29,3,2,1
CHI,2007-03-25,71,41,30,3,2,1
CHI,2007-04-01,75,44,31,4,3,1
CHI,2007-04-08,78,46,32,3,2,1
CHI,2007-04-15,82,49,33,4,3,1
PHI,2006-11-05,3,3,0,3,3,0
PHI,2006-11-12,6,3,3,3,0,3
PHI,2006-11-19,9,4,5,3,1,2
PHI,2006-11-26,13,5,8,4,1,3
PHI,2006-12-03,16,5,11,3,0,3
PHI,2006-12-10,19,5,14,3,0,3
PHI,2006-12-17,23,5,18,4,0,4
PHI,2006-12-24,26,7,19,3,2,1
PHI,2006-12-31,30,8,22,4,1,3
PHI,2007-01-07,33,9,24,3,1,2
PHI,2007-01-14,37,10,27,4,1,3
PHI,2007-01-21,41,11,30,4,1,3
PHI,2007-01-28,45,14,31,4,3,1
PHI,2007-02-04,48,15,33,3,1,2
PHI,2007-02-11,52,17,35,4,2,2
PHI,2007-02-25,56,18,38,4,1,3
PHI,2007-03-04,60,22,38,4,4,0
PHI,2007-03-11,63,25,38,3,3,0
PHI,2007-03-18,67,26,41,4,1,3
PHI,2007-03-25,70,28,42,3,2,1
PHI,2007-04-01,73,29,44,3,1,2
PHI,2007-04-08,76,31,45,3,2,1
PHI,2007-04-15,82,35,47,6,4,2
PHO,2006-11-05,4,1,3,4,1,3
PHO,2006-11-12,7,2,5,3,1,2
PHO,2006-11-19,9,3,6,2,1,1
PHO,2006-11-26,13,7,6,4,4,0
PHO,2006-12-03,15,9,6,2,2,0
PHO,2006-12-10,19,13,6,4,4,0
PHO,2006-12-17,23,17,6,4,4,0
PHO,2006-12-24,25,18,7,2,1,1
PHO,2006-12-31,29,21,8,4,3,1
PHO,2007-01-07,33,25,8,4,4,0
PHO,2007-01-14,36,28,8,3,3,0
PHO,2007-01-21,40,32,8,4,4,0
PHO,2007-01-28,44,36,8,4,4,0
PHO,2007-02-04,47,37,10,3,1,2
PHO,2007-02-11,51,39,12,4,2,2
PHO,2007-02-25,56,43,13,5,4,1
PHO,2007-03-04,60,46,14,4,3,1
PHO,2007-03-11,62,48,14,2,2,0
PHO,2007-03-18,66,50,16,4,2,2
PHO,2007-03-25,69,52,17,3,2,1
PHO,2007-04-01,73,55,18,4,3,1
PHO,2007-04-08,77,58,19,4,3,1
PHO,2007-04-15,82,61,21,5,3,2
CLE,2006-11-05,3,2,1,3,2,1
CLE,2006-11-12,6,4,2,3,2,1
CLE,2006-11-19,10,7,3,4,3,1
CLE,2006-11-26,14,9,5,4,2,2
CLE,2006-12-03,17,10,7,3,1,2
CLE,2006-12-10,19,12,7,2,2,0
CLE,2006-12-17,23,14,9,4,2,2
CLE,2006-12-24,26,15,11,3,1,2
CLE,2006-12-31,29,17,12,3,2,1
CLE,2007-01-07,33,21,12,4,4,0
CLE,2007-01-14,36,23,13,3,2,1
CLE,2007-01-21,40,24,16,4,1,3
CLE,2007-01-28,44,25,19,4,1,3
CLE,2007-02-04,48,27,21,4,2,2
CLE,2007-02-11,51,30,21,3,3,0
CLE,2007-02-25,56,32,24,5,2,3
CLE,2007-03-04,59,34,25,3,2,1
