name,team,short_team,number,pos,height,weight,birth_date,birth_country,years_experience,college_name,uri
Avery Bradley,Boston Celtics,BOS,0,PG,6-2,180,"November 26, 1990",us,2,University of Texas at Austin,/players/b/bradlav01.html
Jason Collins,Boston Celtics,BOS,98,C,7-0,255,"December 2, 1978",us,11,Stanford University,/players/c/collija04.html
Jordan Crawford,Boston Celtics,BOS,27,SG,6-4,195,"October 23, 1988",us,2,Xavier University,/players/c/crawfjo02.html
Kevin Garnett,Boston Celtics,BOS,5,C,6-11,240,"May 19, 1976",us,17,,/players/g/garneke01.html
Jeff Green,Boston Celtics,BOS,8,PF,6-9,235,"August 28, 1986",us,4,Georgetown University,/players/g/greenje02.html
Kris Joseph,Boston Celtics,BOS,43,SF,6-7,210,"December 17, 1988",ca,R,Syracuse University,/players/j/josepkr01.html
Courtney Lee,Boston Celtics,BOS,11,SG,6-5,200,"October 3, 1985",us,4,Western Kentucky University,/players/l/leeco01.html
Fab Melo,Boston Celtics,BOS,13,C,7-0,255,"June 20, 1990",br,R,Syracuse University,/players/m/melofa01.html
Darko Milicic,Boston Celtics,BOS,99,C,7-0,250,"June 20, 1985",rs,9,,/players/m/milicda01.html
Paul Pierce,Boston Celtics,BOS,34,SF,6-7,235,"October 13, 1977",us,14,University of Kansas,/players/p/piercpa01.html
Shavlik Randolph,Boston Celtics,BOS,42,PF,6-10,240,"November 24, 1983",us,5,Duke University,/players/r/randosh01.html
Rajon Rondo,Boston Celtics,BOS,9,PG,6-1,186,"February 22, 1986",us,6,University of Kentucky,/players/r/rondora01.html
Jared Sullinger,Boston Celtics,BOS,7,PF,6-9,260,"March 4, 1992",us,R,Ohio State University,/players/s/sullija01.html
Jason Terry,Boston Celtics,BOS,4,SG,6-2,185,"September 15, 1977",us,13,University of Arizona,/players/t/terryja01.html
Jarvis Varnado,Boston Celtics,BOS,41,PF,6-9,230,"March 1, 1988",us,R,Mississippi State University,/players/v/varnaja01.html
D.J. White,Boston Celtics,BOS,12,PF,6-9,251,"August 31, 1986",us,4,Indiana University,/players/w/whitedj01.html
Chris Wilcox,Boston Celtics,BOS,44,C,6-10,221,"September 3, 1982",us,10,University of Maryland,/players/w/wilcoch01.html
Terrence Williams,Boston Celtics,BOS,55,SF,6-6,220,"June 28, 1987",us,3,University of Louisville,/players/w/willite01.html
Andray Blatche,Brooklyn Nets,BRK,0,C,6-11,235,"August 22, 1986",us,7,,/players/b/blatcan01.html
Keith Bogans,Brooklyn Nets,BRK,10,SG,6-5,215,"May 12, 1980",us,9,University of Kentucky,/players/b/boganke01.html
MarShon Brooks,Brooklyn Nets,BRK,9,SG,6-5,200,"January 26, 1989",us,1,Providence College,/players/b/brookma01.html
Josh Childress,Brooklyn Nets,BRK,2,SF,6-8,210,"June 20, 1983",us,6,Stanford University,/players/c/childjo01.html
Reggie Evans,Brooklyn Nets,BRK,30,PF,6-8,245,"May 18, 1980",us,10,University of Iowa,/players/e/evansre01.html
Kris Humphries,Brooklyn Nets,BRK,43,PF,6-9,235,"February 6, 1985",us,8,University of Minnesota,/players/h/humphkr01.html
Damion James,Brooklyn Nets,BRK,14,SF,6-7,225,"October 7, 1987",us,2,University of Texas at Austin,/players/j/jamesda01.html
Joe Johnson,Brooklyn Nets,BRK,7,SG,6-7,240,"June 29, 1981",us,11,University of Arkansas,/players/j/johnsjo02.html
Kris Joseph,Brooklyn Nets,BRK,24,SF,6-7,210,"December 17, 1988",ca,R,Syracuse University,/players/j/josepkr01.html
Brook Lopez,Brooklyn Nets,BRK,11,C,7-0,275,"April 1, 1988",us,4,Stanford University,/players/l/lopezbr01.html
Tornike Shengelia,Brooklyn Nets,BRK,20,SF,6-9,217,"October 5, 1991",ge,R,,/players/s/shengto01.html
Jerry Stackhouse,Brooklyn Nets,BRK,42,SF,6-6,218,"November 5, 1974",us,17,University of North Carolina,/players/s/stackje01.html
Tyshawn Taylor,Brooklyn Nets,BRK,41,PG,6-3,185,"April 12, 1990",us,R,University of Kansas,/players/t/tayloty01.html
Mirza Teletovic,Brooklyn Nets,BRK,33,PF,6-9,242,"September 18, 1985",ba,R,,/players/t/teletmi01.html
Gerald Wallace,Brooklyn Nets,BRK,45,SF,6-7,215,"July 23, 1982",us,11,University of Alabama,/players/w/wallage01.html
C.J. Watson,Brooklyn Nets,BRK,1,PG,6-2,175,"April 17, 1984",us,5,University of Tennessee,/players/w/watsocj01.html
Deron Williams,Brooklyn Nets,BRK,8,PG,6-3,200,"June 26, 1984",us,7,University of Illinois at Urbana-Champaign,/players/w/willide01.html
Jeff Adrien,Charlotte Hornets,CHA,4,PF,6-7,245,"February 10, 1986",us,2,University of Connecticut,/players/a/adrieje01.html
Bismack Biyombo,Charlotte Hornets,CHA,0,C,6-9,245,"August 28, 1992",cd,1,,/players/b/biyombi01.html
Matt Carroll,Charlotte Hornets,CHA,13,SG,6-6,212,"August 28, 1980",us,9,University of Notre Dame,/players/c/carroma01.html
DeSagana Diop,Charlotte Hornets,CHA,2,C,7-0,300,"January 30, 1982",sn,11,,/players/d/diopde01.html
Ben Gordon,Charlotte Hornets,CHA,8,SG,6-3,200,"April 4, 1983",gb,8,University of Connecticut,/players/g/gordobe01.html
Brendan Haywood,Charlotte Hornets,CHA,33,C,7-0,268,"November 27, 1979",us,11,University of North Carolina,/players/h/haywobr01.html
Gerald Henderson,Charlotte Hornets,CHA,9,SG,6-5,215,"December 9, 1987",us,3,Duke University,/players/h/hendege02.html
Cory Higgins,Charlotte Hornets,CHA,11,SG,6-5,180,"June 14, 1989",us,1,University of Colorado,/players/h/higgico01.html
Michael Kidd-Gilchrist,Charlotte Hornets,CHA,14,SF,6-7,232,"September 26, 1993",us,R,University of Kentucky,/players/k/kiddgmi01.html
Josh McRoberts,Charlotte Hornets,CHA,11,PF,6-10,240,"February 28, 1987",us,5,Duke University,/players/m/mcrobjo01.html
Byron Mullens,Charlotte Hornets,CHA,22,PF,7-0,275,"February 14, 1989",us,3,Ohio State University,/players/m/mulleby01.html
Jannero Pargo,Charlotte Hornets,CHA,5,PG,6-1,175,"October 22, 1979",us,8,University of Arkansas,/players/p/pargoja01.html
Ramon Sessions,Charlotte Hornets,CHA,7,SG,6-3,190,"April 11, 1986",us,5,"University of Nevada, Reno",/players/s/sessira01.html
Jeffery Taylor,Charlotte Hornets,CHA,44,SF,6-7,225,"May 23, 1989",se,R,Vanderbilt University,/players/t/tayloje03.html
Tyrus Thomas,Charlotte Hornets,CHA,12,PF,6-9,215,"August 17, 1986",us,6,Louisiana State University,/players/t/thomaty01.html
Kemba Walker,Charlotte Hornets,CHA,15,PG,6-1,172,"May 8, 1990",us,1,University of Connecticut,/players/w/walkeke02.html
Hakim Warrick,Charlotte Hornets,CHA,21,PF,6-9,219,"July 8, 1982",us,7,Syracuse University,/players/w/warriha01.html
Reggie Williams,Charlotte Hornets,CHA,55,SF,6-6,205,"September 14, 1986",us,3,Virginia Military Institute,/players/w/willire02.html
Lou Amundson,Chicago Bulls,CHI,17,PF,6-9,220,"December 7, 1982",us,6,"University of Nevada, Las Vegas",/players/a/amundlo01.html
Marco Belinelli,Chicago Bulls,CHI,8,SG,6-5,210,"March 25, 1986",it,5,,/players/b/belinma01.html
Carlos Boozer,Chicago Bulls,CHI,5,PF,6-9,258,"November 20, 1981",de,10,Duke University,/players/b/boozeca01.html
Jimmy Butler,Chicago Bulls,CHI,21,SF,6-7,220,"September 14, 1989",us,1,Marquette University,/players/b/butleji01.html
Daequan Cook,Chicago Bulls,CHI,14,SG,6-5,205,"April 28, 1987",us,5,Ohio State University,/players/c/cookda02.html
Luol Deng,Chicago Bulls,CHI,9,SF,6-9,220,"April 16, 1985",ss,8,Duke University,/players/d/denglu01.html
Taj Gibson,Chicago Bulls,CHI,22,PF,6-9,225,"June 24, 1985",us,3,University of Southern California,/players/g/gibsota01.html
Richard Hamilton,Chicago Bulls,CHI,32,SG,6-6,185,"February 14, 1978",us,13,University of Connecticut,/players/h/hamilri01.html
Kirk Hinrich,Chicago Bulls,CHI,12,PG,6-4,190,"January 2, 1981",us,9,University of Kansas,/players/h/hinriki01.html
Nazr Mohammed,Chicago Bulls,CHI,48,C,6-10,221,"September 5, 1977",us,14,University of Kentucky,/players/m/mohamna01.html
Joakim Noah,Chicago Bulls,CHI,13,C,6-11,232,"February 25, 1985",us,5,University of Florida,/players/n/noahjo01.html
Vladimir Radmanovic,Chicago Bulls,CHI,77,PF,6-10,227,"November 19, 1980",ba,11,,/players/r/radmavl01.html
Nate Robinson,Chicago Bulls,CHI,2,PG,5-9,180,"May 31, 1984",us,7,University of Washington,/players/r/robinna01.html
Marquis Teague,Chicago Bulls,CHI,25,PG,6-2,189,"February 28, 1993",us,R,University of Kentucky,/players/t/teaguma01.html
Malcolm Thomas,Chicago Bulls,CHI,3,PF,6-9,225,"November 8, 1988",us,1,San Diego State University,/players/t/thomama01.html
Omri Casspi,Cleveland Cavaliers,CLE,36,SF,6-9,225,"June 22, 1988",il,3,,/players/c/casspom01.html
Wayne Ellington,Cleveland Cavaliers,CLE,21,SG,6-4,200,"October 29, 1987",us,3,University of North Carolina,/players/e/ellinwa01.html
Alonzo Gee,Cleveland Cavaliers,CLE,33,SF,6-6,225,"May 29, 1987",us,3,University of Alabama,/players/g/geeal01.html
Daniel Gibson,Cleveland Cavaliers,CLE,1,PG,6-2,190,"February 27, 1986",us,6,University of Texas at Austin,/players/g/gibsoda01.html
Kyrie Irving,Cleveland Cavaliers,CLE,2,PG,6-3,193,"March 23, 1992",au,1,Duke University,/players/i/irvinky01.html
Kevin Jones,Cleveland Cavaliers,CLE,5,PF,6-8,251,"August 25, 1989",us,R,West Virginia University,/players/j/joneske01.html
Jon Leuer,Cleveland Cavaliers,CLE,30,C,6-10,228,"May 14, 1989",us,1,University of Wisconsin,/players/l/leuerjo01.html
Shaun Livingston,Cleveland Cavaliers,CLE,14,PG,6-7,182,"September 11, 1985",us,7,,/players/l/livinsh01.html
C.J. Miles,Cleveland Cavaliers,CLE,0,SF,6-6,231,"April 18, 1987",us,7,,/players/m/milescj01.html
Jeremy Pargo,Cleveland Cavaliers,CLE,8,PG,6-2,219,"March 17, 1986",us,1,Gonzaga University,/players/p/pargoje01.html
Chris Quinn,Cleveland Cavaliers,CLE,20,SG,6-2,185,"September 27, 1983",us,5,University of Notre Dame,/players/q/quinnch01.html
Samardo Samuels,Cleveland Cavaliers,CLE,24,C,6-9,260,"January 9, 1989",jm,2,University of Louisville,/players/s/samuesa01.html
Donald Sloan,Cleveland Cavaliers,CLE,15,SG,6-3,205,"January 15, 1988",us,1,Texas A&M University,/players/s/sloando01.html
Marreese Speights,Cleveland Cavaliers,CLE,15,C,6-10,255,"August 4, 1987",us,4,University of Florida,/players/s/speigma01.html
Tristan Thompson,Cleveland Cavaliers,CLE,13,PF,6-9,238,"March 13, 1991",ca,1,University of Texas at Austin,/players/t/thomptr01.html
Anderson Varejao,Cleveland Cavaliers,CLE,17,C,6-10,273,"September 28, 1982",br,8,,/players/v/varejan01.html
Dion Waiters,Cleveland Cavaliers,CLE,3,SG,6-4,225,"December 10, 1991",us,R,Syracuse University,/players/w/waitedi01.html
Luke Walton,Cleveland Cavaliers,CLE,4,PF,6-8,235,"March 28, 1980",us,9,University of Arizona,/players/w/waltolu01.html
Tyler Zeller,Cleveland Cavaliers,CLE,40,C,7-0,253,"January 17, 1990",us,R,University of North Carolina,/players/z/zellety01.html
Josh Akognon,Dallas Mavericks,DAL,10,PG,5-11,185,"February 10, 1986",us,R,"California State University, Fullerton",/players/a/akognjo01.html
Rodrigue Beaubois,Dallas Mavericks,DAL,3,PG,6-0,170,"February 24, 1988",gp,3,,/players/b/beaubro01.html
Elton Brand,Dallas Mavericks,DAL,42,C,6-8,275,"March 11, 1979",us,13,Duke University,/players/b/brandel01.html
Vince Carter,Dallas Mavericks,DAL,25,SF,6-6,220,"January 26, 1977",us,14,University of North Carolina,/players/c/cartevi01.html
Darren Collison,Dallas Mavericks,DAL,4,PG,6-0,175,"August 23, 1987",us,3,"University of California, Los Angeles",/players/c/collida01.html
Jae Crowder,Dallas Mavericks,DAL,9,SF,6-6,235,"July 6, 1990",us,R,Marquette University,/players/c/crowdja01.html
Jared Cunningham,Dallas Mavericks,DAL,1,SG,6-4,195,"May 22, 1991",us,R,Oregon State University,/players/c/cunnija01.html
Eddy Curry,Dallas Mavericks,DAL,52,C,7-0,295,"December 5, 1982",us,10,,/players/c/curryed01.html
Justin Dentmon,Dallas Mavericks,DAL,7,PG,5-11,185,"September 5, 1985",us,1,University of Washington,/players/d/dentmju01.html
Chris Douglas-Roberts,Dallas Mavericks,DAL,17,SG,6-7,200,"January 8, 1987",us,3,University of Memphis,/players/d/douglch01.html
Derek Fisher,Dallas Mavericks,DAL,6,PG,6-1,200,"August 9, 1974",us,16,University of Arkansas at Little Rock,/players/f/fishede01.html
Bernard James,Dallas Mavericks,DAL,5,C,6-10,240,"February 7, 1985",us,R,Florida State University,/players/j/jamesbe01.html
Mike James,Dallas Mavericks,DAL,13,PG,6-2,188,"June 23, 1975",us,10,Duquesne University,/players/j/jamesmi01.html
Dahntay Jones,Dallas Mavericks,DAL,30,SF,6-6,225,"December 27, 1980",us,9,Duke University,/players/j/jonesda02.html
Dominique Jones,Dallas Mavericks,DAL,20,PG,6-4,215,"October 15, 1988",us,2,University of South Florida,/players/j/jonesdo02.html
Chris Kaman,Dallas Mavericks,DAL,35,C,7-0,265,"April 28, 1982",us,9,Central Michigan University,/players/k/kamanch01.html
Shawn Marion,Dallas Mavericks,DAL,0,PF,6-7,220,"May 7, 1978",us,13,"University of Nevada, Las Vegas",/players/m/mariosh01.html
O.J. Mayo,Dallas Mavericks,DAL,32,SG,6-5,210,"November 5, 1987",us,4,University of Southern California,/players/m/mayooj01.html
Anthony Morrow,Dallas Mavericks,DAL,23,SG,6-5,210,"September 27, 1985",us,4,Georgia Institute of Technology,/players/m/morroan01.html
Troy Murphy,Dallas Mavericks,DAL,6,PF,6-11,245,"May 2, 1980",us,11,University of Notre Dame,/players/m/murphtr01.html
Dirk Nowitzki,Dallas Mavericks,DAL,41,PF,7-0,245,"June 19, 1978",de,14,,/players/n/nowitdi01.html
Brandan Wright,Dallas Mavericks,DAL,34,C,6-10,210,"October 5, 1987",us,4,University of North Carolina,/players/w/wrighbr03.html
Chris Wright,Dallas Mavericks,DAL,8,SG,6-1,210,"November 4, 1989",us,R,Georgetown University,/players/w/wrighch02.html
Corey Brewer,Denver Nuggets,DEN,13,SF,6-9,186,"March 5, 1986",us,5,University of Florida,/players/b/breweco01.html
Wilson Chandler,Denver Nuggets,DEN,21,PF,6-8,225,"May 10, 1987",us,5,DePaul University,/players/c/chandwi01.html
Kenneth Faried,Denver Nuggets,DEN,35,PF,6-8,228,"November 19, 1989",us,1,Morehead State University,/players/f/farieke01.html
Evan Fournier,Denver Nuggets,DEN,94,SG,6-7,205,"October 29, 1992",fr,R,,/players/f/fournev01.html
Danilo Gallinari,Denver Nuggets,DEN,8,SF,6-10,225,"August 8, 1988",it,4,,/players/g/gallida01.html
Jordan Hamilton,Denver Nuggets,DEN,1,SF,6-7,220,"October 6, 1990",us,1,University of Texas at Austin,/players/h/hamiljo02.html
Andre Iguodala,Denver Nuggets,DEN,9,SG,6-6,207,"January 28, 1984",us,8,University of Arizona,/players/i/iguodan01.html
Kosta Koufos,Denver Nuggets,DEN,41,C,7-0,265,"February 24, 1989",us,4,Ohio State University,/players/k/koufoko01.html
Ty Lawson,Denver Nuggets,DEN,3,PG,5-11,195,"November 3, 1987",us,3,University of North Carolina,/players/l/lawsoty01.html
JaVale McGee,Denver Nuggets,DEN,34,C,7-0,270,"January 19, 1988",us,4,"University of Nevada, Reno",/players/m/mcgeeja01.html
Andre Miller,Denver Nuggets,DEN,24,PG,6-3,200,"March 19, 1976",us,13,University of Utah,/players/m/millean02.html
Quincy Miller,Denver Nuggets,DEN,30,PF,6-9,210,"November 18, 1992",us,R,Baylor University,/players/m/millequ01.html
Timofey Mozgov,Denver Nuggets,DEN,25,C,7-1,275,"July 16, 1986",ru,2,,/players/m/mozgoti01.html
Anthony Randolph,Denver Nuggets,DEN,15,PF,6-10,205,"July 15, 1989",de,4,Louisiana State University,/players/r/randoan01.html
Julyan Stone,Denver Nuggets,DEN,10,PG,6-6,200,"December 7, 1988",us,1,University of Texas at El Paso,/players/s/stoneju01.html
Will Bynum,Detroit Pistons,DET,12,PG,6-0,185,"January 4, 1983",us,5,Georgia Institute of Technology,/players/b/bynumwi01.html
Jose Calderon,Detroit Pistons,DET,8,PG,6-3,200,"September 28, 1981",es,7,,/players/c/caldejo01.html
Austin Daye,Detroit Pistons,DET,5,SF,6-11,220,"June 5, 1988",us,3,Gonzaga University,/players/d/dayeau01.html
Andre Drummond,Detroit Pistons,DET,1,C,6-11,279,"August 10, 1993",us,R,University of Connecticut,/players/d/drumman01.html
Kim English,Detroit Pistons,DET,24,SG,6-6,200,"September 24, 1988",us,R,University of Missouri,/players/e/engliki01.html
Jonas Jerebko,Detroit Pistons,DET,33,PF,6-10,231,"March 2, 1987",se,2,,/players/j/jerebjo01.html
Brandon Knight,Detroit Pistons,DET,7,PG,6-3,189,"December 2, 1991",us,1,University of Kentucky,/players/k/knighbr03.html
Viacheslav Kravtsov,Detroit Pistons,DET,55,C,7-0,260,"August 25, 1987",ua,R,,/players/k/kravtvi01.html
Corey Maggette,Detroit Pistons,DET,50,SF,6-6,218,"November 12, 1979",us,13,Duke University,/players/m/maggeco01.html
Jason Maxiell,Detroit Pistons,DET,54,PF,6-7,260,"February 18, 1983",us,7,University of Cincinnati,/players/m/maxieja01.html
Khris Middleton,Detroit Pistons,DET,32,SG,6-8,234,"August 12, 1991",us,R,Texas A&M University,/players/m/middlkh01.html
Greg Monroe,Detroit Pistons,DET,10,C,6-11,265,"June 4, 1990",us,2,Georgetown University,/players/m/monrogr01.html
Tayshaun Prince,Detroit Pistons,DET,22,SF,6-9,212,"February 28, 1980",us,10,University of Kentucky,/players/p/princta01.html
Kyle Singler,Detroit Pistons,DET,25,SF,6-8,228,"May 4, 1988",us,R,Duke University,/players/s/singlky01.html
Rodney Stuckey,Detroit Pistons,DET,3,SG,6-5,205,"April 21, 1986",us,5,Eastern Washington University,/players/s/stuckro01.html
Charlie Villanueva,Detroit Pistons,DET,31,PF,6-11,232,"August 24, 1984",us,7,University of Connecticut,/players/v/villach01.html
Harrison Barnes,Golden State Warriors,GSW,40,SF,6-8,210,"May 30, 1992",us,R,University of North Carolina,/players/b/barneha02.html
Kent Bazemore,Golden State Warriors,GSW,20,SG,6-5,201,"July 1, 1989",us,R,Old Dominion University,/players/b/bazemke01.html
Andris Biedrins,Golden State Warriors,GSW,15,C,6-11,240,"April 2, 1986",lv,8,,/players/b/biedran01.html
Andrew Bogut,Golden State Warriors,GSW,12,C,7-0,260,"November 28, 1984",au,7,University of Utah,/players/b/bogutan01.html
Stephen Curry,Golden State Warriors,GSW,30,PG,6-3,185,"March 14, 1988",us,3,Davidson College,/players/c/curryst01.html
Festus Ezeli,Golden State Warriors,GSW,31,C,6-11,255,"October 21, 1989",ng,R,Vanderbilt University,/players/e/ezelife01.html
Draymond Green,Golden State Warriors,GSW,23,SF,6-7,230,"March 4, 1990",us,R,Michigan State University,/players/g/greendr01.html
Jarrett Jack,Golden State Warriors,GSW,2,SG,6-3,200,"October 28, 1983",us,7,Georgia Institute of Technology,/players/j/jackja01.html
Richard Jefferson,Golden State Warriors,GSW,44,SF,6-7,233,"June 21, 1980",us,11,University of Arizona,/players/j/jefferi01.html
Charles Jenkins,Golden State Warriors,GSW,22,SG,6-3,220,"February 28, 1989",us,1,Hofstra University,/players/j/jenkich01.html
Carl Landry,Golden State Warriors,GSW,7,PF,6-9,248,"September 19, 1983",us,5,Purdue University,/players/l/landrca01.html
David Lee,Golden State Warriors,GSW,10,PF,6-9,245,"April 29, 1983",us,7,University of Florida,/players/l/leeda02.html
Brandon Rush,Golden State Warriors,GSW,4,SF,6-6,210,"July 7, 1985",us,4,University of Kansas,/players/r/rushbr01.html
Malcolm Thomas,Golden State Warriors,GSW,22,PF,6-9,225,"November 8, 1988",us,1,San Diego State University,/players/t/thomama01.html
Klay Thompson,Golden State Warriors,GSW,11,SG,6-7,205,"February 8, 1990",us,1,Washington State University,/players/t/thompkl01.html
Jeremy Tyler,Golden State Warriors,GSW,3,C,6-10,260,"June 21, 1991",us,1,,/players/t/tylerje01.html
Cole Aldrich,Houston Rockets,HOU,31,C,6-11,250,"October 31, 1988",us,2,University of Kansas,/players/a/aldrico01.html
James Anderson,Houston Rockets,HOU,5,SG,6-6,213,"March 25, 1989",us,2,Oklahoma State University,/players/a/anderja01.html
Omer Asik,Houston Rockets,HOU,3,C,7-0,255,"July 4, 1986",tr,2,,/players/a/asikom01.html
Patrick Beverley,Houston Rockets,HOU,12,PG,6-1,185,"July 12, 1988",us,R,University of Arkansas,/players/b/beverpa01.html
Aaron Brooks,Houston Rockets,HOU,0,PG,6-0,161,"January 14, 1985",us,4,University of Oregon,/players/b/brookaa01.html
Daequan Cook,Houston Rockets,HOU,14,SG,6-5,205,"April 28, 1987",us,5,Ohio State University,/players/c/cookda02.html
Carlos Delfino,Houston Rockets,HOU,10,SF,6-6,230,"August 29, 1982",ar,7,,/players/d/delfica01.html
Toney Douglas,Houston Rockets,HOU,15,PG,6-2,195,"March 16, 1986",us,3,Florida State University,/players/d/douglto01.html
Francisco Garcia,Houston Rockets,HOU,32,SF,6-7,195,"December 31, 1981",do,7,University of Louisville,/players/g/garcifr01.html
James Harden,Houston Rockets,HOU,13,SG,6-5,220,"August 26, 1989",us,3,Arizona State University,/players/h/hardeja01.html
Terrence Jones,Houston Rockets,HOU,6,PF,6-9,252,"January 9, 1992",us,R,University of Kentucky,/players/j/joneste01.html
Jeremy Lin,Houston Rockets,HOU,7,PG,6-3,200,"August 23, 1988",us,2,Harvard University,/players/l/linje01.html
Scott Machado,Houston Rockets,HOU,1,PG,6-1,205,"June 8, 1990",us,R,Iona College,/players/m/machasc01.html
Marcus Morris,Houston Rockets,HOU,2,PF,6-9,235,"September 2, 1989",us,1,University of Kansas,/players/m/morrima03.html
Donatas Motiejunas,Houston Rockets,HOU,20,PF,7-0,222,"September 20, 1990",lt,R,,/players/m/motiedo01.html
Tim Ohlbrecht,Houston Rockets,HOU,14,C,6-11,255,"August 30, 1988",de,R,,/players/o/ohlbrti01.html
Chandler Parsons,Houston Rockets,HOU,25,SF,6-9,227,"October 25, 1988",us,1,University of Florida,/players/p/parsoch01.html
Patrick Patterson,Houston Rockets,HOU,54,PF,6-9,235,"March 14, 1989",us,2,University of Kentucky,/players/p/pattepa01.html
Thomas Robinson,Houston Rockets,HOU,0-41,PF,6-10,237,"March 17, 1991",us,R,University of Kansas,/players/r/robinth01.html
Greg Smith,Houston Rockets,HOU,4,C,6-10,250,"January 8, 1991",us,1,"California State University, Fresno",/players/s/smithgr02.html
D.J. Augustin,Indiana Pacers,IND,14,PG,6-0,183,"November 10, 1987",us,4,University of Texas at Austin,/players/a/augusdj01.html
Jeff Ayres,Indiana Pacers,IND,29,PF,6-9,240,"April 29, 1987",us,2,Arizona State University,/players/p/pendeje02.html
Paul George,Indiana Pacers,IND,24,SF,6-9,220,"May 2, 1990",us,2,"California State University, Fresno",/players/g/georgpa01.html
Danny Granger,Indiana Pacers,IND,33,SF,6-9,222,"April 20, 1983",us,7,University of New Mexico,/players/g/grangda01.html
Gerald Green,Indiana Pacers,IND,25,SF,6-7,205,"January 26, 1986",us,5,,/players/g/greenge01.html
Ben Hansbrough,Indiana Pacers,IND,23,PG,6-3,203,"December 23, 1987",us,R,University of Notre Dame,/players/h/hansbbe01.html
Tyler Hansbrough,Indiana Pacers,IND,50,PF,6-9,250,"November 3, 1985",us,3,University of North Carolina,/players/h/hansbty01.html
Roy Hibbert,Indiana Pacers,IND,55,C,7-2,270,"December 11, 1986",us,4,Georgetown University,/players/h/hibbero01.html
George Hill,Indiana Pacers,IND,3,PG,6-3,188,"May 4, 1986",us,4,Indiana University-Purdue University Indianapolis,/players/h/hillge01.html
Orlando Johnson,Indiana Pacers,IND,11,SG,6-5,220,"March 11, 1989",us,R,"University of California, Santa Barbara",/players/j/johnsor01.html
Ian Mahinmi,Indiana Pacers,IND,28,C,6-11,250,"November 5, 1986",fr,4,,/players/m/mahinia01.html
Dominic McGuire,Indiana Pacers,IND,5,SF,6-9,220,"October 20, 1985",us,5,"California State University, Fresno",/players/m/mcguido01.html
Miles Plumlee,Indiana Pacers,IND,13,C,6-11,249,"September 1, 1988",us,R,Duke University,/players/p/plumlmi01.html
Lance Stephenson,Indiana Pacers,IND,1,SG,6-5,230,"September 5, 1990",us,2,University of Cincinnati,/players/s/stephla01.html
David West,Indiana Pacers,IND,21,PF,6-9,250,"August 29, 1980",us,9,Xavier University,/players/w/westda01.html
Sam Young,Indiana Pacers,IND,4,SG,6-6,220,"June 1, 1985",us,3,University of Pittsburgh,/players/y/youngsa01.html
Matt Barnes,Los Angeles Clippers,LAC,22,SF,6-7,226,"March 9, 1980",us,9,"University of California, Los Angeles",/players/b/barnema02.html
