name,team,short_team,number,pos,height,weight,birth_date,birth_country,years_experience,college_name,uri
Lance Stephenson,Indiana Pacers,IND,6,SG,6-5,230,"September 5, 1990",us,R,University of Cincinnati,/players/s/stephla01.html
Al-Farouq Aminu,Los Angeles Clippers,LAC,3,SF,6-9,220,"September 21, 1990",us,R,Wake Forest University,/players/a/aminual01.html
Eric Bledsoe,Los Angeles Clippers,LAC,12,PG,6-1,190,"December 9, 1989",us,R,University of Kentucky,/players/b/bledser01.html
Rasual Butler,Los Angeles Clippers,LAC,45,SG,6-7,215,"May 23, 1979",us,8,La Salle University,/players/b/butlera01.html
Jarron Collins,Los Angeles Clippers,LAC,31,C,6-11,255,"December 2, 1978",us,9,Stanford University,/players/c/collija03.html
Brian Cook,Los Angeles Clippers,LAC,34,PF,6-9,234,"December 4, 1980",us,7,University of Illinois at Urbana-Champaign,/players/c/cookbr01.html
Baron Davis,Los Angeles Clippers,LAC,5,PG,6-3,209,"April 13, 1979",us,11,"University of California, Los Angeles",/players/d/davisba01.html
Ike Diogu,Los Angeles Clippers,LAC,50,PF,6-8,250,"September 11, 1983",us,4,Arizona State University,/players/d/dioguik01.html
Randy Foye,Los Angeles Clippers,LAC,4,SG,6-4,213,"September 24, 1983",us,4,Villanova University,/players/f/foyera01.html
Ryan Gomes,Los Angeles Clippers,LAC,15,SF,6-7,250,"September 1, 1982",us,5,Providence College,/players/g/gomesry01.html
Eric Gordon,Los Angeles Clippers,LAC,10,SG,6-4,215,"December 25, 1988",us,2,Indiana University,/players/g/gordoer01.html
Blake Griffin,Los Angeles Clippers,LAC,32,PF,6-10,251,"March 16, 1989",us,R,University of Oklahoma,/players/g/griffbl01.html
DeAndre Jordan,Los Angeles Clippers,LAC,9,C,6-11,265,"July 21, 1988",us,2,Texas A&M University,/players/j/jordade01.html
Chris Kaman,Los Angeles Clippers,LAC,35,C,7-0,265,"April 28, 1982",us,7,Central Michigan University,/players/k/kamanch01.html
Jamario Moon,Los Angeles Clippers,LAC,8,SF,6-8,205,"June 13, 1980",us,3,Meridian Community College,/players/m/moonja01.html
Craig Smith,Los Angeles Clippers,LAC,1,PF,6-7,250,"November 10, 1983",us,4,Boston College,/players/s/smithcr01.html
Willie Warren,Los Angeles Clippers,LAC,13,PG,6-4,203,"October 22, 1989",us,R,University of Oklahoma,/players/w/warrewi01.html
Mo Williams,Los Angeles Clippers,LAC,25,PG,6-1,198,"December 19, 1982",us,7,University of Alabama,/players/w/willima01.html
Matt Barnes,Los Angeles Lakers,LAL,9,SF,6-7,226,"March 9, 1980",us,7,"University of California, Los Angeles",/players/b/barnema02.html
Steve Blake,Los Angeles Lakers,LAL,5,PG,6-3,172,"February 26, 1980",us,7,University of Maryland,/players/b/blakest01.html
Shannon Brown,Los Angeles Lakers,LAL,12,SG,6-4,205,"November 29, 1985",us,4,Michigan State University,/players/b/brownsh01.html
Kobe Bryant,Los Angeles Lakers,LAL,24,SG,6-6,212,"August 23, 1978",us,14,,/players/b/bryanko01.html
Andrew Bynum,Los Angeles Lakers,LAL,17,C,7-0,285,"October 27, 1987",us,5,,/players/b/bynuman01.html
Derrick Caracter,Los Angeles Lakers,LAL,45,C,6-9,275,"May 4, 1988",us,R,University of Texas at El Paso,/players/c/caracde01.html
Devin Ebanks,Los Angeles Lakers,LAL,3,SG,6-9,215,"October 28, 1989",us,R,West Virginia University,/players/e/ebankde01.html
Derek Fisher,Los Angeles Lakers,LAL,2,PG,6-1,200,"August 9, 1974",us,14,University of Arkansas at Little Rock,/players/f/fishede01.html
Pau Gasol,Los Angeles Lakers,LAL,16,C,7-0,250,"July 6, 1980",es,9,,/players/g/gasolpa01.html
Trey Johnson,Los Angeles Lakers,LAL,10,SG,6-5,218,"August 30, 1984",us,1,Jackson State University,/players/j/johnstr01.html
Lamar Odom,Los Angeles Lakers,LAL,7,PF,6-10,220,"November 6, 1979",us,11,University of Rhode Island,/players/o/odomla01.html
Theo Ratliff,Los Angeles Lakers,LAL,50,C,6-10,225,"April 17, 1973",us,15,University of Wyoming,/players/r/ratlith01.html
Joe Smith,Los Angeles Lakers,LAL,1,PF,6-10,225,"July 26, 1975",us,15,University of Maryland,/players/s/smithjo02.html
Sasha Vujacic,Los Angeles Lakers,LAL,18,SG,6-7,195,"March 8, 1984",si,6,,/players/v/vujacsa01.html
Luke Walton,Los Angeles Lakers,LAL,4,SF,6-8,235,"March 28, 1980",us,7,University of Arizona,/players/w/waltolu01.html
Metta World Peace,Los Angeles Lakers,LAL,15,SF,6-6,260,"November 13, 1979",us,11,St. John's University,/players/a/artesro01.html
Tony Allen,Memphis Grizzlies,MEM,9,SG,6-4,213,"January 11, 1982",us,6,Oklahoma State University,/players/a/allento01.html
Darrell Arthur,Memphis Grizzlies,MEM,00,PF,6-9,235,"March 25, 1988",us,2,University of Kansas,/players/a/arthuda01.html
Shane Battier,Memphis Grizzlies,MEM,31,SF,6-8,220,"September 9, 1978",us,9,Duke University,/players/b/battish01.html
Rodney Carney,Memphis Grizzlies,MEM,10,SF,6-7,205,"April 15, 1984",us,4,University of Memphis,/players/c/carnero01.html
DeMarre Carroll,Memphis Grizzlies,MEM,1,PF,6-8,215,"July 27, 1986",us,1,University of Missouri,/players/c/carrode01.html
Mike Conley,Memphis Grizzlies,MEM,11,PG,6-1,175,"October 11, 1987",us,3,Ohio State University,/players/c/conlemi01.html
Marc Gasol,Memphis Grizzlies,MEM,33,C,7-1,255,"January 29, 1985",es,2,,/players/g/gasolma01.html
Rudy Gay,Memphis Grizzlies,MEM,22,SF,6-8,230,"August 17, 1986",us,4,University of Connecticut,/players/g/gayru01.html
Hamed Haddadi,Memphis Grizzlies,MEM,15,C,7-2,254,"May 19, 1985",ir,2,,/players/h/haddaha01.html
Xavier Henry,Memphis Grizzlies,MEM,13,SG,6-6,220,"March 15, 1991",be,R,University of Kansas,/players/h/henryxa01.html
Acie Law,Memphis Grizzlies,MEM,2,PG,6-3,195,"January 25, 1985",us,3,Texas A&M University,/players/l/lawac01.html
O.J. Mayo,Memphis Grizzlies,MEM,32,SG,6-5,210,"November 5, 1987",us,2,University of Southern California,/players/m/mayooj01.html
Leon Powe,Memphis Grizzlies,MEM,7,C,6-8,240,"January 22, 1984",us,4,University of California,/players/p/powele01.html
Zach Randolph,Memphis Grizzlies,MEM,50,PF,6-9,260,"July 16, 1981",us,9,Michigan State University,/players/r/randoza01.html
Ish Smith,Memphis Grizzlies,MEM,5,PG,6-0,175,"July 5, 1988",us,R,Wake Forest University,/players/s/smithis01.html
Hasheem Thabeet,Memphis Grizzlies,MEM,34,C,7-3,263,"February 16, 1987",tz,1,University of Connecticut,/players/t/thabeha01.html
Greivis Vasquez,Memphis Grizzlies,MEM,21,SG,6-6,217,"January 16, 1987",ve,R,University of Maryland,/players/v/vasqugr01.html
Jason Williams,Memphis Grizzlies,MEM,3,PG,6-1,190,"November 18, 1975",us,11,University of Florida,/players/w/willija02.html
Sam Young,Memphis Grizzlies,MEM,4,SF,6-6,220,"June 1, 1985",us,1,University of Pittsburgh,/players/y/youngsa01.html
Joel Anthony,Miami Heat,MIA,50,C,6-9,245,"August 9, 1982",ca,3,"University of Nevada, Las Vegas",/players/a/anthojo01.html
Carlos Arroyo,Miami Heat,MIA,8,PG,6-2,202,"July 30, 1979",pr,8,Florida International University,/players/a/arroyca01.html
Mike Bibby,Miami Heat,MIA,0,PG,6-1,190,"May 13, 1978",us,12,University of Arizona,/players/b/bibbymi01.html
Chris Bosh,Miami Heat,MIA,1,PF,6-11,235,"March 24, 1984",us,7,Georgia Institute of Technology,/players/b/boshch01.html
Mario Chalmers,Miami Heat,MIA,15,PG,6-2,190,"May 19, 1986",us,2,University of Kansas,/players/c/chalmma01.html
Erick Dampier,Miami Heat,MIA,25,C,6-11,265,"July 14, 1975",us,14,Mississippi State University,/players/d/dampier01.html
Udonis Haslem,Miami Heat,MIA,40,PF,6-8,235,"June 9, 1980",us,7,University of Florida,/players/h/hasleud01.html
Eddie House,Miami Heat,MIA,55,SG,6-1,180,"May 14, 1978",us,10,Arizona State University,/players/h/houseed01.html
Juwan Howard,Miami Heat,MIA,5,PF,6-9,240,"February 7, 1973",us,16,University of Michigan,/players/h/howarju01.html
Zydrunas Ilgauskas,Miami Heat,MIA,11,C,7-3,238,"June 5, 1975",lt,12,,/players/i/ilgauzy01.html
LeBron James,Miami Heat,MIA,6,SF,6-8,250,"December 30, 1984",us,7,,/players/j/jamesle01.html
James Jones,Miami Heat,MIA,22,SF,6-8,218,"October 4, 1980",us,7,University of Miami,/players/j/jonesja02.html
Jamaal Magloire,Miami Heat,MIA,21,C,6-11,259,"May 21, 1978",ca,10,University of Kentucky,/players/m/magloja01.html
Mike Miller,Miami Heat,MIA,13,SG,6-8,218,"February 19, 1980",us,10,University of Florida,/players/m/millemi01.html
Dexter Pittman,Miami Heat,MIA,45,C,6-11,308,"March 2, 1988",us,R,University of Texas at Austin,/players/p/pittmde01.html
Jerry Stackhouse,Miami Heat,MIA,42,SG,6-6,218,"November 5, 1974",us,15,University of North Carolina,/players/s/stackje01.html
Dwyane Wade,Miami Heat,MIA,3,SG,6-4,220,"January 17, 1982",us,7,Marquette University,/players/w/wadedw01.html
Earl Barron,Milwaukee Bucks,MIL,30,C,7-0,250,"August 14, 1981",us,4,University of Memphis,/players/b/barroea01.html
Andrew Bogut,Milwaukee Bucks,MIL,6,C,7-0,260,"November 28, 1984",au,5,University of Utah,/players/b/bogutan01.html
Earl Boykins,Milwaukee Bucks,MIL,11,PG,5-5,135,"June 2, 1976",us,11,Eastern Michigan University,/players/b/boykiea01.html
Jon Brockman,Milwaukee Bucks,MIL,40,C,6-7,255,"March 20, 1987",us,1,University of Washington,/players/b/brockjo01.html
Carlos Delfino,Milwaukee Bucks,MIL,10,SF,6-6,230,"August 29, 1982",ar,5,,/players/d/delfica01.html
Keyon Dooling,Milwaukee Bucks,MIL,55,PG,6-3,196,"May 8, 1980",us,10,University of Missouri,/players/d/doolike01.html
Chris Douglas-Roberts,Milwaukee Bucks,MIL,17,SF,6-7,200,"January 8, 1987",us,2,University of Memphis,/players/d/douglch01.html
Drew Gooden,Milwaukee Bucks,MIL,0,PF,6-10,250,"September 24, 1981",us,8,University of Kansas,/players/g/goodedr01.html
Ersan Ilyasova,Milwaukee Bucks,MIL,7,PF,6-10,235,"May 15, 1987",tr,2,,/players/i/ilyaser01.html
Brandon Jennings,Milwaukee Bucks,MIL,3,PG,6-1,170,"September 23, 1989",us,1,,/players/j/jennibr01.html
Corey Maggette,Milwaukee Bucks,MIL,5,SF,6-6,218,"November 12, 1979",us,11,Duke University,/players/m/maggeco01.html
Luc Mbah a Moute,Milwaukee Bucks,MIL,12,PF,6-8,230,"September 9, 1986",cm,2,"University of California, Los Angeles",/players/m/mbahalu01.html
Michael Redd,Milwaukee Bucks,MIL,22,SG,6-6,220,"August 24, 1979",us,10,Ohio State University,/players/r/reddmi01.html
John Salmons,Milwaukee Bucks,MIL,15,SG,6-7,210,"December 12, 1979",us,8,University of Miami,/players/s/salmojo01.html
Larry Sanders,Milwaukee Bucks,MIL,8,C,6-11,235,"November 21, 1988",us,R,Virginia Commonwealth University,/players/s/sandela01.html
Brian Skinner,Milwaukee Bucks,MIL,54,C,6-9,255,"May 19, 1976",us,12,Baylor University,/players/s/skinnbr01.html
Garrett Temple,Milwaukee Bucks,MIL,41,SG,6-6,195,"May 8, 1986",us,1,Louisiana State University,/players/t/templga01.html
Maurice Ager,Minnesota Timberwolves,MIN,15,SG,6-5,202,"February 9, 1984",us,3,Michigan State University,/players/a/agerma01.html
Michael Beasley,Minnesota Timberwolves,MIN,8,SF,6-9,235,"January 9, 1989",us,2,Kansas State University,/players/b/beaslmi01.html
Corey Brewer,Minnesota Timberwolves,MIN,22,SF,6-9,186,"March 5, 1986",us,3,University of Florida,/players/b/breweco01.html
Wayne Ellington,Minnesota Timberwolves,MIN,19,SG,6-4,200,"October 29, 1987",us,1,University of North Carolina,/players/e/ellinwa01.html
Jonny Flynn,Minnesota Timberwolves,MIN,10,PG,6-0,185,"February 6, 1989",us,1,Syracuse University,/players/f/flynnjo01.html
Sundiata Gaines,Minnesota Timberwolves,MIN,1,PG,6-1,185,"April 18, 1986",us,1,University of Georgia,/players/g/gainesu01.html
Lazar Hayward,Minnesota Timberwolves,MIN,32,SF,6-6,225,"November 26, 1986",us,R,Marquette University,/players/h/haywala01.html
Wesley Johnson,Minnesota Timberwolves,MIN,4,SG,6-7,215,"July 11, 1987",us,R,Syracuse University,/players/j/johnswe01.html
Kosta Koufos,Minnesota Timberwolves,MIN,41,C,7-0,265,"February 24, 1989",us,2,Ohio State University,/players/k/koufoko01.html
Kevin Love,Minnesota Timberwolves,MIN,42,PF,6-10,251,"September 7, 1988",us,2,"University of California, Los Angeles",/players/l/loveke01.html
Darko Milicic,Minnesota Timberwolves,MIN,31,C,7-0,250,"June 20, 1985",rs,7,,/players/m/milicda01.html
Nikola Pekovic,Minnesota Timberwolves,MIN,14,C,6-11,307,"January 3, 1986",me,R,,/players/p/pekovni01.html
Anthony Randolph,Minnesota Timberwolves,MIN,15,C,6-10,205,"July 15, 1989",de,2,Louisiana State University,/players/r/randoan01.html
Luke Ridnour,Minnesota Timberwolves,MIN,13,PG,6-2,175,"February 13, 1981",us,7,University of Oregon,/players/r/ridnolu01.html
Sebastian Telfair,Minnesota Timberwolves,MIN,3,PG,6-0,165,"June 9, 1985",us,6,,/players/t/telfase01.html
Anthony Tolliver,Minnesota Timberwolves,MIN,44,SF,6-8,240,"June 1, 1985",us,2,Creighton University,/players/t/tollian01.html
Martell Webster,Minnesota Timberwolves,MIN,5,SF,6-7,230,"December 4, 1986",us,5,,/players/w/webstma02.html
David Andersen,New Orleans Pelicans,NOH,11,PF,6-11,245,"June 23, 1980",au,1,,/players/a/anderda03.html
Trevor Ariza,New Orleans Pelicans,NOH,1,SF,6-8,215,"June 30, 1985",us,6,"University of California, Los Angeles",/players/a/arizatr01.html
Jerryd Bayless,New Orleans Pelicans,NOH,32,PG,6-3,200,"August 20, 1988",us,2,University of Arizona,/players/b/bayleje01.html
Marco Belinelli,New Orleans Pelicans,NOH,8,SG,6-5,210,"March 25, 1986",it,3,,/players/b/belinma01.html
Patrick Ewing,New Orleans Pelicans,NOH,22,SF,6-8,235,"May 20, 1984",us,R,Georgetown University,/players/e/ewingpa02.html
Aaron Gray,New Orleans Pelicans,NOH,34,C,7-0,270,"December 7, 1984",us,3,University of Pittsburgh,/players/g/grayaa01.html
Willie Green,New Orleans Pelicans,NOH,33,SG,6-4,200,"July 28, 1981",us,7,University of Detroit Mercy,/players/g/greenwi01.html
Didier Ilunga-Mbenga,New Orleans Pelicans,NOH,28,C,7-0,245,"December 30, 1980",cd,6,,/players/m/mbengdj01.html
Jarrett Jack,New Orleans Pelicans,NOH,2,SG,6-3,200,"October 28, 1983",us,5,Georgia Institute of Technology,/players/j/jackja01.html
Carl Landry,New Orleans Pelicans,NOH,24,PF,6-9,248,"September 19, 1983",us,3,Purdue University,/players/l/landrca01.html
Pops Mensah-Bonsu,New Orleans Pelicans,NOH,44,PF,6-9,240,"September 7, 1983",gb,3,George Washington University,/players/m/mensapo01.html
Emeka Okafor,New Orleans Pelicans,NOH,50,C,6-10,252,"September 28, 1982",us,6,University of Connecticut,/players/o/okafoem01.html
Chris Paul,New Orleans Pelicans,NOH,3,PG,6-0,175,"May 6, 1985",us,5,Wake Forest University,/players/p/paulch01.html
Sasha Pavlovic,New Orleans Pelicans,NOH,6,SG,6-8,220,"November 15, 1983",me,7,,/players/p/pavloal01.html
Quincy Pondexter,New Orleans Pelicans,NOH,20,SF,6-7,220,"March 10, 1988",us,R,University of Washington,/players/p/pondequ01.html
Jason Smith,New Orleans Pelicans,NOH,14,C,7-0,245,"March 2, 1986",us,2,Colorado State University,/players/s/smithja02.html
Peja Stojakovic,New Orleans Pelicans,NOH,16,SF,6-9,220,"June 9, 1977",hr,12,,/players/s/stojape01.html
Marcus Thornton,New Orleans Pelicans,NOH,5,SG,6-4,205,"June 5, 1987",us,1,Louisiana State University,/players/t/thornma01.html
David West,New Orleans Pelicans,NOH,30,PF,6-9,250,"August 29, 1980",us,7,Xavier University,/players/w/westda01.html
Carmelo Anthony,New York Knicks,NYK,7,SF,6-8,240,"May 29, 1984",us,7,Syracuse University,/players/a/anthoca01.html
Renaldo Balkman,New York Knicks,NYK,32,SF,6-8,208,"July 14, 1984",us,4,University of South Carolina,/players/b/balkmre01.html
Chauncey Billups,New York Knicks,NYK,4,PG,6-3,202,"September 25, 1976",us,13,University of Colorado,/players/b/billuch01.html
Derrick Brown,New York Knicks,NYK,8,SF,6-7,225,"September 8, 1987",us,1,Xavier University,/players/b/brownde04.html
Anthony Carter,New York Knicks,NYK,25,PG,6-1,190,"June 16, 1975",us,11,University of Hawaii,/players/c/cartean01.html
Wilson Chandler,New York Knicks,NYK,21,SF,6-8,225,"May 10, 1987",us,3,DePaul University,/players/c/chandwi01.html
Toney Douglas,New York Knicks,NYK,23,SG,6-2,195,"March 16, 1986",us,1,Florida State University,/players/d/douglto01.html
Raymond Felton,New York Knicks,NYK,2,PG,6-1,205,"June 26, 1984",us,5,University of North Carolina,/players/f/feltora01.html
Landry Fields,New York Knicks,NYK,6,SG,6-7,210,"June 27, 1988",us,R,Stanford University,/players/f/fieldla01.html
Danilo Gallinari,New York Knicks,NYK,8,PF,6-10,225,"August 8, 1988",it,2,,/players/g/gallida01.html
Jared Jeffries,New York Knicks,NYK,9,PF,6-11,230,"November 25, 1981",us,8,Indiana University,/players/j/jeffrja01.html
Roger Mason,New York Knicks,NYK,18,SG,6-5,200,"September 10, 1980",us,6,University of Virginia,/players/m/masonro01.html
Timofey Mozgov,New York Knicks,NYK,25,C,7-1,275,"July 16, 1986",ru,R,,/players/m/mozgoti01.html
Anthony Randolph,New York Knicks,NYK,4,PF,6-10,205,"July 15, 1989",de,2,Louisiana State University,/players/r/randoan01.html
Andy Rautins,New York Knicks,NYK,11,SG,6-4,190,"November 2, 1986",us,R,Syracuse University,/players/r/rautian01.html
Amar'e Stoudemire,New York Knicks,NYK,1,C,6-10,245,"November 16, 1982",us,8,,/players/s/stoudam01.html
Ronny Turiaf,New York Knicks,NYK,14,C,6-10,249,"January 13, 1983",mq,5,Gonzaga University,/players/t/turiaro01.html
Henry Walker,New York Knicks,NYK,5,SG,6-6,220,"October 9, 1987",us,2,Kansas State University,/players/w/walkebi01.html
Shawne Williams,New York Knicks,NYK,3,PF,6-9,225,"February 16, 1986",us,3,University of Memphis,/players/w/willish03.html
Shelden Williams,New York Knicks,NYK,13,PF,6-9,250,"October 21, 1983",us,4,Duke University,/players/w/willish02.html
Cole Aldrich,Oklahoma City Thunder,OKC,45,C,6-11,250,"October 31, 1988",us,R,University of Kansas,/players/a/aldrico01.html
Nick Collison,Oklahoma City Thunder,OKC,4,C,6-10,255,"October 26, 1980",us,6,University of Kansas,/players/c/collini01.html
Daequan Cook,Oklahoma City Thunder,OKC,14,SG,6-5,205,"April 28, 1987",us,3,Ohio State University,/players/c/cookda02.html
Kevin Durant,Oklahoma City Thunder,OKC,35,SF,6-9,240,"September 29, 1988",us,3,University of Texas at Austin,/players/d/duranke01.html
Jeff Green,Oklahoma City Thunder,OKC,22,PF,6-9,235,"August 28, 1986",us,3,Georgetown University,/players/g/greenje02.html
James Harden,Oklahoma City Thunder,OKC,13,SG,6-5,220,"August 26, 1989",us,1,Arizona State University,/players/h/hardeja01.html
Serge Ibaka,Oklahoma City Thunder,OKC,9,PF,6-10,235,"September 18, 1989",cg,1,,/players/i/ibakase01.html
Royal Ivey,Oklahoma City Thunder,OKC,7,SG,6-3,200,"December 20, 1981",us,6,University of Texas at Austin,/players/i/iveyro01.html
Nenad Krstic,Oklahoma City Thunder,OKC,12,C,7-0,240,"July 25, 1983",rs,6,,/players/k/krstine01.html
Eric Maynor,Oklahoma City Thunder,OKC,6,PG,6-3,175,"June 11, 1987",us,1,Virginia Commonwealth University,/players/m/maynoer01.html
Nazr Mohammed,Oklahoma City Thunder,OKC,8,C,6-10,221,"September 5, 1977",us,12,University of Kentucky,/players/m/mohamna01.html
Byron Mullens,Oklahoma City Thunder,OKC,23,PF,7-0,275,"February 14, 1989",us,1,Ohio State University,/players/m/mulleby01.html
Kendrick Perkins,Oklahoma City Thunder,OKC,5,C,6-10,270,"November 10, 1984",us,7,,/players/p/perkike01.html
Morris Peterson,Oklahoma City Thunder,OKC,42,SG,6-7,218,"August 26, 1977",us,10,Michigan State University,/players/p/petermo01.html
Nate Robinson,Oklahoma City Thunder,OKC,3,PG,5-9,180,"May 31, 1984",us,5,University of Washington,/players/r/robinna01.html
Thabo Sefolosha,Oklahoma City Thunder,OKC,2,SG,6-7,220,"May 2, 1984",ch,4,,/players/s/sefolth01.html
Russell Westbrook,Oklahoma City Thunder,OKC,0,PG,6-3,200,"November 12, 1988",us,2,"University of California, Los Angeles",/players/w/westbru01.html
D.J. White,Oklahoma City Thunder,OKC,3,PF,6-9,251,"August 31, 1986",us,2,Indiana University,/players/w/whitedj01.html
Malik Allen,Orlando Magic,ORL,35,PF,6-10,255,"June 27, 1978",us,9,Villanova University,/players/a/allenma01.html
Ryan Anderson,Orlando Magic,ORL,33,PF,6-10,240,"May 6, 1988",us,2,University of California,/players/a/anderry01.html
Gilbert Arenas,Orlando Magic,ORL,1,PG,6-3,191,"January 6, 1982",us,9,University of Arizona,/players/a/arenagi01.html
Brandon Bass,Orlando Magic,ORL,30,PF,6-8,250,"April 30, 1985",us,5,Louisiana State University,/players/b/bassbr01.html
Vince Carter,Orlando Magic,ORL,15,SG,6-6,220,"January 26, 1977",us,12,University of North Carolina,/players/c/cartevi01.html
Earl Clark,Orlando Magic,ORL,3,SF,6-10,225,"January 17, 1988",us,1,University of Louisville,/players/c/clarkea01.html
Chris Duhon,Orlando Magic,ORL,25,PG,6-1,185,"August 31, 1982",us,6,Duke University,/players/d/duhonch01.html
Marcin Gortat,Orlando Magic,ORL,13,C,6-11,240,"February 17, 1984",pl,3,,/players/g/gortama01.html
Dwight Howard,Orlando Magic,ORL,12,C,6-11,265,"December 8, 1985",us,6,,/players/h/howardw01.html
Rashard Lewis,Orlando Magic,ORL,9,PF,6-10,215,"August 8, 1979",us,12,,/players/l/lewisra02.html
Jameer Nelson,Orlando Magic,ORL,14,PG,6-0,190,"February 9, 1982",us,6,Saint Joseph's University,/players/n/nelsoja01.html
Mickael Pietrus,Orlando Magic,ORL,20,SF,6-6,215,"February 7, 1982",gp,7,,/players/p/pietrmi01.html
J.J. Redick,Orlando Magic,ORL,7,SG,6-4,190,"June 24, 1984",us,4,Duke University,/players/r/redicjj01.html
Jason Richardson,Orlando Magic,ORL,23,SG,6-6,220,"January 20, 1981",us,9,Michigan State University,/players/r/richaja01.html
Quentin Richardson,Orlando Magic,ORL,5,SF,6-6,223,"April 13, 1980",us,10,DePaul University,/players/r/richaqu01.html
Hedo Turkoglu,Orlando Magic,ORL,15,SF,6-10,220,"March 19, 1979",tr,10,,/players/t/turkohe01.html
Jason Williams,Orlando Magic,ORL,44,PG,6-1,190,"November 18, 1975",us,11,University of Florida,/players/w/willija02.html
Tony Battie,Philadelphia 76ers,PHI,4,C,6-11,230,"February 11, 1976",us,12,Texas Tech University,/players/b/battito01.html
Craig Brackins,Philadelphia 76ers,PHI,33,PF,6-10,230,"October 9, 1987",us,R,Iowa State University,/players/b/brackcr01.html
Elton Brand,Philadelphia 76ers,PHI,42,PF,6-8,275,"March 11, 1979",us,11,Duke University,/players/b/brandel01.html
Antonio Daniels,Philadelphia 76ers,PHI,22,PG,6-4,195,"March 19, 1975",us,12,Bowling Green State University,/players/d/daniean01.html
Spencer Hawes,Philadelphia 76ers,PHI,00,C,7-1,245,"April 28, 1988",us,3,University of Washington,/players/h/hawessp01.html
Jrue Holiday,Philadelphia 76ers,PHI,11,PG,6-4,205,"June 12, 1990",us,1,"University of California, Los Angeles",/players/h/holidjr01.html
Andre Iguodala,Philadelphia 76ers,PHI,9,SF,6-6,215,"January 28, 1984",us,6,University of Arizona,/players/i/iguodan01.html
Jason Kapono,Philadelphia 76ers,PHI,72,SF,6-8,213,"February 4, 1981",us,7,"University of California, Los Angeles",/players/k/kaponja01.html
Jodie Meeks,Philadelphia 76ers,PHI,20,SG,6-4,210,"August 21, 1987",us,1,University of Kentucky,/players/m/meeksjo01.html
Andres Nocioni,Philadelphia 76ers,PHI,5,SF,6-7,225,"November 30, 1979",ar,6,,/players/n/nocioan01.html
Darius Songaila,Philadelphia 76ers,PHI,25,C,6-9,248,"February 14, 1978",lt,7,Wake Forest University,/players/s/songada01.html
Marreese Speights,Philadelphia 76ers,PHI,16,C,6-10,255,"August 4, 1987",us,2,University of Florida,/players/s/speigma01.html
Evan Turner,Philadelphia 76ers,PHI,12,SG,6-7,220,"October 27, 1988",us,R,Ohio State University,/players/t/turneev01.html
Lou Williams,Philadelphia 76ers,PHI,23,SG,6-1,175,"October 27, 1986",us,5,,/players/w/willilo02.html
Thaddeus Young,Philadelphia 76ers,PHI,21,PF,6-8,221,"June 21, 1988",us,3,Georgia Institute of Technology,/players/y/youngth01.html
Earl Barron,Phoenix Suns,PHO,30,C,7-0,250,"August 14, 1981",us,4,University of Memphis,/players/b/barroea01.html
Aaron Brooks,Phoenix Suns,PHO,0,PG,6-0,161,"January 14, 1985",us,3,University of Oregon,/players/b/brookaa01.html
Vince Carter,Phoenix Suns,PHO,25,SG,6-6,220,"January 26, 1977",us,12,University of North Carolina,/players/c/cartevi01.html
Josh Childress,Phoenix Suns,PHO,1,SG,6-8,210,"June 20, 1983",us,4,Stanford University,/players/c/childjo01.html
Earl Clark,Phoenix Suns,PHO,55,SF,6-10,225,"January 17, 1988",us,1,University of Louisville,/players/c/clarkea01.html
Zabian Dowdell,Phoenix Suns,PHO,22,PG,6-3,191,"September 10, 1984",us,R,Virginia Polytechnic Institute and State University,/players/d/dowdeza01.html
Goran Dragic,Phoenix Suns,PHO,2,PG,6-3,190,"May 6, 1986",si,2,,/players/d/dragigo01.html
Jared Dudley,Phoenix Suns,PHO,3,SF,6-7,225,"July 10, 1985",us,3,Boston College,/players/d/dudleja01.html
Channing Frye,Phoenix Suns,PHO,8,PF,6-11,255,"May 17, 1983",us,5,University of Arizona,/players/f/fryech01.html
Marcin Gortat,Phoenix Suns,PHO,4,C,6-11,240,"February 17, 1984",pl,3,,/players/g/gortama01.html
Grant Hill,Phoenix Suns,PHO,33,SF,6-8,225,"October 5, 1972",us,15,Duke University,/players/h/hillgr01.html
Gani Lawal,Phoenix Suns,PHO,31,PF,6-9,234,"November 7, 1988",us,R,Georgia Institute of Technology,/players/l/lawalga01.html
Robin Lopez,Phoenix Suns,PHO,15,C,7-0,255,"April 1, 1988",us,2,Stanford University,/players/l/lopezro01.html
Steve Nash,Phoenix Suns,PHO,13,PG,6-3,195,"February 7, 1974",za,14,Santa Clara University,/players/n/nashst01.html
Mickael Pietrus,Phoenix Suns,PHO,12,SG,6-6,215,"February 7, 1982",gp,7,,/players/p/pietrmi01.html
Jason Richardson,Phoenix Suns,PHO,23,SG,6-6,220,"January 20, 1981",us,9,Michigan State University,/players/r/richaja01.html
Garret Siler,Phoenix Suns,PHO,20,C,6-11,305,"October 25, 1986",us,R,Augusta State University,/players/s/silerga01.html
Hedo Turkoglu,Phoenix Suns,PHO,19,PF,6-10,220,"March 19, 1979",tr,10,,/players/t/turkohe01.html
Hakim Warrick,Phoenix Suns,PHO,21,PF,6-9,219,"July 8, 1982",us,5,Syracuse University,/players/w/warriha01.html
LaMarcus Aldridge,Portland Trail Blazers,POR,12,PF,6-11,260,"July 19, 1985",us,4,University of Texas at Austin,/players/a/aldrila01.html
