name,team,short_team,number,pos,height,weight,birth_date,birth_country,years_experience,college_name,uri
Salah Mejri,Dallas Mavericks,DAL,50,C,7-1,245,"June 15, 1986",tn,R,,/players/m/mejrisa01.html
Dirk Nowitzki,Dallas Mavericks,DAL,41,PF,7-0,245,"June 19, 1978",de,17,,/players/n/nowitdi01.html
Zaza Pachulia,Dallas Mavericks,DAL,27,C,6-11,270,"February 10, 1984",ge,12,,/players/p/pachuza01.html
Chandler Parsons,Dallas Mavericks,DAL,25,SF,6-9,227,"October 25, 1988",us,4,University of Florida,/players/p/parsoch01.html
Dwight Powell,Dallas Mavericks,DAL,7,PF,6-11,240,"July 20, 1991",ca,1,Stanford University,/players/p/poweldw01.html
Charlie Villanueva,Dallas Mavericks,DAL,3,PF,6-11,232,"August 24, 1984",us,10,University of Connecticut,/players/v/villach01.html
Deron Williams,Dallas Mavericks,DAL,8,PG,6-3,200,"June 26, 1984",us,10,University of Illinois at Urbana-Champaign,/players/w/willide01.html
Darrell Arthur,Denver Nuggets,DEN,00,PF,6-9,235,"March 25, 1988",us,6,University of Kansas,/players/a/arthuda01.html
D.J. Augustin,Denver Nuggets,DEN,12,PG,6-0,183,"November 10, 1987",us,7,University of Texas at Austin,/players/a/augusdj01.html
Will Barton,Denver Nuggets,DEN,5,SG,6-6,175,"January 6, 1991",us,3,University of Memphis,/players/b/bartowi01.html
Kenneth Faried,Denver Nuggets,DEN,35,PF,6-8,228,"November 19, 1989",us,4,Morehead State University,/players/f/farieke01.html
Randy Foye,Denver Nuggets,DEN,4,SG,6-4,213,"September 24, 1983",us,9,Villanova University,/players/f/foyera01.html
Danilo Gallinari,Denver Nuggets,DEN,8,SF,6-10,225,"August 8, 1988",it,6,,/players/g/gallida01.html
Erick Green,Denver Nuggets,DEN,11,PG,6-4,185,"May 9, 1991",us,1,Virginia Polytechnic Institute and State University,/players/g/greener01.html
Gary Harris,Denver Nuggets,DEN,14,SG,6-4,210,"September 14, 1994",us,1,Michigan State University,/players/h/harriga01.html
J.J. Hickson,Denver Nuggets,DEN,7,C,6-9,242,"September 4, 1988",us,7,North Carolina State University,/players/h/hicksjj01.html
Nikola Jokic,Denver Nuggets,DEN,15,C,6-10,250,"February 19, 1995",rs,R,,/players/j/jokicni01.html
Sean Kilpatrick,Denver Nuggets,DEN,6,SG,6-4,210,"January 6, 1990",us,1,University of Cincinnati,/players/k/kilpase01.html
Joffrey Lauvergne,Denver Nuggets,DEN,77,C,6-11,220,"September 30, 1991",fr,1,,/players/l/lauvejo01.html
Mike Miller,Denver Nuggets,DEN,3,SF,6-8,218,"February 19, 1980",us,15,University of Florida,/players/m/millemi01.html
Emmanuel Mudiay,Denver Nuggets,DEN,0,PG,6-5,200,"March 5, 1996",cd,R,,/players/m/mudiaem01.html
Jameer Nelson,Denver Nuggets,DEN,1,PG,6-0,190,"February 9, 1982",us,11,Saint Joseph's University,/players/n/nelsoja01.html
Jusuf Nurkic,Denver Nuggets,DEN,23,C,7-0,280,"August 23, 1994",ba,1,,/players/n/nurkiju01.html
Kostas Papanikolaou,Denver Nuggets,DEN,16,SF,6-8,225,"July 31, 1990",gr,1,,/players/p/papanko01.html
JaKarr Sampson,Denver Nuggets,DEN,9,SF,6-9,214,"March 20, 1993",us,1,St. John's University,/players/s/sampsja02.html
Axel Toupane,Denver Nuggets,DEN,6,SF,6-7,197,"July 23, 1992",fr,R,,/players/t/toupaax01.html
Joel Anthony,Detroit Pistons,DET,50,C,6-9,245,"August 9, 1982",ca,8,"University of Nevada, Las Vegas",/players/a/anthojo01.html
Aron Baynes,Detroit Pistons,DET,12,C,6-10,260,"December 9, 1986",nz,3,Washington State University,/players/b/baynear01.html
Steve Blake,Detroit Pistons,DET,22,PG,6-3,172,"February 26, 1980",us,12,University of Maryland,/players/b/blakest01.html
Reggie Bullock,Detroit Pistons,DET,25,SF,6-7,205,"March 16, 1991",us,2,University of North Carolina,/players/b/bullore01.html
Kentavious Caldwell-Pope,Detroit Pistons,DET,5,SG,6-5,205,"February 18, 1993",us,2,University of Georgia,/players/c/caldwke01.html
Spencer Dinwiddie,Detroit Pistons,DET,8,PG,6-6,200,"April 6, 1993",us,1,University of Colorado,/players/d/dinwisp01.html
Andre Drummond,Detroit Pistons,DET,0,C,6-11,279,"August 10, 1993",us,3,University of Connecticut,/players/d/drumman01.html
Justin Harper,Detroit Pistons,DET,32,PF,6-10,225,"August 30, 1989",us,1,University of Richmond,/players/h/harpeju01.html
Tobias Harris,Detroit Pistons,DET,34,PF,6-9,235,"July 15, 1992",us,4,University of Tennessee,/players/h/harrito02.html
Darrun Hilliard,Detroit Pistons,DET,6,SG,6-6,205,"April 13, 1993",us,R,Villanova University,/players/h/hillida01.html
Ersan Ilyasova,Detroit Pistons,DET,23,PF,6-10,235,"May 15, 1987",tr,7,,/players/i/ilyaser01.html
Reggie Jackson,Detroit Pistons,DET,1,PG,6-3,208,"April 16, 1990",it,4,Boston College,/players/j/jacksre01.html
Brandon Jennings,Detroit Pistons,DET,7,PG,6-1,169,"September 23, 1989",us,6,,/players/j/jennibr01.html
Stanley Johnson,Detroit Pistons,DET,3,SF,6-7,245,"May 29, 1996",us,R,University of Arizona,/players/j/johnsst04.html
Jodie Meeks,Detroit Pistons,DET,20,SG,6-4,208,"August 21, 1987",us,6,University of Kentucky,/players/m/meeksjo01.html
Marcus Morris,Detroit Pistons,DET,13,SF,6-9,235,"September 2, 1989",us,4,University of Kansas,/players/m/morrima03.html
Anthony Tolliver,Detroit Pistons,DET,43,PF,6-8,240,"June 1, 1985",us,7,Creighton University,/players/t/tollian01.html
Leandro Barbosa,Golden State Warriors,GSW,19,SG,6-3,194,"November 28, 1982",br,12,,/players/b/barbole01.html
Harrison Barnes,Golden State Warriors,GSW,40,SF,6-8,210,"May 30, 1992",us,3,University of North Carolina,/players/b/barneha02.html
Andrew Bogut,Golden State Warriors,GSW,12,C,7-0,260,"November 28, 1984",au,10,University of Utah,/players/b/bogutan01.html
Ian Clark,Golden State Warriors,GSW,21,SG,6-3,175,"March 7, 1991",us,2,Belmont University,/players/c/clarkia01.html
Stephen Curry,Golden State Warriors,GSW,30,PG,6-3,185,"March 14, 1988",us,6,Davidson College,/players/c/curryst01.html
Festus Ezeli,Golden State Warriors,GSW,31,C,6-11,255,"October 21, 1989",ng,2,Vanderbilt University,/players/e/ezelife01.html
Draymond Green,Golden State Warriors,GSW,23,PF,6-7,230,"March 4, 1990",us,3,Michigan State University,/players/g/greendr01.html
Andre Iguodala,Golden State Warriors,GSW,9,SF,6-6,207,"January 28, 1984",us,11,University of Arizona,/players/i/iguodan01.html
Shaun Livingston,Golden State Warriors,GSW,34,PG,6-7,182,"September 11, 1985",us,10,,/players/l/livinsh01.html
Kevon Looney,Golden State Warriors,GSW,36,PF,6-9,220,"February 6, 1996",us,R,"University of California, Los Angeles",/players/l/looneke01.html
James Michael McAdoo,Golden State Warriors,GSW,20,PF,6-9,230,"January 4, 1993",us,1,University of North Carolina,/players/m/mcadoja01.html
Brandon Rush,Golden State Warriors,GSW,4,SG,6-6,210,"July 7, 1985",us,7,University of Kansas,/players/r/rushbr01.html
Marreese Speights,Golden State Warriors,GSW,5,C,6-10,255,"August 4, 1987",us,7,University of Florida,/players/s/speigma01.html
Jason Thompson,Golden State Warriors,GSW,1,C,6-11,250,"July 21, 1986",us,7,Rider University,/players/t/thompja02.html
Klay Thompson,Golden State Warriors,GSW,11,SG,6-7,205,"February 8, 1990",us,4,Washington State University,/players/t/thompkl01.html
Anderson Varejao,Golden State Warriors,GSW,18,C,6-10,273,"September 28, 1982",br,11,,/players/v/varejan01.html
Trevor Ariza,Houston Rockets,HOU,1,SF,6-8,215,"June 30, 1985",us,11,"University of California, Los Angeles",/players/a/arizatr01.html
Michael Beasley,Houston Rockets,HOU,8,SF,6-9,235,"January 9, 1989",us,7,Kansas State University,/players/b/beaslmi01.html
Patrick Beverley,Houston Rockets,HOU,2,PG,6-1,185,"July 12, 1988",us,3,University of Arkansas,/players/b/beverpa01.html
Corey Brewer,Houston Rockets,HOU,33,SF,6-9,186,"March 5, 1986",us,8,University of Florida,/players/b/breweco01.html
Clint Capela,Houston Rockets,HOU,15,C,6-10,240,"May 18, 1994",ch,1,,/players/c/capelca01.html
Sam Dekker,Houston Rockets,HOU,7,SF,6-9,230,"May 6, 1994",us,R,University of Wisconsin,/players/d/dekkesa01.html
Andrew Goudelock,Houston Rockets,HOU,0,PG,6-3,200,"December 7, 1988",us,2,College of Charleston,/players/g/goudean01.html
James Harden,Houston Rockets,HOU,13,SG,6-5,220,"August 26, 1989",us,6,Arizona State University,/players/h/hardeja01.html
Montrezl Harrell,Houston Rockets,HOU,35,PF,6-8,240,"January 26, 1994",us,R,University of Louisville,/players/h/harremo01.html
Chuck Hayes,Houston Rockets,HOU,44,C,6-6,240,"June 11, 1983",us,10,University of Kentucky,/players/h/hayesch01.html
Dwight Howard,Houston Rockets,HOU,12,C,6-11,265,"December 8, 1985",us,11,,/players/h/howardw01.html
Terrence Jones,Houston Rockets,HOU,6,PF,6-9,252,"January 9, 1992",us,3,University of Kentucky,/players/j/joneste01.html
Ty Lawson,Houston Rockets,HOU,3,PG,5-11,195,"November 3, 1987",us,6,University of North Carolina,/players/l/lawsoty01.html
K.J. McDaniels,Houston Rockets,HOU,32,SF,6-6,205,"February 9, 1993",us,1,Clemson University,/players/m/mcdankj01.html
Donatas Motiejunas,Houston Rockets,HOU,20,PF,7-0,222,"September 20, 1990",lt,3,,/players/m/motiedo01.html
Josh Smith,Houston Rockets,HOU,5,PF,6-9,225,"December 5, 1985",us,11,,/players/s/smithjo03.html
Jason Terry,Houston Rockets,HOU,31,SG,6-2,185,"September 15, 1977",us,16,University of Arizona,/players/t/terryja01.html
Marcus Thornton,Houston Rockets,HOU,10,SG,6-4,205,"June 5, 1987",us,6,Louisiana State University,/players/t/thornma01.html
Lavoy Allen,Indiana Pacers,IND,5,PF,6-9,255,"February 4, 1989",us,4,Temple University,/players/a/allenla01.html
Chase Budinger,Indiana Pacers,IND,10,SF,6-7,209,"May 22, 1988",us,6,University of Arizona,/players/b/budinch01.html
Rakeem Christmas,Indiana Pacers,IND,25,PF,6-9,250,"December 1, 1991",us,R,Syracuse University,/players/c/chrisra01.html
Monta Ellis,Indiana Pacers,IND,11,SG,6-3,185,"October 26, 1985",us,10,,/players/e/ellismo01.html
Paul George,Indiana Pacers,IND,13,SF,6-9,220,"May 2, 1990",us,5,"California State University, Fresno",/players/g/georgpa01.html
George Hill,Indiana Pacers,IND,3,PG,6-3,188,"May 4, 1986",us,7,Indiana University-Purdue University Indianapolis,/players/h/hillge01.html
Jordan Hill,Indiana Pacers,IND,27,C,6-10,235,"July 27, 1987",us,6,University of Arizona,/players/h/hilljo01.html
Solomon Hill,Indiana Pacers,IND,44,SF,6-7,225,"March 18, 1991",us,2,University of Arizona,/players/h/hillso01.html
Ty Lawson,Indiana Pacers,IND,10,PG,5-11,195,"November 3, 1987",us,6,University of North Carolina,/players/l/lawsoty01.html
Ian Mahinmi,Indiana Pacers,IND,28,C,6-11,250,"November 5, 1986",fr,7,,/players/m/mahinia01.html
C.J. Miles,Indiana Pacers,IND,0,SF,6-6,231,"April 18, 1987",us,10,,/players/m/milescj01.html
Glenn Robinson,Indiana Pacers,IND,40,SF,6-7,222,"January 8, 1994",us,1,University of Michigan,/players/r/robingl02.html
Rodney Stuckey,Indiana Pacers,IND,2,PG,6-5,205,"April 21, 1986",us,8,Eastern Washington University,/players/s/stuckro01.html
Myles Turner,Indiana Pacers,IND,33,C,6-11,243,"March 24, 1996",us,R,University of Texas at Austin,/players/t/turnemy01.html
Shayne Whittington,Indiana Pacers,IND,42,PF,6-11,250,"March 27, 1991",us,1,Western Michigan University,/players/w/whittsh01.html
Joseph Young,Indiana Pacers,IND,1,PG,6-2,180,"June 27, 1992",us,R,University of Oregon,/players/y/youngjo01.html
Cole Aldrich,Los Angeles Clippers,LAC,45,C,6-11,250,"October 31, 1988",us,5,University of Kansas,/players/a/aldrico01.html
Jeff Ayres,Los Angeles Clippers,LAC,19,C,6-9,240,"April 29, 1987",us,5,Arizona State University,/players/p/pendeje02.html
Jamal Crawford,Los Angeles Clippers,LAC,11,SG,6-5,195,"March 20, 1980",us,15,University of Michigan,/players/c/crawfja01.html
Branden Dawson,Los Angeles Clippers,LAC,22,PF,6-6,225,"February 1, 1993",us,R,Michigan State University,/players/d/dawsobr01.html
Jeff Green,Los Angeles Clippers,LAC,8,SF,6-9,235,"August 28, 1986",us,7,Georgetown University,/players/g/greenje02.html
Blake Griffin,Los Angeles Clippers,LAC,32,PF,6-10,251,"March 16, 1989",us,5,University of Oklahoma,/players/g/griffbl01.html
Wesley Johnson,Los Angeles Clippers,LAC,33,SF,6-7,215,"July 11, 1987",us,5,Syracuse University,/players/j/johnswe01.html
DeAndre Jordan,Los Angeles Clippers,LAC,6,C,6-11,265,"July 21, 1988",us,7,Texas A&M University,/players/j/jordade01.html
Luc Mbah a Moute,Los Angeles Clippers,LAC,12,PF,6-8,230,"September 9, 1986",cm,7,"University of California, Los Angeles",/players/m/mbahalu01.html
Chris Paul,Los Angeles Clippers,LAC,3,PG,6-0,175,"May 6, 1985",us,10,Wake Forest University,/players/p/paulch01.html
